aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd8_naive,lenalidomide,dmso,up,NFKB2_714,NFKB2,1.83885105443902,0.00233883723865936,0.0210495351479342,1.67675749056068,2.631,0.0408649240454359,73070,2986,0.0751445086705202,346,26,24,0.344668241754598,0.0378504474322789,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFATC2_716,NFATC2,1.00161836003328,0.523238871112428,1,0,0.2813,0.0923361160530998,73070,6747,0.092485549132948,346,32,24,0.815315396199503,-0.000358982504845895,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFAT5_717,NFAT5,1.62384235162568,0.00234638892446413,0.0211175003201772,1.67535749056068,2.6296,0.0676337758313946,73070,4942,0.109826589595376,346,38,24,0.847410828870467,0.0656074691165905,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RELB_718,RELB,1.9550543519558,4.54046152604847e-06,4.08641537344362e-05,4.38865749056068,5.3429,0.0739154235664431,73070,5401,0.144508670520231,346,50,24,0.687202210549396,0.0317409320463304,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFKB1_719,NFKB1,2.02567801144804,5.82237267422498e-08,5.24013540680249e-07,6.28065749056067,7.2349,0.0898864102915013,73070,6568,0.182080924855491,346,63,24,0.856738101378832,0.0173678813292508,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFATC1_720,NFATC1,0.90621121157847,0.72127353943376,1,0,0.1419,0.0765430409196661,73070,5593,0.069364161849711,346,24,24,0.908235266669353,0.00544218909479682,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,REL_721,REL,2.11329059093102,2.62361436429592e-06,2.36125292786633e-05,4.62685749056067,5.5811,0.0601751744902149,73070,4397,0.127167630057803,346,44,24,0.942832791201301,0.0272151093623076,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RFX3_723,RFX3,0.904109758536993,0.678734617380087,1,0,0.1683,0.0383604762556453,73070,2803,0.0346820809248555,346,12,24,0.975532650169164,-0.0285487064153978,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RFX2_724,RFX2,0.96411482966629,0.601589157053464,1,0,0.2207,0.0659504584644861,73070,4819,0.0635838150289017,346,22,24,0.457406942507881,-0.0558459591719299,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RFX1_726,RFX1,0.679871134320373,0.904273908311783,1,0,0.0437,0.0340084850143698,73070,2485,0.023121387283237,346,8,24,0.929510476639281,-0.00622700734207748,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RFX7_728,RFX7,1.29630486662933,0.124451461177138,1,0,0.905,0.0512795949089914,73070,3747,0.0664739884393064,346,23,24,0.678471196057721,0.0883759545945344,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RUNX3_731,RUNX3,2.1932300906625,5.83310776539422e-06,5.24979698885481e-05,4.27985749056067,5.2341,0.0500752702887642,73070,3659,0.109826589595376,346,38,24,0.605971361265901,0.0723271869700897,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,RUNX2_732,RUNX2,1.69254246467459,6.40766797649436e-07,5.76690117884493e-06,5.23905749056067,6.1933,0.143437799370467,73070,10481,0.242774566473988,346,84,24,0.843355815917733,-0.0541399138515908,dn,CD8 Naive,#8DC63F,5,3,gray60
