"","barcodes","treatment","timepoint","aifi_cell_type","UMAP_1","UMAP_2","cell_type_color","treatment_color"
"1","bdc68c9efb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",8.36249327924252,-2.61830371615374,"#93A7D1","#FF9F45"
"2","9a744f2cfb8011edb519365d129239e0","bortezomib",72,"t_cd4_naive",9.03838229444027,-0.490156978339795,"#93A7D1","#FF9F45"
"3","b00fdbcafb8111edb32712c42668f295","bortezomib",72,"t_cd4_naive",8.37554621961117,-0.96882268783534,"#93A7D1","#FF9F45"
"4","b966457cfb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_cm",9.32334780957699,3.22646942737615,"#00AEEF","#FF9F45"
"5","df0c2040fb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_naive",8.64736342694759,-2.34630300101722,"#93A7D1","#FF9F45"
"6","c6c3b2d4fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_naive",8.51419520642757,-2.13747484979117,"#93A7D1","#FF9F45"
"7","03719198fb8011ed898e2a71e2203848","bortezomib",72,"t_cd4_cm",9.03295874860287,3.00131121280706,"#00AEEF","#FF9F45"
"8","4cebc6f8fb8111eda35df29f570c0793","bortezomib",72,"t_cd4_naive",8.8651835944891,-2.43009327349151,"#93A7D1","#FF9F45"
"9","cff6d250fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_naive",8.64859748151302,-0.650440424651746,"#93A7D1","#FF9F45"
"10","7987b8a8fb8011eda0a9e2763843e521","bortezomib",72,"t_cd8_naive",11.7029845741034,-0.945273131103162,"#8DC63F","#FF9F45"
"11","b3701fdafb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_cm",8.68798899915218,2.94418039920842,"#00AEEF","#FF9F45"
"12","2fcdddb6fb8311ed9fae72654f839162","bortezomib",72,"t_cd4_naive",8.83882975842953,-0.534072011680249,"#93A7D1","#FF9F45"
"13","cf3dc0d8fb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_naive",8.70596194531918,-1.85382917520488,"#93A7D1","#FF9F45"
"14","fe3f5124ff2111edaa5fda2b1e723be2","bortezomib",72,"t_cd4_naive",8.64658618237972,-1.3104151785084,"#93A7D1","#FF9F45"
"15","194255cafb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_naive",9.32563567426205,-1.40682771799052,"#93A7D1","#FF9F45"
"16","429b5c50fb7b11ed8a1abe9d4c5fcb23","bortezomib",72,"t_cd4_naive",9.4296367194891,-2.17588412013734,"#93A7D1","#FF9F45"
"17","7642fd06fb8011eda0a9e2763843e521","bortezomib",72,"t_cd4_naive",9.05614352490902,-2.44922417399371,"#93A7D1","#FF9F45"
"18","fc88a088ff2111edaa5fda2b1e723be2","bortezomib",72,"t_cd4_cm",9.53543544080257,2.86326828601873,"#00AEEF","#FF9F45"
"19","7cfa6594fb8011eda0a9e2763843e521","bortezomib",72,"t_cd4_naive",10.0185658958197,-2.35297159847701,"#93A7D1","#FF9F45"
"20","c08e38f0fb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",8.72710395123959,-2.31140936163152,"#93A7D1","#FF9F45"
"21","9611fd44fb8011edb519365d129239e0","bortezomib",72,"t_cd4_naive",9.99830508496761,-2.61070764061892,"#93A7D1","#FF9F45"
"22","370b5e48fb8111eda35df29f570c0793","bortezomib",72,"t_cd4_cm",8.3501107719183,1.93517866733586,"#00AEEF","#FF9F45"
"23","bf5e5758fb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd8_naive",10.9215600517035,-0.323226898879651,"#8DC63F","#FF9F45"
"24","0a845ddafb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_naive",9.11317324903011,-1.60994479057277,"#93A7D1","#FF9F45"
"25","7d20dfbcfb8011eda0a9e2763843e521","bortezomib",72,"t_cd8_naive",10.7091186073065,-0.746039837569837,"#8DC63F","#FF9F45"
"26","c0bae5c8fb8111edb32712c42668f295","bortezomib",72,"t_cd4_em",10.0792682197332,2.28565302494084,"#1C75BC","#FF9F45"
"27","3d5f4790fb8211ed9d09f6494964bb81","bortezomib",72,"t_cd4_naive",9.89111972119808,-1.94524833557094,"#93A7D1","#FF9F45"
"28","858e0520fb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_naive",8.25084090497494,-1.26116952297175,"#93A7D1","#FF9F45"
"29","bcb77458fb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",8.49726939466,-2.10495658215964,"#93A7D1","#FF9F45"
"30","c400d132fb7e11edb9e426a51887eecf","bortezomib",72,"t_cd4_treg",8.37752414014339,0.241144567757007,"#E57A93","#FF9F45"
"31","b3f4af7afb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",8.67373347547054,-2.21467917409623,"#93A7D1","#FF9F45"
"32","96cea1e2fb8011edb519365d129239e0","bortezomib",72,"t_cd4_naive",8.56606936719418,-2.64019495245898,"#93A7D1","#FF9F45"
"33","2e4cdbd8fb8111eda35df29f570c0793","bortezomib",72,"t_cd8_naive",10.2542722251654,-1.08577868339503,"#8DC63F","#FF9F45"
"34","24d5c4a0fb8311ed9fae72654f839162","bortezomib",72,"t_cd4_naive",9.07031703259945,0.0132800638965329,"#93A7D1","#FF9F45"
"35","c23c24b6fb8111edb32712c42668f295","bortezomib",72,"t_cd4_em",9.66729522016048,1.88987675312078,"#1C75BC","#FF9F45"
"36","1434452afb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_naive",9.07090354230404,0.129698902397509,"#93A7D1","#FF9F45"
"37","48a964cefb8111eda35df29f570c0793","bortezomib",72,"t_cd4_naive",9.52051711347103,-2.00293271240676,"#93A7D1","#FF9F45"
"38","48647ccafb7b11ed933dc6f18f77c1a7","bortezomib",72,"t_cd4_em",9.33756900098324,0.529850393562671,"#1C75BC","#FF9F45"
"39","4294ecdafb7b11ed8a1abe9d4c5fcb23","bortezomib",72,"t_cd4_naive",9.04245162274838,-1.26449808475459,"#93A7D1","#FF9F45"
"40","8107894afb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_em",9.89092612531185,2.96221676471746,"#1C75BC","#FF9F45"
"41","93811c26fb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_cm",8.24877715375423,1.92091503742253,"#00AEEF","#FF9F45"
"42","fcc7cc86fb7f11ed898e2a71e2203848","bortezomib",72,"t_cd4_em",9.63565993573666,2.18998327854192,"#1C75BC","#FF9F45"
"43","03514b0efb8011ed898e2a71e2203848","bortezomib",72,"t_cd4_treg",8.38775229718685,0.838516384392138,"#E57A93","#FF9F45"
"44","f3c782defb7f11ed898e2a71e2203848","bortezomib",72,"t_cd8_naive",11.0564572837591,-1.15584918853724,"#8DC63F","#FF9F45"
"45","d292871efb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_naive",8.87321639325619,-2.12785611298764,"#93A7D1","#FF9F45"
"46","41940b40fb7b11ed933dc6f18f77c1a7","bortezomib",72,"t_cd4_naive",9.13328624036312,-0.182749837607984,"#93A7D1","#FF9F45"
"47","b49ae520fb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_cm",9.26288008954525,1.77194252613103,"#00AEEF","#FF9F45"
"48","3ac1d68efb8111eda35df29f570c0793","bortezomib",72,"t_cd8_naive",11.3523814704657,-0.0332339703747073,"#8DC63F","#FF9F45"
"49","d1a3c296fb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_treg",8.39566397931576,1.06323328617131,"#E57A93","#FF9F45"
"50","c9b375eefb7e11edb9e426a51887eecf","bortezomib",72,"t_cd4_naive",8.43718314435482,-0.500169962615613,"#93A7D1","#FF9F45"
"51","d5d92cfcfb8711edbbcffe1e90e63656","bortezomib",72,"t_cd8_memory",10.5951869514227,2.1898192465595,"#009444","#FF9F45"
"52","c3c65f8efb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",8.1484448936224,-1.82544061538661,"#93A7D1","#FF9F45"
"53","1fad9848fb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_cm",8.40398860242367,2.89737549427068,"#00AEEF","#FF9F45"
"54","4179d4fefb8111eda35df29f570c0793","bortezomib",72,"t_cd8_naive",10.4669082191229,-1.20553097125972,"#8DC63F","#FF9F45"
"55","797d8590fb8011eda0a9e2763843e521","bortezomib",72,"t_cd4_em",9.7128226783514,2.09983244541204,"#1C75BC","#FF9F45"
"56","7badf890fb8011eda0a9e2763843e521","bortezomib",72,"t_cd4_cm",9.32626128461361,2.93045940998113,"#00AEEF","#FF9F45"
"57","c799a1bcfb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_naive",8.28195834424496,-2.23596178271705,"#93A7D1","#FF9F45"
"58","c4c570f8fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_em",10.0203940894842,2.44927015903508,"#1C75BC","#FF9F45"
"59","b46d4052fb7e11ed84ffaefa3cccb57a","bortezomib",72,"t_cd4_naive",9.00379538800716,-0.553462952346448,"#93A7D1","#FF9F45"
"60","8c7b67f6fb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_em",9.58119178082943,2.45770159366643,"#1C75BC","#FF9F45"
"61","cb5861a0fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_em",9.82656455304623,2.41825047138249,"#1C75BC","#FF9F45"
"62","461bb710fb8211ed9d09f6494964bb81","bortezomib",72,"t_cd4_naive",9.69680857923031,-0.289669960708264,"#93A7D1","#FF9F45"
"63","47e8e9f0fb8211ed9d09f6494964bb81","bortezomib",72,"t_cd8_naive",10.7773568656683,-0.10261687633479,"#8DC63F","#FF9F45"
"64","406b837cfb8211ed9d09f6494964bb81","bortezomib",72,"t_cd4_naive",8.83476043012142,-1.62166401740992,"#93A7D1","#FF9F45"
"65","1d679d54fb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_naive",9.70101523663998,-0.777772873611096,"#93A7D1","#FF9F45"
"66","cd6659fefb7e11edb9e426a51887eecf","bortezomib",72,"t_cd4_naive",8.7082011726141,-1.79607707259143,"#93A7D1","#FF9F45"
"67","9cce1b26fb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_cm",8.50594401624203,2.69388380649602,"#00AEEF","#FF9F45"
"68","7af1759efb8011eda0a9e2763843e521","bortezomib",72,"t_cd4_naive",8.79902529981136,-1.54809638854945,"#93A7D1","#FF9F45"
"69","c9bc0734fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_naive",9.17245459821224,-1.8608745336243,"#93A7D1","#FF9F45"
"70","8c6a49eefb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_naive",9.98880934979916,-2.24067340741763,"#93A7D1","#FF9F45"
"71","95cc518afb8111ed99031af2246d8fa2","bortezomib",72,"t_cd4_naive",8.71409774091244,-2.09632225331748,"#93A7D1","#FF9F45"
"72","2157b610fb8011ed8e8a7625f34dfd6b","bortezomib",72,"t_cd4_naive",8.56446242597103,-0.712204903335218,"#93A7D1","#FF9F45"
"73","dd120b06fb8711edbbcffe1e90e63656","bortezomib",72,"t_cd4_em",10.1814763572454,1.49562373760259,"#1C75BC","#FF9F45"
"74","41fbcef0fb8111eda35df29f570c0793","bortezomib",72,"t_cd4_naive",9.37485671308041,-0.769387453765515,"#93A7D1","#FF9F45"
"75","cb8eac06fb7b11ed8d7c62b1232be981","bortezomib",72,"t_cd4_em",8.82559657361507,2.1224454939655,"#1C75BC","#FF9F45"
