"","barcodes","treatment","timepoint","aifi_cell_type","UMAP_1","UMAP_2","cell_type_color","treatment_color"
"1","46059f68fb7b11ed933dc6f18f77c1a7","bortezomib",4,"t_cd4_naive",0.750592419189034,-2.01324391635202,"#93A7D1","#FF9F45"
"2","99cab48afb8011edb519365d129239e0","bortezomib",4,"t_cd4_naive",-2.63721161218304,-3.22211480410837,"#93A7D1","#FF9F45"
"3","ccc6bb4afb7b11ed8d7c62b1232be981","bortezomib",4,"t_cd4_cm",-4.42966204019207,-0.909110191185702,"#00AEEF","#FF9F45"
"4","2f0d7cf6fb8311ed9fae72654f839162","bortezomib",4,"t_cd8_naive",6.09075517324787,-0.999125185330142,"#8DC63F","#FF9F45"
"5","18a4477cfb8011ed8e8a7625f34dfd6b","bortezomib",4,"t_cd4_naive",-1.17878930898327,-0.922269764263858,"#93A7D1","#FF9F45"
"6","7f6c805efb8111ed99031af2246d8fa2","bortezomib",4,"t_cd4_cm",0.0106521931110008,2.76424967972494,"#00AEEF","#FF9F45"
"7","7b3a38d8fb8011eda0a9e2763843e521","bortezomib",4,"t_cd8_naive",6.81250400213581,-0.0570569065406219,"#8DC63F","#FF9F45"
"8","4d29dec4fb8211ed9d09f6494964bb81","bortezomib",4,"t_cd8_memory",5.6359927144466,2.92894732681967,"#009444","#FF9F45"
"9","2f2e8f40fb8311ed9fae72654f839162","bortezomib",4,"t_cd4_naive",-4.11656122537273,-2.41140938075327,"#93A7D1","#FF9F45"
"10","b399e1a8fb7e11ed84ffaefa3cccb57a","bortezomib",4,"t_cd8_memory",5.98466796545368,3.70280492035605,"#009444","#FF9F45"
"11","d6794822fb8711edbbcffe1e90e63656","bortezomib",4,"t_cd4_naive",-4.34275417657513,-2.32965523274683,"#93A7D1","#FF9F45"
"12","cfcedff0fb8711edbbcffe1e90e63656","bortezomib",4,"t_cd4_cm",-0.223930827099265,2.29851519791342,"#00AEEF","#FF9F45"
"13","318099e6fb8311ed9fae72654f839162","bortezomib",4,"t_cd4_cm",-0.745463303047599,0.684950706641446,"#00AEEF","#FF9F45"
"14","41906742fb7b11ed933dc6f18f77c1a7","bortezomib",4,"t_cd4_em",2.6881293740688,3.51036154953695,"#1C75BC","#FF9F45"
"15","30c73e2efb8311ed9fae72654f839162","bortezomib",4,"t_cd4_treg",-3.53301506372112,2.47753989426352,"#E57A93","#FF9F45"
"16","769abdcafb8011eda0a9e2763843e521","bortezomib",4,"t_cd8_memory",4.3877930131374,3.71460139481283,"#009444","#FF9F45"
"17","fb6e6df4ff2111edaa5fda2b1e723be2","bortezomib",4,"t_cd4_treg",-4.17910890908855,1.9120179387734,"#E57A93","#FF9F45"
