treatment,timepoint,bg_treatment,bg_timepoint,population,target,nomP,mean_mfi,sd_mfi,max_mfi,mean_lfc,max_lfc,adjP
dmso,48,dmso,24,t_cd4_em,Aiolos,0.84490649459955,16596.4,4537.19035307094,21088,-0.0106698814107818,0.282152308550193,0.84490649459955
dmso,48,dmso,24,t_cd4_em,Helios,0.968526063613922,855.4,678.520301833335,1796,-0.363308188388019,0.672299834568926,0.968526063613922
dmso,48,dmso,24,t_cd4_em,Ikaros,0.0439882655553084,47115.8,6878.52823647617,55865,-0.503975498703037,0.00720599596556051,0.0439882655553084
dmso,48,dmso,24,t_cd4_naive,Aiolos,0.235875286888912,13788.2,1266.62689849853,15269,0.356503539519729,0.832384205002297,0.235875286888912
dmso,48,dmso,24,t_cd4_naive,Helios,0.11551460462476,928.4,851.081840953031,2047,0.37284020213255,0.808701347765121,0.11551460462476
dmso,48,dmso,24,t_cd4_naive,Ikaros,0.00681193200347224,48900.6,5317.63883692753,53541,-0.322992669366384,-0.10459794592998,0.00681193200347224
dmso,48,dmso,24,t_cd4_temra,Aiolos,0.826284941858058,19043.4,7732.96090123311,27447,-0.152325709997789,0.339609729838012,0.826284941858058
dmso,48,dmso,24,t_cd4_temra,Helios,0.970121623132794,1201.4,1079.03419778986,2728,-0.417905970100966,0.497850381495369,0.970121623132794
dmso,48,dmso,24,t_cd4_temra,Ikaros,0.0461421399805687,44937.4,6400.7440817455,51702,-0.702067395945671,-0.0611692961598058,0.0461421399805687
dmso,48,dmso,24,t_cd4_treg,Aiolos,0.163307543668743,9912.8,836.626081352954,10934,-0.141289011965024,0.142367269327806,0.163307543668743
dmso,48,dmso,24,t_cd4_treg,Helios,0.483619208034498,48119.6,2869.69925253501,52293,-0.0458355663670175,0.138759100950291,0.483619208034498
dmso,48,dmso,24,t_cd4_treg,Ikaros,0.0049683404214975,32530.6,6678.12618179681,39421,-0.680968137015383,-0.450765124290052,0.0049683404214975
dmso,48,dmso,24,t_cd8_cm,Aiolos,0.256248979306606,19733.4,5409.77155709925,23437,0.137201541911634,0.500978122696598,0.256248979306606
dmso,48,dmso,24,t_cd8_cm,Helios,0.480902462228139,1824,782.249320868993,2791,-0.0895900103141879,0.0848372427040036,0.480902462228139
dmso,48,dmso,24,t_cd8_cm,Ikaros,0.0185736499891191,37829,2580.61969301949,41221,-0.566516926648562,-0.153506619638607,0.0185736499891191
dmso,48,dmso,24,t_cd8_em,Aiolos,0.0565159858681289,22369,8409.7774940839,29751,0.307473675014413,0.560824848977951,0.0565159858681289
dmso,48,dmso,24,t_cd8_em,Helios,0.897282681050106,1776.4,794.83287551535,2823,-0.0412341550631393,0.21464415102229,0.897282681050106
dmso,48,dmso,24,t_cd8_em,Ikaros,0.00759961171769257,35616.4,3050.94391951081,40111,-0.386904517898559,-0.121020095204494,0.00759961171769257
dmso,48,dmso,24,t_cd8_naive,Aiolos,0.53850407191067,22678.6,2499.10289904197,25127,0.163701296818978,0.705541609613093,0.53850407191067
dmso,48,dmso,24,t_cd8_naive,Helios,0.121382532610554,2648.6,1743.93658141573,5045,0.137796554968017,0.296573902362639,0.121382532610554
dmso,48,dmso,24,t_cd8_naive,Ikaros,0.0038572377874237,42996,5403.52371143127,50680,-0.543021715681706,-0.374144273240512,0.0038572377874237
dmso,48,dmso,24,t_cd8_temra,Aiolos,0.386036699337294,28480.6,2311.20927222093,31509,0.181322000579195,0.542709043611053,0.386036699337294
dmso,48,dmso,24,t_cd8_temra,Helios,0.375291645468578,11034.8,20629.5259931003,47920,-0.131349754688182,0.196021883398667,0.375291645468578
dmso,48,dmso,24,t_cd8_temra,Ikaros,0.0149968010821106,32398.8,3179.29594407315,35440,-0.454972774939324,-0.188156907055189,0.0149968010821106
