treatment,timepoint,bg_treatment,bg_timepoint,population,target,nomP,mean_mfi,sd_mfi,max_mfi,mean_lfc,max_lfc,adjP
bor_len,24,dmso,24,t_cd8_cm,Ikaros,0.00433090981103925,27541,2737.53511393005,32029,-1.02717914030507,-0.586334148236577,0.00433090981103925
bor_len,24,dmso,24,t_cd8_em,Aiolos,0.0150078257188523,8151,1230.17031341193,10174,-1.03992440859611,-0.558155377635898,0.0150078257188523
bor_len,24,dmso,24,t_cd8_em,Helios,0.0136705082882651,2003.8,642.502295715743,3038,0.190126682599116,0.235191728408114,0.0136705082882651
bor_len,24,dmso,24,t_cd8_em,Ikaros,0.00165014056273799,21803.2,3699.96914852003,28115,-1.10581947314685,-0.682309192539405,0.00165014056273799
bor_len,24,dmso,24,t_cd8_naive,Aiolos,0.00183390161851778,6717.4,1720.95331139459,8909,-1.62135048258368,-1.38711837691171,0.00183390161851778
bor_len,24,dmso,24,t_cd8_naive,Helios,0.201412641677658,3028.8,2427.01456526326,7116,0.295542168571091,0.530942786036059,0.201412641677658
bor_len,24,dmso,24,t_cd8_naive,Ikaros,0.00246702285367508,28240.8,2171.36217614658,31020,-1.14392390409728,-0.760930706574748,0.00246702285367508
bor_len,24,dmso,24,t_cd8_temra,Aiolos,0.00144360423260974,10558.6,2302.23300297776,14447,-1.27109397250033,-1.11472089622716,0.00144360423260974
bor_len,24,dmso,24,t_cd8_temra,Helios,0.283136568863778,15877.4,31139.4721583395,71577,0.123566397573481,0.239847910425677,0.283136568863778
bor_len,24,dmso,24,t_cd8_temra,Ikaros,0.00700044919315946,21090,2839.35327143348,25429,-1.07866709056079,-0.560992829338549,0.00700044919315946
bor_len,48,dmso,48,t_cd4_cm,Aiolos,0.000498068894305141,5144.4,2111.99959753784,8239,-1.46673728718531,-0.716260326023901,0.000498068894305141
bor_len,48,dmso,48,t_cd4_cm,Helios,0.00753642518147176,1376.2,697.334711598383,2332,0.548956845008689,0.927649155775316,0.00753642518147176
bor_len,48,dmso,48,t_cd4_cm,Ikaros,0.015526057040503,28547.8,7452.89797327187,40012,-0.789002434809543,-0.0393724355050653,0.015526057040503
bor_len,48,dmso,48,t_cd4_em,Aiolos,0.0147549427786542,7885,2670.60358346199,10907,-1.1000692969251,-0.237187495094178,0.0147549427786542
bor_len,48,dmso,48,t_cd4_em,Helios,0.000321754488402875,1212.2,666.362664020127,2067,0.727618207089136,1.23544857416189,0.000321754488402875
bor_len,48,dmso,48,t_cd4_em,Ikaros,0.0466268724032284,29676.4,9532.83676562229,44412,-0.708721430490215,0.129043464738305,0.0466268724032284
bor_len,48,dmso,48,t_cd4_naive,Aiolos,6.53242397124887e-05,4202,1892.63018046316,7437,-1.80563780570687,-1.01486034383389,6.53242397124887e-05
bor_len,48,dmso,48,t_cd4_naive,Helios,0.0547653052929165,1156,695.784090073925,2168,0.662766373740289,1.23997249897057,0.0547653052929165
bor_len,48,dmso,48,t_cd4_naive,Ikaros,0.00542227890323678,27712,4241.08146585278,34405,-0.824760046067347,-0.232129808779842,0.00542227890323678
bor_len,48,dmso,48,t_cd4_temra,Aiolos,0.104192809619638,10350.6,4300.10084765462,15680,-0.892668545139753,0.48401058990067,0.104192809619638
bor_len,48,dmso,48,t_cd4_temra,Helios,0.0570004392432582,1968,1691.68008204861,4614,0.847248564211748,1.43991216791787,0.0570004392432582
bor_len,48,dmso,48,t_cd4_temra,Ikaros,0.218801301275264,32041.4,14709.8486328038,55725,-0.583030422868543,0.635104612896281,0.218801301275264
bor_len,48,dmso,48,t_cd4_treg,Aiolos,0.00686425018599744,5191.4,2581.04868222202,9063,-1.05982618340742,-0.270760690750486,0.00686425018599744
bor_len,48,dmso,48,t_cd4_treg,Helios,0.351393082908426,52296.8,6549.2135176676,62848,0.113575697259447,0.492915887930722,0.351393082908426
bor_len,48,dmso,48,t_cd4_treg,Ikaros,0.141530380573447,23175.4,5196.96019803885,31715,-0.489675919153643,0.364514434528118,0.141530380573447
bor_len,48,dmso,48,t_cd8_cm,Aiolos,0.0224028127873358,8296.8,2554.96080204766,11731,-1.24351146686573,0,0.0224028127873358
bor_len,48,dmso,48,t_cd8_cm,Helios,0.00473942959533878,2066.8,773.456980057715,3125,0.208160205074742,0.340206828605671,0.00473942959533878
bor_len,48,dmso,48,t_cd8_cm,Ikaros,0.319061856603234,30718.8,14329.4241231112,53274,-0.412571320983535,0.423747604305155,0.319061856603234
bor_len,48,dmso,48,t_cd8_em,Aiolos,0.0321371737705051,8754.6,2194.50046707673,12247,-1.26579691302198,0.028279258593878,0.0321371737705051
bor_len,48,dmso,48,t_cd8_em,Helios,0.00424723174322149,2034.8,783.908604366606,3136,0.22565304705643,0.383495030767985,0.00424723174322149
bor_len,48,dmso,48,t_cd8_em,Ikaros,0.266458005976045,27457,15698.951095535,53274,-0.534173194404695,0.409433673436083,0.266458005976045
bor_len,48,dmso,48,t_cd8_naive,Aiolos,0.00437707892189841,7563.8,3553.54783280034,13856,-1.67532998460184,-0.43668750254864,0.00437707892189841
bor_len,48,dmso,48,t_cd8_naive,Helios,0.188836282122702,3071.8,2145.5900587018,6496,0.237540314644851,0.434027674663597,0.188836282122702
bor_len,48,dmso,48,t_cd8_naive,Ikaros,0.0829238610086986,29802,10171.6342098996,45417,-0.584632852082264,0.279345747853136,0.0829238610086986
bor_len,48,dmso,48,t_cd8_temra,Aiolos,0.00827242577433808,12824.2,6118.65223721695,19880,-1.280797624455,-0.371741152978987,0.00827242577433808
bor_len,48,dmso,48,t_cd8_temra,Helios,0.198683975256854,11741.6,21654.8554670771,50460,0.174731075324611,0.333266607355783,0.198683975256854
bor_len,48,dmso,48,t_cd8_temra,Ikaros,0.198504474876778,23556.8,10029.9657128028,38839,-0.552308959551282,0.416536480577887,0.198504474876778
len,24,dmso,24,t_cd4_cm,Aiolos,0.00679801068921601,5214.2,450.507158655664,5818,-1.19506366197574,-0.79639925517038,0.00679801068921601
len,24,dmso,24,t_cd4_cm,Helios,0.000291297069009713,1301,440.464527516121,1756,0.541554235483029,0.750159520476061,0.000291297069009713
len,24,dmso,24,t_cd4_cm,Ikaros,0.00227702552058847,27970.8,677.195835781645,28743,-1.17565660734786,-0.829011143957485,0.00227702552058847
len,24,dmso,24,t_cd4_em,Aiolos,0.000287612277123426,8412.4,370.678836730666,8997,-0.943866101569001,-0.756121057218688,0.000287612277123426
len,24,dmso,24,t_cd4_em,Helios,0.00662923130857077,1252.4,285.346806535486,1627,0.565261987705816,0.821339151493305,0.00662923130857077
len,24,dmso,24,t_cd4_em,Ikaros,0.00788521648900841,29029.6,4191.4079734619,34575,-1.2026518596001,-0.74344320639756,0.00788521648900841
len,24,dmso,24,t_cd4_naive,Aiolos,0.0147969404686003,3909.4,846.396656420617,5193,-1.48283524058771,-1.05837135195847,0.0147969404686003
len,24,dmso,24,t_cd4_naive,Helios,0.00333675985994171,1014,607.887736346112,1756,0.80972104300601,1.28950661719498,0.00333675985994171
len,24,dmso,24,t_cd4_naive,Ikaros,0.00139943041734624,28447.2,2416.33724881276,32029,-1.10133703291263,-0.754238747902851,0.00139943041734624
len,24,dmso,24,t_cd4_temra,Aiolos,0.00145418248965548,10081.8,1203.54650927997,11910,-0.972872953922064,-0.653175334815973,0.00145418248965548
len,24,dmso,24,t_cd4_temra,Helios,0.696206612834913,1308.8,277.853738502832,1676,0.232005540920892,0.679897606393294,0.696206612834913
len,24,dmso,24,t_cd4_temra,Ikaros,0.0151460533244163,31102.4,5362.92735360083,38839,-1.23806458826421,-0.665413415210547,0.0151460533244163
len,24,dmso,24,t_cd4_treg,Aiolos,0.000761844294802299,5426.4,485.183779613457,6227,-1.01083927992247,-0.880513702871847,0.000761844294802299
len,24,dmso,24,t_cd4_treg,Helios,0.0847584502352197,46924,5029.95337950562,51451,-0.0869375309887376,-0.00934372907710636,0.0847584502352197
len,24,dmso,24,t_cd4_treg,Ikaros,0.00811500697759123,26488.6,2627.1686851057,29749,-0.957311904271175,-0.556554985972416,0.00811500697759123
len,24,dmso,24,t_cd8_cm,Aiolos,0.00218420051869593,7793.2,889.338630668881,9333,-1.15107526157168,-0.884547570941692,0.00218420051869593
len,24,dmso,24,t_cd8_cm,Helios,0.00412638910307577,2268.2,574.837977172699,2844,0.29088805422216,0.437454965386441,0.00412638910307577
len,24,dmso,24,t_cd8_cm,Ikaros,0.00322150173325815,27590.8,2876.08530819237,32506,-1.02505081543986,-0.642779711439157,0.00322150173325815
len,24,dmso,24,t_cd8_em,Aiolos,0.0133210294091526,7948.6,1318.20609162604,10049,-1.07877702602655,-0.600736142926807,0.0133210294091526
len,24,dmso,24,t_cd8_em,Helios,0.015068294803768,2121.8,703.392280310212,3278,0.269875197374853,0.344885713005489,0.015068294803768
len,24,dmso,24,t_cd8_em,Ikaros,0.00110881744828129,21495,2554.16082109173,25995,-1.11872422316971,-0.745265184862524,0.00110881744828129
len,24,dmso,24,t_cd8_naive,Aiolos,0.00218999194674367,6566.6,1569.29484164067,8779,-1.64882651489946,-1.33672728871818,0.00218999194674367
len,24,dmso,24,t_cd8_naive,Helios,0.144825415079195,3052,2328.96672367812,6944,0.333781902398546,0.544612826029468,0.144825415079195
len,24,dmso,24,t_cd8_naive,Ikaros,0.00225644196933098,28974.4,2058.67938251686,31793,-1.10639675012631,-0.775095598132801,0.00225644196933098
len,24,dmso,24,t_cd8_temra,Aiolos,0.00239600434000019,10216.2,1378.7188618424,12499,-1.30383360667256,-1.03422479510661,0.00239600434000019
len,24,dmso,24,t_cd8_temra,Helios,0.245124967879519,16304.4,31716.0584136806,73033,0.21937519837001,0.351315642704579,0.245124967879519
len,24,dmso,24,t_cd8_temra,Ikaros,0.00448729643556848,21281.6,1994.91586288746,23576,-1.06065681151764,-0.698263761446359,0.00448729643556848
len,48,dmso,48,t_cd4_cm,Aiolos,0.00011234338033495,4334.8,1036.0794853678,5715,-1.65518991114881,-1.24397607001811,0.00011234338033495
len,48,dmso,48,t_cd4_cm,Helios,0.00442626602018254,1529.2,647.793331240759,2383,0.74279480224826,1.20299682304796,0.00442626602018254
len,48,dmso,48,t_cd4_cm,Ikaros,0.00204423102520591,26154.8,3993.10539555369,30490,-0.892205290012889,-0.431469028761375,0.00204423102520591
len,48,dmso,48,t_cd4_em,Aiolos,0.0119569534137978,7362.8,2270.42104024782,9828,-1.18260044939396,-0.387472071312929,0.0119569534137978
len,48,dmso,48,t_cd4_em,Helios,6.87418976347716e-05,1406.8,668.88990125431,2270,0.991331488268891,1.6511821868636,6.87418976347716e-05
len,48,dmso,48,t_cd4_em,Ikaros,0.0119958524659231,27483.2,7016.50013895817,35091,-0.803164469367211,-0.210805015443123,0.0119958524659231
len,48,dmso,48,t_cd4_naive,Aiolos,6.79386472654288e-06,3478.2,916.560799947281,4991,-2.01799338711931,-1.59025221214028,6.79386472654288e-06
len,48,dmso,48,t_cd4_naive,Helios,0.0475227468520569,1272,599.031718692758,2107,0.876686486735381,1.59033567282001,0.0475227468520569
len,48,dmso,48,t_cd4_naive,Ikaros,0.0022809929670857,27477.8,3628.25477330355,32346,-0.83406198175719,-0.409965048306022,0.0022809929670857
len,48,dmso,48,t_cd4_temra,Aiolos,0.0557369240198843,8894.6,2626.81638109709,12062,-1.04695052162973,0.105554170758127,0.0557369240198843
len,48,dmso,48,t_cd4_temra,Helios,0.000271085976992809,1799.6,1125.08035268598,3278,0.896614803271848,1.60778058306625,0.000271085976992809
len,48,dmso,48,t_cd4_temra,Ikaros,0.0409268677052522,29870.6,8592.32810709647,39814,-0.626318942555501,0.0642474596512925,0.0409268677052522
len,48,dmso,48,t_cd4_treg,Aiolos,0.000111282547490327,4145.6,1243.29654547899,5982,-1.30179394820117,-0.870121465080231,0.000111282547490327
len,48,dmso,48,t_cd4_treg,Helios,0.389845948856186,49925.4,2371.82288546173,53324,0.053893716702541,0.255834058718321,0.389845948856186
len,48,dmso,48,t_cd4_treg,Ikaros,0.0439473546347309,21685,1981.75137189305,24099,-0.564121353241919,-0.0879570697375106,0.0439473546347309
len,48,dmso,48,t_cd8_cm,Aiolos,0.00695226617311143,6469.2,690.773624279329,7329,-1.55638578720274,-0.536956618474124,0.00695226617311143
len,48,dmso,48,t_cd8_cm,Helios,0.000846729297731904,2311.4,842.204725705098,3267,0.371973891405523,0.511345665799362,0.000846729297731904
len,48,dmso,48,t_cd8_cm,Ikaros,0.00800461978442108,24932.4,5664.88263779577,30640,-0.629723211072193,-0.195680439526425,0.00800461978442108
len,48,dmso,48,t_cd8_em,Aiolos,0.0195874981147551,7302.2,915.433066914234,8715,-1.5023365082102,-0.161779543098171,0.0195874981147551
len,48,dmso,48,t_cd8_em,Helios,0.139382070151625,2822.8,1931.61155515285,6134,0.56338956248074,1.11959903781733,0.139382070151625
len,48,dmso,48,t_cd8_em,Ikaros,0.0123864009327209,22083.8,7833.16351801748,33899,-0.752536015871297,-0.242755218808727,0.0123864009327209
len,48,dmso,48,t_cd8_naive,Aiolos,0.000223901716442265,5519.2,955.284617273826,6859,-2.04844064950581,-1.45112817694461,0.000223901716442265
len,48,dmso,48,t_cd8_naive,Helios,0.114444615448383,3343.4,2294.25266699202,7082,0.379450401063352,0.675364312749146,0.114444615448383
len,48,dmso,48,t_cd8_naive,Ikaros,0.00493244196290105,26493.2,4864.29447093821,31020,-0.711149499073618,-0.302665579166286,0.00493244196290105
len,48,dmso,48,t_cd8_temra,Aiolos,0.000263315950746345,8646.6,1908.9723151476,11584,-1.74211599289375,-1.15092540234543,0.000263315950746345
len,48,dmso,48,t_cd8_temra,Helios,0.202256596504127,12483,22745.944056029,53151,0.331354853281119,0.607063793149609,0.202256596504127
len,48,dmso,48,t_cd8_temra,Ikaros,0.0300161935158207,19973.6,5577.25938970029,28814,-0.733452084299479,-0.0141996237777112,0.0300161935158207
dmso,24,dmso,24,t_cd4_cm,Aiolos,NA,12271.4,3396.98002643525,16543,0,0,NA
dmso,24,dmso,24,t_cd4_cm,Helios,NA,946.2,474.739612840555,1469,0,0,NA
dmso,24,dmso,24,t_cd4_cm,Ikaros,NA,63975,11136.5558634616,75855,0,0,NA
dmso,24,dmso,24,t_cd4_em,Aiolos,NA,16239.2,1635.17237623438,17703,0,0,NA
dmso,24,dmso,24,t_cd4_em,Helios,NA,865.4,268.552229556934,1127,0,0,NA
dmso,24,dmso,24,t_cd4_em,Ikaros,NA,68552,20216.4267366911,94910,0,0,NA
dmso,24,dmso,24,t_cd4_naive,Aiolos,NA,11475,4781.55440207471,18650,0,0,NA
dmso,24,dmso,24,t_cd4_naive,Helios,NA,727.2,650.239725024548,1558,0,0,NA
dmso,24,dmso,24,t_cd4_naive,Ikaros,NA,61236.6,7374.80761104993,68432,0,0,NA
dmso,24,dmso,24,t_cd4_temra,Aiolos,NA,19817,2551.53483221374,22838,0,0,NA
dmso,24,dmso,24,t_cd4_temra,Helios,NA,1212,630.744797838238,2209,0,0,NA
dmso,24,dmso,24,t_cd4_temra,Ikaros,NA,76174.6,27951.0760132772,120343,0,0,NA
dmso,24,dmso,24,t_cd4_treg,Aiolos,NA,11016.6,1816.28213667371,13748,0,0,NA
dmso,24,dmso,24,t_cd4_treg,Helios,NA,49743.4,4154.07929630622,54734,0,0,NA
dmso,24,dmso,24,t_cd4_treg,Ikaros,NA,52962.2,14602.7621085875,67748,0,0,NA
dmso,24,dmso,24,t_cd8_cm,Aiolos,NA,17535,3703.49598352692,22643,0,0,NA
dmso,24,dmso,24,t_cd8_cm,Helios,NA,1896.6,656.709448690972,2717,0,0,NA
dmso,24,dmso,24,t_cd8_cm,Ikaros,NA,57151.8,12846.7627712198,73416,0,0,NA
dmso,24,dmso,24,t_cd8_em,Aiolos,NA,17512.2,6259.44328195408,26725,0,0,NA
dmso,24,dmso,24,t_cd8_em,Helios,NA,1760,565.172982369115,2581,0,0,NA
dmso,24,dmso,24,t_cd8_em,Ikaros,NA,46927.4,7089.07774678766,52090,0,0,NA
dmso,24,dmso,24,t_cd8_naive,Aiolos,NA,20714.6,5218.66369868762,26568,0,0,NA
dmso,24,dmso,24,t_cd8_naive,Helios,NA,2421.4,1665.05744645643,4925,0,0,NA
dmso,24,dmso,24,t_cd8_naive,Ikaros,NA,62969.6,10465.2979795131,74345,0,0,NA
dmso,24,dmso,24,t_cd8_temra,Aiolos,NA,25671.8,6205.8970906711,33184,0,0,NA
dmso,24,dmso,24,t_cd8_temra,Helios,NA,15101,29742.3437122901,68299,0,0,NA
dmso,24,dmso,24,t_cd8_temra,Ikaros,NA,45119.4,9783.55172215081,56851,0,0,NA
dmso,48,dmso,24,t_cd4_cm,Aiolos,0.372241152943982,13447.8,1817.28305445244,16543,0.166458817567962,0.468739269602465,0.372241152943982
dmso,48,dmso,24,t_cd4_cm,Helios,0.46936902609745,1069.8,791.327176331004,2047,-0.00019561952110059,0.478676706467131,0.46936902609745
dmso,48,dmso,24,t_cd4_cm,Ikaros,0.0214631420205444,48253.6,4186.50860503117,51316,-0.393253529375232,-0.0504166574771549,0.0214631420205444
