gene,x_lfc,x_fdr,x_dir,y_lfc,y_fdr,y_dir,color
AC011603.2,0.0192478370527353,0.455215346101377,no,-0.00202962843471684,0.975170314010053,no,gray80
AC011933.4,-0.0313743867096585,0.218413985658999,no,-0.00865756507110528,0.862987014077972,no,gray80
AC011997.1,0.00681834516008614,0.789797482728365,no,-0.00760601155138844,0.864642740765226,no,gray80
AC012020.1,0.0335072597841742,0.0763694123724853,no,0.017261994094336,0.607586496672922,no,gray80
AC012291.3,0.00758503602707176,0.629116178091395,no,-0.00174126490478436,0.888624796313235,no,gray80
AC012358.3,0.0177248934076601,0.250656246042803,no,0.0172075806017727,0.617564135350333,no,gray80
AC015849.3,-0.0361394623908735,0.0762813019263241,no,-0.00845683846509021,0.497232222241989,no,gray80
AC015871.1,0.00933582355965185,0.844034650091309,no,0.00943616447686327,0.708335897717868,no,gray80
AC016074.2,-0.420279616397576,5.34238158745217e-32,dn,-0.250211898397928,2.77179756568678e-07,dn,darkblue
AC016831.1,0.0117469109111048,0.731112091234103,no,-0.00489722602682116,0.613304202818312,no,gray80
AC016831.5,0.0397310943440864,0.316661781046243,no,-0.0266109921662521,0.625009607615644,no,gray80
AC016831.7,0.107650212861454,0.00407221103577418,up,-0.0355445209351566,0.719902006798804,no,orange
AC018362.1,0.0149002170475648,0.776719002416185,no,-0.00123077374845967,0.9579239987555,no,gray80
AC018797.3,0.0140833231300909,0.748039225500283,no,0.00673211386308294,0.913951746315381,no,gray80
AC018816.1,0.0121868884990759,0.782424055605138,no,0.07905544666909,0.0131433575619475,up,orange
AC019163.1,-0.0117626683995818,0.291055589617791,no,0.0472428546261019,0.0512867207229211,no,gray80
AC021851.1,0.00515098469032887,0.956040390139655,no,0.0217968445165189,0.0590456569439798,no,gray80
AC022137.4,0.00413772416375349,0.873246080289499,no,-0.0186327287304751,0.653080133852816,no,gray80
AC022210.2,0.0475583879672981,0.113908147074114,no,-0.00662572855720836,0.844800053027829,no,gray80
AC022217.3,0.00326264174143871,0.954772296977484,no,-0.0536688479065665,7.8093674581466e-05,dn,skyblue
AC022893.1,0.00225050683854429,0.658775307477103,no,-0.0104596463245816,0.85384285714199,no,gray80
AC022916.1,0.0373468921251327,0.0851014863964451,no,-0.0158533422573468,0.70895197241375,no,gray80
AC023424.3,0.0438020214195255,0.269312811063768,no,0.0023071614519363,0.772796736214323,no,gray80
AC023509.6,0.0233791365666901,0.453954521050399,no,0.0196446246388865,0.663087655616589,no,gray80
AC023590.1,-0.020689609235891,0.443906767398252,no,-0.00637273418136786,0.94223702845546,no,gray80
AC024257.3,-0.035867733969318,0.0203790103520996,dn,0.00693003441713429,0.941796981653057,no,skyblue
AC025159.1,0.031345188360229,0.587188452707289,no,-0.0104459844251453,0.452186320530135,no,gray80
AC025164.1,0.0528381683252808,0.0506210691155706,no,0.0355535849749559,0.398514262357115,no,gray80
AC025171.1,0.0362107047728104,0.274150934055649,no,0.0524836226511185,0.157783891122396,no,gray80
AC025171.2,0.0263704445382061,0.445126385822644,no,0.0473471833935069,0.096987689744843,no,gray80
AC025171.3,-0.00363781070219751,0.961741694100875,no,-0.0262728570808277,0.194596461479533,no,gray80
AC025283.2,-0.0091843070903264,0.853280848982839,no,0.00169776603745288,0.84920622444461,no,gray80
AC025682.1,-0.0124504684793282,0.0922972324166755,no,0.046702159873638,0.0405454677406833,up,orange
AC026202.2,-0.0119300772763684,0.847013839265881,no,-0.00787203177472912,0.0798624481186938,no,gray80
AC026341.1,-0.00887703479714938,0.645637985493882,no,0.0256447504029865,0.539781783180579,no,gray80
AC026347.1,0.114277922132198,1.2199201839351e-08,up,0.0165448151485504,0.79373124738018,no,orange
AC026704.1,0.00756461323207883,0.865443241259125,no,0.00608542345017411,0.523834643242646,no,gray80
AC026979.2,-0.0454668408796971,0.0161747657107428,dn,-0.0237645491113032,0.567492901834333,no,skyblue
AC027018.1,0.0424614656358642,0.034897450852077,up,-0.00557487964685074,0.965980950579264,no,orange
AC027097.2,-0.0402374617183303,0.460370875693409,no,-0.0566825952884861,0.278456566199973,no,gray80
AC034195.1,0.000175799563299994,0.77493979133433,no,-0.0262205342338657,0.247681839500809,no,gray80
AC046134.2,0.0437536503503563,0.117539657144683,no,0.00818075094202789,0.736402038135954,no,gray80
AC048341.1,0.0142638867324995,0.755725102410648,no,0.0133792368833699,0.481144550927154,no,gray80
AC053513.1,0.00647628302110009,0.969573056163712,no,0.0206209970690142,0.844547873245046,no,gray80
AC053527.2,0.0528780063692244,0.199825194353268,no,0.0429456277959311,0.478525340318702,no,gray80
AC058791.1,0.024171965682057,0.603102245033726,no,-0.0304390431362184,0.303488847875602,no,gray80
AC067945.4,-0.0219207719646326,0.412286112424866,no,-0.0160808653518763,0.757899166658528,no,gray80
AC068282.1,-0.0035194459565222,0.990724405642125,no,-0.0282509966143277,0.634817416220754,no,gray80
AC068481.1,-0.0471042276817441,0.0131442041695414,dn,-0.0212947770446245,0.606486504435935,no,skyblue
AC068587.4,-0.0133972915944351,0.87772308558138,no,-0.00276435482784626,0.993123051888132,no,gray80
AC068724.3,0.0319014016512161,0.0674895260244593,no,0.0260629687355131,0.34280855504926,no,gray80
AC068888.1,-0.0480211625370571,0.125810773861822,no,-0.0463067578449015,0.0861425865711869,no,gray80
AC073167.1,0.0331810581551731,0.344460976251724,no,0.0444207902632611,0.136767092491282,no,gray80
AC073332.1,0.0115412251936471,0.932982693882165,no,-0.0767856111070699,0.00714291431378232,dn,skyblue
AC073342.1,-0.051576642682548,0.0183653624422697,dn,-0.0249571861414825,0.563212103773592,no,skyblue
AC073343.2,0.0128225679339026,0.460370875693409,no,-0.0110738776465746,0.366040731173996,no,gray80
AC073475.1,0.00506676341683435,0.959659966070404,no,0.00103856220722243,0.792994350323163,no,gray80
AC073842.2,-0.00958019984299752,0.750331723435458,no,0.00601974790358432,0.938172066842484,no,gray80
AC074032.1,0.0571314072893995,0.111810756254983,no,0.00265845653892477,0.987115836333125,no,gray80
AC078785.1,0.0145134637297782,0.825298240315159,no,-0.0199381103753071,0.617067492024615,no,gray80
AC078881.1,0.026448002203087,0.491490695172298,no,-0.00996956312818265,0.927679522010654,no,gray80
AC078883.1,-0.00327310667762476,0.903652376569995,no,-0.0294376503754357,0.602728889493056,no,gray80
AC079142.1,-0.0284365180482196,0.308393875506427,no,-0.0214011764626655,0.521303485199574,no,gray80
AC079447.1,0.0116529203871202,0.857272523672843,no,-0.00783817390454936,0.726260358780718,no,gray80
AC079781.5,0.0356318514715097,0.770618415508623,no,-0.141067168742313,0.00519410233742053,dn,skyblue
AC079793.1,-0.18980091582898,4.34178525811113e-06,dn,-0.220195935224056,5.99298534771009e-08,dn,darkblue
AC079921.1,0.090392291464537,2.46379855988398e-08,up,0.0414745924507703,0.0555039655967141,no,orange
AC083798.2,0.0285118035674339,0.26913119970947,no,-0.00592439748092188,0.755197821142623,no,gray80
AC083870.1,-0.0553302136413638,0.000296982090567425,dn,-0.00263666299079576,0.777828910350921,no,skyblue
AC084198.2,0.00418339227367642,0.956040390139655,no,0.00606693609626607,0.951485424202292,no,gray80
AC087190.1,-0.0134144987723455,0.687791536292085,no,-0.0140520550729349,0.269632820195996,no,gray80
AC087286.2,-0.000592430117014861,0.997699042665565,no,-0.0232490739079426,0.220599955668368,no,gray80
AC087500.1,-0.0199319094186386,0.297457985668817,no,0.0247881958237234,0.444276784278454,no,gray80
AC087854.1,0.0290193698786378,0.427871793866561,no,0.012158471363687,0.701400608673207,no,gray80
AC090125.1,-0.0477212995549268,0.00374713817542785,dn,0.0246254151979528,0.539284876086799,no,skyblue
AC090772.2,-0.0198723886649284,0.459929000644479,no,0.045159110818088,0.112433101792764,no,gray80
AC090825.1,0.0128096463428082,0.692040465530188,no,-0.0734011970078953,0.0208395593619675,dn,skyblue
AC092120.3,-0.0147450515169637,0.515777953575118,no,-0.00663398716047771,0.715063247237975,no,gray80
AC092329.4,-0.00100927099998861,0.752830496794082,no,0.0235927130655822,0.498162856797758,no,gray80
AC092338.3,-0.0138134297280199,0.13106558183928,no,0.0211060949290667,0.729453732955967,no,gray80
AC092574.2,0.00923791329977783,0.482629936374496,no,0.0103236744152877,0.844729230672811,no,gray80
AC092652.1,-0.0148630238163119,0.798685119835448,no,-0.0298126328285228,0.487440913523034,no,gray80
AC092652.2,-0.0617626718013718,0.0140951179890486,dn,-0.059785270278862,0.100344686254129,no,skyblue
AC092683.1,0.0977386612177417,8.05678051945919e-05,up,-0.0592988323521176,0.0550577846095374,no,orange
AC092821.3,-0.120971433821701,0.000335787103112396,dn,-0.114700934529653,0.00906936386597754,dn,darkblue
AC092944.1,-0.0406874917792585,0.120398570135989,no,0.0726227113500264,0.0208120688292808,up,orange
AC093010.2,0.0838560602612507,2.5443889010387e-06,up,0.031618284622739,0.34245405722678,no,orange
AC093157.1,-0.0750105748256004,0.0277013267718838,dn,-0.10702262643434,0.00111943409943588,dn,darkblue
AC093323.1,0.00776290924498224,0.928516402474106,no,0.0411305475146901,0.104728960526818,no,gray80
AC093535.1,0.21521570946033,2.68176417356332e-38,up,0.0441400009250891,0.0177649050126307,up,darkred
AC096677.1,0.0253293415805927,0.341643840722587,no,-0.0462691756739398,0.0153596088271532,dn,skyblue
AC096719.1,-0.0291936210318526,0.607991377892661,no,-0.0297452572439226,0.197684928311247,no,gray80
AC097376.3,0.0229045129889988,0.783164377306981,no,-0.0363373735243835,0.740884676708379,no,gray80
AC098829.1,0.0167794712321296,0.383595539252463,no,-0.0144454241914441,0.636462563456149,no,gray80
AC104162.2,0.0367056166488463,0.220122253924532,no,-0.00120863684108793,0.97075236463073,no,gray80
AC104170.1,0.104055042788395,5.82969125172945e-12,up,0.038562206715979,0.118282916873074,no,orange
AC104316.1,-0.0159192633707071,0.583658658574809,no,-0.025881686012102,0.27950100708511,no,gray80
AC104365.1,-0.0617182523220049,0.0377929785697254,dn,-0.0458726470468338,0.275924762347861,no,skyblue
AC104389.5,-0.0112206804057839,0.807282306746179,no,-0.0132876634747254,0.287713130570837,no,gray80
AC104596.1,0.0245782332125723,0.299859896413669,no,-0.0307919810404635,0.0808340691083975,no,gray80
AC104806.2,0.08714107294678,0.000914676111690069,up,0.0431970107230182,0.254378378838038,no,orange
AC105052.4,-0.00387710469320163,0.980068233565271,no,0.000116374611871861,0.920339316435629,no,gray80
AC105402.3,0.0196835501770025,0.533508045751026,no,-0.00101819549130894,0.89765751417044,no,gray80
AC106795.3,-0.0238120943723668,0.603450615077315,no,-0.0225630512944014,0.579349395821476,no,gray80
AC106818.2,-0.00153270923208887,0.990724405642125,no,-0.0438420553057385,0.00956609744170854,dn,skyblue
AC107068.2,0.011178499846953,0.85634110865995,no,0.0649018722102889,0.00242407229567628,up,orange
AC107214.1,-0.0153287279447047,0.525240142530033,no,0.00365400982798074,0.987470618591237,no,gray80
AC107223.1,0.0195509776261874,0.646754882614478,no,-0.00912004140767575,0.81634000903174,no,gray80
AC108519.1,0.0154500434343215,0.65400475113174,no,0.00255718570873355,0.737547086552712,no,gray80
