aifi_cell_type,gene,fg,timepoint,treat_time,logFC,nomP,adjP,treat_order,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd8_naive,SLAMF1,dexamethasone,4,dexamethasone_4,0.108542551532574,3.04320349445438e-09,3.25790681988248e-07,12,CD8 Naive,#8DC63F,5,3
t_cd4_cm,CD69,dexamethasone,24,dexamethasone_24,0.182208473415869,1.27232465576643e-05,0.000288600470698239,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,CD74,dexamethasone,24,dexamethasone_24,-0.0659969534266043,0.00525887836606412,0.0530323035228394,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,CXCR4,dexamethasone,24,dexamethasone_24,0.898092246512361,1.88964908198131e-115,3.95409070404589e-112,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL2RA,dexamethasone,24,dexamethasone_24,0.365248697848741,3.33615902348881e-16,2.49318312737512e-14,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL6ST,dexamethasone,24,dexamethasone_24,0.517865064059089,1.84643890057643e-38,5.51953342779454e-36,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL7R,dexamethasone,24,dexamethasone_24,0.695857711192635,1.78774465053906e-52,8.80201336765408e-50,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,SLAMF1,dexamethasone,24,dexamethasone_24,-0.0286594014117084,0.4405923445629,0.762395762067239,13,CD4 CM,#00AEEF,2,6
t_cd4_cm,TNFRSF4,dexamethasone,24,dexamethasone_24,-0.235021275253026,2.39512874994234e-22,2.70908481581316e-20,13,CD4 CM,#00AEEF,2,6
t_cd4_em,CD69,dexamethasone,24,dexamethasone_24,0.316866687582551,1.97467244233865e-05,0.00127883548646694,13,CD4 EM,#1C75BC,3,5
t_cd4_em,CD74,dexamethasone,24,dexamethasone_24,-0.0818704589417022,0.009810389278674,0.165398298582603,13,CD4 EM,#1C75BC,3,5
t_cd4_em,CXCR4,dexamethasone,24,dexamethasone_24,0.904911467602525,5.81296850062966e-46,1.18584557412845e-42,13,CD4 EM,#1C75BC,3,5
t_cd4_em,IL2RA,dexamethasone,24,dexamethasone_24,0.397402299534646,5.16519615288275e-11,8.78083345990067e-09,13,CD4 EM,#1C75BC,3,5
t_cd4_em,IL6ST,dexamethasone,24,dexamethasone_24,0.0956530126365283,0.07829479764285,0.49182875193661,13,CD4 EM,#1C75BC,3,5
t_cd4_em,IL7R,dexamethasone,24,dexamethasone_24,0.947767263214252,4.00614017738314e-43,6.53802076948929e-40,13,CD4 EM,#1C75BC,3,5
t_cd4_em,SLAMF1,dexamethasone,24,dexamethasone_24,-0.100168210513466,0.0942116951991182,0.52981904398677,13,CD4 EM,#1C75BC,3,5
t_cd4_em,TNFRSF4,dexamethasone,24,dexamethasone_24,-0.276747660328041,4.02196253440444e-11,7.13461180016092e-09,13,CD4 EM,#1C75BC,3,5
t_cd4_naive,CD69,dexamethasone,24,dexamethasone_24,0.41556958308819,4.6736161237992e-39,5.17687652669526e-37,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CD74,dexamethasone,24,dexamethasone_24,-0.113926456328213,5.22512972387804e-12,1.61030913224193e-10,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CXCR4,dexamethasone,24,dexamethasone_24,1.20839003612638,5.33799725421533e-310,4.07983130139678e-306,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL2RA,dexamethasone,24,dexamethasone_24,0.317424188803923,3.94764806222274e-29,3.35243045995205e-27,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL6ST,dexamethasone,24,dexamethasone_24,0.563849846023482,2.36535681546015e-64,5.26510616811382e-62,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL7R,dexamethasone,24,dexamethasone_24,0.735088159839378,7.05547131777033e-109,3.59499781878124e-106,13,CD4 Naive,#93A7D1,1,7
t_cd4_naive,SLAMF1,dexamethasone,24,dexamethasone_24,-0.0272176792427448,0.0221912087620613,0.111952084863653,13,CD4 Naive,#93A7D1,1,7
t_cd4_treg,CD69,dexamethasone,24,dexamethasone_24,0.143228062494775,0.169776065747251,0.901501245799338,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,CD74,dexamethasone,24,dexamethasone_24,-0.0211679738073823,0.539227877539444,0.991562798715504,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,CXCR4,dexamethasone,24,dexamethasone_24,1.04528233068857,2.04024269944554e-28,8.37519628122393e-25,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL2RA,dexamethasone,24,dexamethasone_24,0.292104262953216,0.0201933020713373,0.459243795029584,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL6ST,dexamethasone,24,dexamethasone_24,0.278037660947181,0.00168162248604454,0.111339682342143,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL7R,dexamethasone,24,dexamethasone_24,0.879642530137543,1.01334258221306e-24,2.77318086665641e-21,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,SLAMF1,dexamethasone,24,dexamethasone_24,0.0340505069539275,0.036248204699244,0.594972134505006,13,CD4 Treg,#E57A93,4,4
t_cd4_treg,TNFRSF4,dexamethasone,24,dexamethasone_24,-0.125261513396971,0.107312270073621,0.833873183830317,13,CD4 Treg,#E57A93,4,4
t_cd8_memory,CD69,dexamethasone,24,dexamethasone_24,0.0669339689014788,0.106176257056793,0.671192649757957,13,CD8 Memory,#009444,6,2
t_cd8_memory,CD74,dexamethasone,24,dexamethasone_24,-0.1626884475881,0.000480856655790988,0.028432811898893,13,CD8 Memory,#009444,6,2
t_cd8_memory,CXCR4,dexamethasone,24,dexamethasone_24,0.873831028038798,3.26905937285396e-26,6.71709974637168e-23,13,CD8 Memory,#009444,6,2
t_cd8_memory,IL2RA,dexamethasone,24,dexamethasone_24,0.258343548672951,7.84745429963687e-07,0.000128996453777431,13,CD8 Memory,#009444,6,2
t_cd8_memory,IL6ST,dexamethasone,24,dexamethasone_24,0.130672840251372,0.0100613803749475,0.217617066583403,13,CD8 Memory,#009444,6,2
t_cd8_memory,IL7R,dexamethasone,24,dexamethasone_24,1.14906238637352,7.45729260947358e-35,2.04304959857544e-31,13,CD8 Memory,#009444,6,2
t_cd8_memory,SLAMF1,dexamethasone,24,dexamethasone_24,-0.131513419593319,0.0324202114149861,0.423639187016571,13,CD8 Memory,#009444,6,2
t_cd8_naive,CD69,dexamethasone,24,dexamethasone_24,0.312711184075534,5.29675560537241e-10,4.34016154304216e-08,13,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CD74,dexamethasone,24,dexamethasone_24,-0.0803453304855911,0.0148290822760023,0.174082378466422,13,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CXCR4,dexamethasone,24,dexamethasone_24,0.939745054972223,4.42274714724427e-90,3.62399901245196e-86,13,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL2RA,dexamethasone,24,dexamethasone_24,0.0869576236292808,2.13982204640616e-05,0.000842966435012119,13,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL6ST,dexamethasone,24,dexamethasone_24,0.208849273079781,9.64728610265737e-05,0.00320656982604083,13,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL7R,dexamethasone,24,dexamethasone_24,0.781875015465851,8.8857222984849e-50,1.14641071692121e-46,13,CD8 Naive,#8DC63F,5,3
t_cd4_cm,CD69,lenalidomide,4,lenalidomide_4,-0.0199768462256432,0.895734119525484,0.984510584837182,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CD74,lenalidomide,4,lenalidomide_4,-0.0178358052635722,0.0287561754767592,0.354285941056097,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CXCR4,lenalidomide,4,lenalidomide_4,-0.0981226126994954,0.0844222761544257,0.536257375788845,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL2RA,lenalidomide,4,lenalidomide_4,0.0323359180050686,0.28595130973395,0.797817520799542,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL6ST,lenalidomide,4,lenalidomide_4,-0.0296031593265584,0.710530070719497,0.95354274015092,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL7R,lenalidomide,4,lenalidomide_4,-0.00633530951172545,0.816445894703727,0.972899633580289,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,SLAMF1,lenalidomide,4,lenalidomide_4,0.211472663526761,4.40286511680848e-06,0.000551527650647712,8.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,TNFRSF4,lenalidomide,4,lenalidomide_4,0.0390164014789051,0.103950084288734,0.57779621282663,8.5,CD4 CM,#00AEEF,2,6
t_cd4_em,CD69,lenalidomide,4,lenalidomide_4,0.128847091888044,0.448181772151974,0.987245249292263,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CD74,lenalidomide,4,lenalidomide_4,-0.114876450295946,0.153455608466059,0.938043296574718,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CXCR4,lenalidomide,4,lenalidomide_4,0.0384909071258168,0.0288190173644018,0.72434788755042,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL2RA,lenalidomide,4,lenalidomide_4,0.151633501025784,0.343728327134934,0.975507195210477,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL6ST,lenalidomide,4,lenalidomide_4,0.0905339469280607,0.493761495243213,0.98740199071508,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL7R,lenalidomide,4,lenalidomide_4,0.073534260132005,0.709362469457971,0.995210215882978,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,SLAMF1,lenalidomide,4,lenalidomide_4,0.302235188393818,0.00324007531846725,0.325694999448572,8.5,CD4 EM,#1C75BC,3,5
t_cd4_em,TNFRSF4,lenalidomide,4,lenalidomide_4,0.183011137810341,0.208361046232732,0.951362414090084,8.5,CD4 EM,#1C75BC,3,5
t_cd4_naive,CD69,lenalidomide,4,lenalidomide_4,0.0122269948219116,0.451618682609344,0.828197065821708,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CD74,lenalidomide,4,lenalidomide_4,0.032645637685962,0.498464819094299,0.848139084417367,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CXCR4,lenalidomide,4,lenalidomide_4,0.0288278161376794,0.448098530823598,0.827525254072174,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL2RA,lenalidomide,4,lenalidomide_4,0.116595268722385,0.00672742074884404,0.116447297278552,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL6ST,lenalidomide,4,lenalidomide_4,0.0766280005375841,0.0869314216709865,0.45990371780056,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL7R,lenalidomide,4,lenalidomide_4,0.0119351990979787,0.927806719668466,0.981929214892952,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,SLAMF1,lenalidomide,4,lenalidomide_4,0.0905372111316851,3.74746650862802e-07,3.60656176790361e-05,8.5,CD4 Naive,#93A7D1,1,7
t_cd4_treg,CD69,lenalidomide,4,lenalidomide_4,0.0932457708044078,0.532749165731766,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CD74,lenalidomide,4,lenalidomide_4,0.0218137143399234,0.726015281688663,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CXCR4,lenalidomide,4,lenalidomide_4,-0.0429003555571152,0.880424635503872,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL2RA,lenalidomide,4,lenalidomide_4,0.114893410247447,0.60348413203793,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL6ST,lenalidomide,4,lenalidomide_4,0.048625289295988,0.334097140706085,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL7R,lenalidomide,4,lenalidomide_4,0.0707863706907175,0.522443231569929,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,SLAMF1,lenalidomide,4,lenalidomide_4,-0.00786005932269018,0.917550463515588,1,8.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,TNFRSF4,lenalidomide,4,lenalidomide_4,0.0665917231729239,0.630763977845462,1,8.5,CD4 Treg,#E57A93,4,4
t_cd8_memory,CD69,lenalidomide,4,lenalidomide_4,0.0823786379819847,0.638718444288763,0.998581919488079,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,CD74,lenalidomide,4,lenalidomide_4,0.0587733684000262,0.305051011425199,0.998581919488079,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,CXCR4,lenalidomide,4,lenalidomide_4,0.220490938592632,0.00386527521519568,0.659572836768744,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL2RA,lenalidomide,4,lenalidomide_4,0.275768504717343,0.0152668545776903,0.797405949099712,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL6ST,lenalidomide,4,lenalidomide_4,0.0161941248878797,0.951205681760052,0.998581919488079,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL7R,lenalidomide,4,lenalidomide_4,0.114061965467063,0.325810771720893,0.998581919488079,8.5,CD8 Memory,#009444,6,2
t_cd8_memory,SLAMF1,lenalidomide,4,lenalidomide_4,0.117468264283159,0.267670025617711,0.998581919488079,8.5,CD8 Memory,#009444,6,2
t_cd8_naive,CD69,lenalidomide,4,lenalidomide_4,-0.0148217753304686,0.124005315437072,0.697583816274998,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CD74,lenalidomide,4,lenalidomide_4,0.00596219401261133,0.301088980629557,0.856810068095005,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CXCR4,lenalidomide,4,lenalidomide_4,-0.0605946115411788,0.0300194689273143,0.43186973504859,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL2RA,lenalidomide,4,lenalidomide_4,0.111350815052558,0.000560115647300693,0.0348750406635303,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL6ST,lenalidomide,4,lenalidomide_4,0.0626508698503077,0.392023223247389,0.890616720546868,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL7R,lenalidomide,4,lenalidomide_4,-0.0040360857677097,0.44747938614116,0.910042347096067,8.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,SLAMF1,lenalidomide,4,lenalidomide_4,0.143608982928987,3.79090928523553e-10,2.95046469669882e-07,8.5,CD8 Naive,#8DC63F,5,3
t_cd4_cm,CD69,lenalidomide,24,lenalidomide_24,0.00880234605569041,0.243187161617542,0.646220906539068,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CD74,lenalidomide,24,lenalidomide_24,0.0691740330309485,0.00328395005335102,0.069272603979,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CXCR4,lenalidomide,24,lenalidomide_24,-0.132956066356292,0.020012780660374,0.204915718511785,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL2RA,lenalidomide,24,lenalidomide_24,-0.164566791785832,0.00110007251186207,0.0315936365653361,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL6ST,lenalidomide,24,lenalidomide_24,0.130010871232473,0.0234869361907411,0.224845095222399,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL7R,lenalidomide,24,lenalidomide_24,-0.326352955359255,1.73741091681883e-08,2.88506780720492e-06,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,SLAMF1,lenalidomide,24,lenalidomide_24,0.180240041417249,3.05429764504448e-06,0.000276218981707693,9.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,TNFRSF4,lenalidomide,24,lenalidomide_24,0.107285762668852,0.0112526666837238,0.147126922113379,9.5,CD4 CM,#00AEEF,2,6
t_cd4_em,CD69,lenalidomide,24,lenalidomide_24,0.161532542402817,0.178198462562569,0.876834394121805,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CD74,lenalidomide,24,lenalidomide_24,0.0220661050370037,0.547940258197547,0.97818659295402,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CXCR4,lenalidomide,24,lenalidomide_24,-0.173912515860201,0.0337969587775323,0.617382270886096,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL2RA,lenalidomide,24,lenalidomide_24,-0.11150777906011,0.0708061097321717,0.734810432227197,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL6ST,lenalidomide,24,lenalidomide_24,0.128576739690688,0.247393766371195,0.924138789840998,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL7R,lenalidomide,24,lenalidomide_24,-0.375908946456678,0.00141441927097913,0.169790930486251,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,SLAMF1,lenalidomide,24,lenalidomide_24,-0.0324080289743071,0.892426214299104,0.992082409960069,9.5,CD4 EM,#1C75BC,3,5
t_cd4_em,TNFRSF4,lenalidomide,24,lenalidomide_24,0.206985189974263,0.0188030899892051,0.518385373610485,9.5,CD4 EM,#1C75BC,3,5
t_cd4_naive,CD69,lenalidomide,24,lenalidomide_24,0.0430305255968512,0.00465845659675386,0.0371764046551254,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CD74,lenalidomide,24,lenalidomide_24,0.101283427302106,8.88434860117242e-06,0.000185609586364172,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CXCR4,lenalidomide,24,lenalidomide_24,-0.303947220881193,3.72236202507904e-18,6.86066772288973e-16,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL2RA,lenalidomide,24,lenalidomide_24,-0.196647739078847,1.13276734428268e-19,2.82862968132006e-17,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL6ST,lenalidomide,24,lenalidomide_24,0.416742500304711,9.63620045788786e-28,3.92599093392157e-25,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL7R,lenalidomide,24,lenalidomide_24,-0.174641581858444,8.87102698646061e-09,3.83634748056936e-07,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,SLAMF1,lenalidomide,24,lenalidomide_24,0.15535958577197,2.88118392890592e-14,3.05523901283024e-12,9.5,CD4 Naive,#93A7D1,1,7
t_cd4_treg,CD69,lenalidomide,24,lenalidomide_24,0.103290627437674,0.308388151367917,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CD74,lenalidomide,24,lenalidomide_24,-0.034505471177225,0.928944180423181,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CXCR4,lenalidomide,24,lenalidomide_24,0.0547438275949979,0.887702573031064,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL2RA,lenalidomide,24,lenalidomide_24,0.0693508265828002,0.406476769153782,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL6ST,lenalidomide,24,lenalidomide_24,0.0904541338698236,0.578256975030803,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL7R,lenalidomide,24,lenalidomide_24,-0.075729247546962,0.0783225657130012,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,SLAMF1,lenalidomide,24,lenalidomide_24,-0.00318137277342961,0.855365303148694,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,TNFRSF4,lenalidomide,24,lenalidomide_24,0.0285073857575242,0.350941677891361,0.999975037432377,9.5,CD4 Treg,#E57A93,4,4
t_cd8_memory,CD69,lenalidomide,24,lenalidomide_24,-0.0671269391278242,0.517003457312282,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,CD74,lenalidomide,24,lenalidomide_24,0.35933479287418,0.000112116508752612,0.066358746402699,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,CXCR4,lenalidomide,24,lenalidomide_24,-0.111777223694586,0.425120911567043,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL2RA,lenalidomide,24,lenalidomide_24,-0.0239868304131825,0.845733934882029,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL6ST,lenalidomide,24,lenalidomide_24,0.075998318350154,0.58339192556925,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL7R,lenalidomide,24,lenalidomide_24,-0.072380618268535,0.314425137913151,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_memory,SLAMF1,lenalidomide,24,lenalidomide_24,0.131706890936679,0.266708172300512,0.998426484199762,9.5,CD8 Memory,#009444,6,2
t_cd8_naive,CD69,lenalidomide,24,lenalidomide_24,0.13102616985273,0.032466996463774,0.313031563353162,9.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CD74,lenalidomide,24,lenalidomide_24,0.123286233290694,0.000367818796557464,0.015676625734303,9.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CXCR4,lenalidomide,24,lenalidomide_24,-0.272931414783332,2.13497555179163e-05,0.0015985389018865,9.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL6ST,lenalidomide,24,lenalidomide_24,0.168035228975902,0.00895188877935252,0.143905508017793,9.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,IL7R,lenalidomide,24,lenalidomide_24,-0.251062056561559,1.49604279884589e-07,2.22028780378717e-05,9.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,SLAMF1,lenalidomide,24,lenalidomide_24,0.111227328389179,4.60141766530591e-05,0.00298768611065292,9.5,CD8 Naive,#8DC63F,5,3
t_cd4_cm,CD69,lenalidomide,72,lenalidomide_72,0.0102898081232361,0.0357012030741223,0.498597777566888,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CD74,lenalidomide,72,lenalidomide_72,0.236049762034625,8.76629653463289e-07,0.000501958139573079,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,CXCR4,lenalidomide,72,lenalidomide_72,-0.197341845577705,9.69002908547065e-05,0.0210116262761353,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL2RA,lenalidomide,72,lenalidomide_72,-0.00993355494652248,0.931994923467967,0.992193667065316,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL6ST,lenalidomide,72,lenalidomide_72,0.13318972750519,0.0198185964622884,0.413659789602569,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,IL7R,lenalidomide,72,lenalidomide_72,-0.132633585787081,0.034208612140005,0.490067752369756,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,SLAMF1,lenalidomide,72,lenalidomide_72,0.134281065719101,0.00151145837611157,0.116650688056159,10.5,CD4 CM,#00AEEF,2,6
t_cd4_cm,TNFRSF4,lenalidomide,72,lenalidomide_72,0.21284093495731,6.13549963745191e-08,7.52825805515349e-05,10.5,CD4 CM,#00AEEF,2,6
t_cd4_em,CD69,lenalidomide,72,lenalidomide_72,0.106278072174862,0.531621011844022,0.976435541038919,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CD74,lenalidomide,72,lenalidomide_72,0.26193049399098,0.00028209090337876,0.163405857297203,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,CXCR4,lenalidomide,72,lenalidomide_72,0.0387295680056224,0.90856033315702,0.994339179983492,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL2RA,lenalidomide,72,lenalidomide_72,-0.11400096824311,0.214732379260059,0.936029938627724,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL6ST,lenalidomide,72,lenalidomide_72,0.205083870958243,0.0376921706501713,0.792868266031349,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,IL7R,lenalidomide,72,lenalidomide_72,0.155154190331845,0.137433475127743,0.936029938627724,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,SLAMF1,lenalidomide,72,lenalidomide_72,0.0808948985910326,0.126293912962816,0.936029938627724,10.5,CD4 EM,#1C75BC,3,5
t_cd4_em,TNFRSF4,lenalidomide,72,lenalidomide_72,0.340205502080064,0.000129383123486971,0.124912217775366,10.5,CD4 EM,#1C75BC,3,5
t_cd4_naive,CD69,lenalidomide,72,lenalidomide_72,0.0532686937187272,0.249692850031932,0.630953012666735,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CD74,lenalidomide,72,lenalidomide_72,0.025132519476776,0.237878940226654,0.619130512444632,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,CXCR4,lenalidomide,72,lenalidomide_72,-0.455161327100418,3.52632615983869e-40,1.36398295862561e-36,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL2RA,lenalidomide,72,lenalidomide_72,-0.107898143466639,7.47717733309552e-09,6.9690896203406e-07,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL6ST,lenalidomide,72,lenalidomide_72,0.226131048456698,3.3587007356681e-10,4.47981187778076e-08,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,IL7R,lenalidomide,72,lenalidomide_72,-0.213938767028448,1.24760720871154e-13,3.3280997815836e-11,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_naive,SLAMF1,lenalidomide,72,lenalidomide_72,0.115825060839708,1.86350644013769e-06,0.000102241743410675,10.5,CD4 Naive,#93A7D1,1,7
t_cd4_treg,CD69,lenalidomide,72,lenalidomide_72,0.0731426503019375,0.159261420584799,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CD74,lenalidomide,72,lenalidomide_72,-0.0972761551781569,0.322894854699367,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,CXCR4,lenalidomide,72,lenalidomide_72,-0.158129505731617,0.401697487692257,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL2RA,lenalidomide,72,lenalidomide_72,-0.139061165976321,0.591860506898758,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL6ST,lenalidomide,72,lenalidomide_72,0.109698777677172,0.425068202331914,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,IL7R,lenalidomide,72,lenalidomide_72,-0.143477742440488,0.174764652674473,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,SLAMF1,lenalidomide,72,lenalidomide_72,-0.091422845477321,0.50095338901947,1,10.5,CD4 Treg,#E57A93,4,4
t_cd4_treg,TNFRSF4,lenalidomide,72,lenalidomide_72,-0.00926444466699144,0.671399346581595,1,10.5,CD4 Treg,#E57A93,4,4
t_cd8_memory,CD69,lenalidomide,72,lenalidomide_72,-0.0869714254389069,0.552288205783458,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,CD74,lenalidomide,72,lenalidomide_72,0.377252945597507,0.00792178937969517,0.941660316303343,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,CXCR4,lenalidomide,72,lenalidomide_72,-0.0354592683964298,0.469550096913811,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL2RA,lenalidomide,72,lenalidomide_72,0.0260311143452465,0.318996592086692,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL6ST,lenalidomide,72,lenalidomide_72,0.0679744764612132,0.540690396770642,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,IL7R,lenalidomide,72,lenalidomide_72,-0.180637540415606,0.0775962816857637,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_memory,SLAMF1,lenalidomide,72,lenalidomide_72,0.147741253389694,0.184365912874662,0.999485262578752,10.5,CD8 Memory,#009444,6,2
t_cd8_naive,CD69,lenalidomide,72,lenalidomide_72,0.102476196384527,0.156141545105677,0.793653497966486,10.5,CD8 Naive,#8DC63F,5,3
t_cd8_naive,CD74,lenalidomide,72,lenalidomide_72,0.07485170096131,0.407905832096609,0.903651983822866,10.5,CD8 Naive,#8DC63F,5,3
