aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd4_cm,bortezomib,dmso,up,NR3C2_685,NR3C2,1.30369538630229,0.163117290922784,1,0,0.7875,0.0334355279981303,72737,2432,0.0435897435897436,390,17,72,0.191951468501958,-0.103636227926115,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,NR4A2_686,NR4A2,0.878234764664559,0.764715688438835,1,0,0.1165,0.0642314090490397,72737,4672,0.0564102564102564,390,22,72,0.233781641783224,0.00807367890907373,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,RARG_690,RARG,0.240341660058155,0.999769767998157,1,0,1e-04,0.0320057192350523,72737,2328,0.00769230769230769,390,3,72,0.305766139616232,0.0237318613992191,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,ESRRA_691,ESRRA,1.16232746739109,0.25263877101319,1,0,0.5975,0.052944168717434,72737,3851,0.0615384615384615,390,24,72,0.0551579640850951,0.00064886699622678,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,NR2C2_693,NR2C2,0.327058532582426,1,1,0,0,0.0627191113188611,72737,4562,0.0205128205128205,390,8,72,0.00719801543275415,0.140316551075995,up,CD4 CM,#00AEEF,2,6,orangered
t_cd4_cm,bortezomib,dmso,up,PPARA_696,PPARA,1.12603722306316,0.289467626417603,1,0,0.5384,0.0614817768123513,72737,4472,0.0692307692307692,390,27,72,0.807748876622531,0.0143010038010487,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,RXRB_698,RXRB,0.919607347336861,0.684857159125856,1,0,0.1644,0.0585534184802783,72737,4259,0.0538461538461538,390,21,72,0.000620128183809509,0.0630173314103245,up,CD4 CM,#00AEEF,2,6,orangered
t_cd4_cm,bortezomib,dmso,up,TP53_706,TP53,1.29069292875521,0.18176070560955,1,0,0.7405,0.0317857486561172,72737,2312,0.041025641025641,390,16,72,0.192625871926519,-0.034262354879219,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,LCOR_711,LCOR,0.988682825514887,0.552840689563094,1,0,0.2574,0.0648363281411111,72737,4716,0.0641025641025641,390,25,72,0.0209737142274153,0.154652275654692,up,CD4 CM,#00AEEF,2,6,orangered
t_cd4_cm,bortezomib,dmso,up,NFATC3_713,NFATC3,0.725926857407474,0.967163726650019,1,0,0.0145,0.0883044392812461,72737,6423,0.0641025641025641,390,25,72,0.696216930406961,-0.0224614447982725,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,NFKB2_714,NFKB2,1.32452069405062,0.118604181294803,1,0,0.9259,0.0406533126194372,72737,2957,0.0538461538461538,390,21,72,0.293282083055594,-0.0281353587154443,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,bortezomib,dmso,up,NFATC2_716,NFATC2,0.740519510740725,0.966050878989813,1,0,0.015,0.096952032665631,72737,7052,0.0717948717948718,390,28,72,0.00257299935858016,-0.167652341855708,dn,CD4 CM,#00AEEF,2,6,dodgerblue
t_cd4_cm,bortezomib,dmso,up,NFAT5_717,NFAT5,1.15126622348845,0.232809125766501,1,0,0.633,0.0690432654632443,72737,5022,0.0794871794871795,390,31,72,3.44473323682355e-21,0.511597668720198,up,CD4 CM,#00AEEF,2,6,orangered
