aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,complex,y_offset,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_em,24,bortezomib,dmso,180,USP14,0.202912841454408,0.931404920498262,0.421408585870372,3.1419114301151e-06,0.000356843666672388,1,up,RP-associated,0,9,9,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,24,bortezomib,dmso,180,ZFAND5,0.062878120583906,0.853912807608013,0.177243299730654,0.00734192600742157,0.155614850308977,1,up,RP-associated,0,10,10,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_naive,24,bortezomib,dmso,1352,ADRM1,0.0238437427018036,0.462723817527658,0.0405143915038164,0.0113959764628716,0.133039786103844,1,up,RP 19S base,5,33,38,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ECPAS,0.190849142786929,1.02368774652417,0.461303708338905,2.19769023535955e-42,2.40804058645825e-39,1,up,RP-associated,0,5,5,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PAAF1,-6.59727856992223e-05,0.100671494945755,0.00984380722078207,0.800502335934868,0.924684304444494,1,up,RP-associated,0,1,1,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,POMP,0.0563148954259318,0.351106479013518,0.0761439100671719,0.000609495250677525,0.0162255429808762,1,up,CP-associated,1,15,16,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PRKN,0.0374891323570233,-0.0158325724696609,0.0112213115082593,0.451958937174313,0.761895817114917,1,up,RP-associated,0,6,6,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA1,-0.0181929852852684,0.119893984486844,0.046040915325499,0.235789960699083,0.599439508969825,1,up,CP 20S alpha ring,8,59,67,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA2,0.0396863834897102,0.36808002189945,0.0929862883243306,0.00026827289445825,0.00890758917963108,1,up,CP 20S alpha ring,8,58,66,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA3,0.0723220372526191,0.498913289764951,0.185688577476604,2.74022217203978e-10,3.23346216300694e-08,1,up,CP 20S alpha ring,8,57,65,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA4,0.0471145832461193,0.277696632699192,0.0529521580290225,0.00478167020359843,0.0732044120990019,1,up,CP 20S alpha ring,8,56,64,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA5,0.0761036498188867,0.540451693095569,0.204513947433978,1.03005773961756e-11,1.38606015138012e-09,1,up,CP 20S alpha ring,8,55,63,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA6,0.0723523541592507,0.654465049177476,0.207023855504495,6.65285961844389e-14,1.27568583183662e-11,1,up,CP 20S alpha ring,8,54,62,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMA7,0.103420893234091,0.581306477234698,0.263890816567285,8.04909723624067e-18,2.57235732508191e-15,1,up,CP 20S alpha ring,8,53,61,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB1,0.0747251949905086,0.584126077205091,0.193238920845127,6.96638068001031e-13,1.06864279631358e-10,1,up,CP 20S beta ring,7,52,59,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB10,0.00466930341722672,-0.0839358159655036,-0.011531589090973,0.781331492941255,0.917209105397694,-1,dn,Immunoproteasome,6,43,49,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB2,0.0726280340149923,1.03253851229516,0.253746221398355,4.94940236638423e-25,2.71156543929765e-22,1,up,CP 20S beta ring,7,51,58,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB3,0.0280051661671,0.459726536673878,0.0876471157504331,0.000104082002383984,0.00393255644475445,1,up,CP 20S beta ring,7,50,57,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB4,0.0595404509580673,0.572931397528764,0.132471567087663,9.0940630502235e-09,8.50627604819686e-07,1,up,CP 20S beta ring,7,49,56,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB5,0.0194095600328815,0.184250598526882,0.0315420177942066,0.211595708814744,0.575510314400384,1,up,CP 20S beta ring,7,48,55,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB6,0.059208909213267,0.50405191530458,0.0637791609879276,0.000169775846351692,0.0060008329102188,1,up,CP 20S beta ring,7,47,54,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB7,0.0603601793525722,0.608765024041605,0.190193119141493,1.41781303047553e-11,1.87493550754264e-09,1,up,CP 20S beta ring,7,46,53,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB8,0.0179290599506614,-0.0739825723201937,-0.0111729952971815,0.52314086637671,0.803461757295323,-1,dn,Immunoproteasome,6,45,51,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMB9,-0.0209668587059552,-0.240887495519954,-0.087034305822456,0.0101810816706324,0.122888138084428,-1,dn,Immunoproteasome,6,44,50,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC1,0.0267478187800214,0.639851101886182,0.113783820904502,6.66522286293477e-08,5.43853822964997e-06,1,up,RP 19S base,5,42,47,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC2,0.0886547375070538,0.958578594129414,0.223833848681994,2.31509221604941e-21,8.87837864854948e-19,1,up,RP 19S base,5,41,46,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC3,0.0554353906399045,0.843796124008241,0.0659445099565294,2.38114832073891e-06,0.000147285545323125,1,up,RP 19S base,5,40,45,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC4,0.0379721969308175,0.549949517907419,0.0458745223085836,0.00210763197458005,0.039718764729801,1,up,RP 19S base,5,39,44,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC5,0.0313826679310997,0.485374651365042,0.0512078912862472,0.00227734472132031,0.0423278271886159,1,up,RP 19S base,5,38,43,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMC6,0.0498965021130859,0.761433924053618,0.195836366143822,2.11468566480984e-14,4.50545529141431e-12,1,up,RP 19S base,5,37,42,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD1,0.253966648313567,1.25245349007898,0.622213071087669,3.07761701006683e-68,2.36053224672126e-64,1,up,RP 19S base,5,36,41,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD11,0.11562434911215,1.09184683782472,0.331351690143138,2.5729124885006e-34,2.46677984834995e-31,1,up,RP 19S lid,4,27,31,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD12,0.0768068850576387,0.659432502145711,0.212126293664747,4.00290135899957e-14,8.07954037461229e-12,1,up,RP 19S lid,4,26,30,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD13,0.0120142963606577,0.866930344958475,0.156911361732505,1.18605302478346e-13,2.11558760467189e-11,1,up,RP 19S lid,4,25,29,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD14,0.180274415242587,1.45770831416616,0.530528635166246,3.58874420444016e-64,1.3762834024028e-60,1,up,RP 19S lid,4,24,28,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD2,0.0687009468601289,0.925430773934031,0.151446302041532,3.7875627594275e-15,9.37116334348676e-13,1,up,RP 19S base,5,35,40,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD3,0.0139726438294736,0.996226640381355,0.154002919453952,3.21914393559834e-15,8.23027799534643e-13,1,up,RP 19S lid,4,32,36,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD4,0.0994186623439512,0.603315041119837,0.123238497854247,5.56763366922595e-11,6.88770165209081e-09,1,up,RP 19S base,5,34,39,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD5,-0.0209020134623777,0.123576995615251,0.0228133633912606,0.425776126169708,0.746762935169502,1,up,RP-associated,0,2,2,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD6,0.00850561161678787,0.43245455621978,0.064466860184661,0.00209198495779121,0.0395209966164004,1,up,RP 19S lid,4,31,35,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD7,0.0980759629962237,0.792844599316164,0.25004437907764,1.62704062501882e-21,6.56810610204965e-19,1,up,RP 19S lid,4,30,34,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD8,0.0319359827435714,0.238814885486611,0.0407843880670975,0.0416946213268198,0.269487608559357,1,up,RP 19S lid,4,29,33,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMD9,0.049578314476097,0.0368597750493981,0.010526708382547,0.249874546243003,0.617868651720332,1,up,RP 19S lid,4,28,32,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSME1,-0.00700423812833027,-0.0839262101766166,-0.0242889866373633,0.618141651888347,0.853516479156149,-1,dn,PA28 11S,3,23,26,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSME2,-0.0122712624049119,-0.315705905584292,-0.0540050502209307,0.020648800919915,0.188095371800176,-1,dn,PA28 11S,3,22,25,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSME4,0.0257435314517114,0.454292550945055,0.179601686188339,1.92491481725661e-07,1.41962467772675e-05,1,up,PA200,2,20,22,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMF1,0.0345325682353142,0.0567231195501033,0.02530489490389,0.284429013595059,0.647898544647628,1,up,RP-associated,0,4,4,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMG2,0.020671526064377,-0.112871691953781,-0.0160239025849207,0.431017327947586,0.751216962117051,-1,dn,CP-associated,1,18,19,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,PSMG4,-0.0386791777055841,-0.235636143180776,-0.041872877216642,0.0376519270264534,0.260406023708654,-1,dn,CP-associated,1,16,17,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RAD23A,0.00885288455966477,0.402862077509343,0.0738097794847269,0.00142301329301747,0.029984922960011,1,up,RP-associated,0,14,14,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,RAD23B,0.0513474223424999,0.631022734114754,0.210349829171326,2.24254775952299e-12,3.18524839176691e-10,1,up,RP-associated,0,13,13,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBE3C,0.00141587410136622,0.126268567455261,0.0533301538573498,0.286722410738997,0.650446876772584,1,up,RP-associated,0,7,7,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBQLN1,0.0748503470351311,0.572889813847952,0.240606723837428,1.5386953546591e-13,2.62262074894117e-11,1,up,RP-associated,0,12,12,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UBQLN2,-0.0167741021563451,0.140930500282405,0.0319463538612685,0.26690187465932,0.632613528627005,1,up,RP-associated,0,11,11,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,UCHL5,0.0572996924899638,0.143883595484688,0.0416351638822018,0.0377774707202808,0.260731298077011,1,up,RP-associated,0,8,8,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,USP14,0.0719708124469706,0.316513101554421,0.119601988984168,1.96656839969882e-05,0.000954656938334807,1,up,RP-associated,0,9,9,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,24,bortezomib,dmso,1352,ZFAND5,0.0384551279147702,0.337735347290767,0.0539062559557931,0.00431032686760361,0.0678599631083239,1,up,RP-associated,0,10,10,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_treg,24,bortezomib,dmso,78,ADRM1,0.0689183890938461,2.16032664364202,0.300930792968324,0.000532764081565088,0.103699568676191,1,up,RP 19S base,5,33,38,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ECPAS,0.225030888528354,1.11216586106451,0.644175112690766,0.000675758303955029,0.123311812173794,1,up,RP-associated,0,5,5,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PAAF1,0.0790902207429968,-0.16899581106273,-0.0121621609469021,0.881372304145926,0.999998222324989,-1,dn,RP-associated,0,1,1,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,POMP,0.0929399946560129,1.33548826191242,0.30253740037183,0.00576968445140493,0.322298022731906,1,up,CP-associated,1,15,16,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PRKN,0.0176887159830928,0.146710206436035,0.0620838973781416,0.910258618876079,0.999998222324989,1,up,RP-associated,0,6,6,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA1,0.0757219321254315,0.392350870059524,0.226942209132168,0.371756409451942,0.999998222324989,1,up,CP 20S alpha ring,8,59,67,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA2,0.212493249556146,1.23448362421551,0.29458290794088,0.00724446361846643,0.355965280332511,1,up,CP 20S alpha ring,8,58,66,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA3,0.199665505822843,0.839840283126387,0.337741095156589,0.00652393748740731,0.336841143954853,1,up,CP 20S alpha ring,8,57,65,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA4,0.109442014067448,1.63594735903534,0.357565350917895,0.000586721132150176,0.109342348861774,1,up,CP 20S alpha ring,8,56,64,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA5,0.0391858216523292,0.909983102994301,0.350632875816426,0.0263377690649402,0.532047807241223,1,up,CP 20S alpha ring,8,55,63,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA6,0.0700030984942516,2.00341656446116,0.601520045188109,2.48813676684215e-06,0.00234022448118314,1,up,CP 20S alpha ring,8,54,62,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMA7,0.249221949528975,0.821896039182505,0.468325005614936,0.00183171833309566,0.21487546087455,1,up,CP 20S alpha ring,8,53,61,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB1,0.161099328306588,0.870389874203558,0.350336260789208,0.00705299612282755,0.354084229769854,1,up,CP 20S beta ring,7,52,59,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB10,-0.165341839001398,-0.0134044596122849,-0.0226442869249725,0.502402184082001,0.999998222324989,-1,dn,Immunoproteasome,6,43,49,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB2,0.199843046252295,1.46465662838984,0.518995107451626,7.19266416389681e-05,0.0262268085514559,1,up,CP 20S beta ring,7,51,58,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB3,0.184826961186683,0.545511149570773,0.201323969668056,0.098056389215783,0.862687603488105,1,up,CP 20S beta ring,7,50,57,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB4,0.144750237290178,0.923973950516742,0.301437194675367,0.0253909108573802,0.532047807241223,1,up,CP 20S beta ring,7,49,56,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB5,-0.179532126253784,-0.260535183427634,-0.0578734359880343,0.523123711072049,0.999998222324989,-1,dn,CP 20S beta ring,7,48,55,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB6,-0.0936326638951976,0.818908603355059,0.151468219158467,0.114849142087991,0.891811733642477,1,up,CP 20S beta ring,7,47,54,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB7,0.2443715549508,1.32755183334651,0.552289486587646,4.76840957275809e-05,0.0213796818356355,1,up,CP 20S beta ring,7,46,53,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB8,0.109157942905313,-0.532654241686997,-0.104308232407835,0.305776753404908,0.999998222324989,-1,dn,Immunoproteasome,6,45,51,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMB9,-0.0745044244298816,-0.0750298871039879,-0.0442715487000205,0.735935920726957,0.999998222324989,-1,dn,Immunoproteasome,6,44,50,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC1,0.0578336961905416,1.60612663365879,0.432964516508604,0.000165674507743116,0.0468110649458696,1,up,RP 19S base,5,42,47,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC2,0.416186584764941,0.132786610160758,0.0743691433840885,0.0768357180226547,0.80033799372429,1,up,RP 19S base,5,41,46,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC3,-0.233294765438435,1.53789027910632,0.0970714998046618,0.0445082459392372,0.622759945977282,1,up,RP 19S base,5,40,45,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC4,0.395862683048253,2.41389642065132,0.181619847665508,0.00126411901816099,0.173006538751127,1,up,RP 19S base,5,39,44,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC5,0.0452312758454994,0.989705608782149,0.187152741777152,0.08103463793918,0.810253874097349,1,up,RP 19S base,5,38,43,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMC6,0.155099279012907,0.854413855230347,0.290258880323721,0.0188612844962482,0.524463463182979,1,up,RP 19S base,5,37,42,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD1,0.497840781684037,2.93968029078639,1.2,3.17027606696818e-15,2.77684480705743e-11,1,up,RP 19S base,5,36,41,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD10,NA,-2.29708059168056,-1.2,0.0270810935209646,0.532047807241223,-1,dn,RP-associated,0,3,3,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD11,0.164613974948246,1.91236809933487,0.720308843276614,2.61906839671295e-07,0.000458808401736174,1,up,RP 19S lid,4,27,31,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD12,0.0446477948280547,1.22925808449481,0.432856954608145,0.00215953028775752,0.21487546087455,1,up,RP 19S lid,4,26,30,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD13,0.1563150011608,0.781773400895598,0.169157452536433,0.102495209981492,0.875859067539406,1,up,RP 19S lid,4,25,29,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD14,0.233187632130168,2.86372804574839,1.10006205859824,4.76438054150104e-12,2.08656045815038e-08,1,up,RP 19S lid,4,24,28,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD2,0.184672139715702,0.725286723463123,0.204948746642674,0.0726967797744313,0.789034812942061,1,up,RP 19S base,5,35,40,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD3,0.0107861104261348,0.712381671576428,0.127765078274545,0.286000834584688,0.999998222324989,1,up,RP 19S lid,4,32,36,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD4,0.152593148438873,0.686690210007048,0.172973685452087,0.109409304816631,0.882323622362042,1,up,RP 19S base,5,34,39,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD5,-0.101735451480684,0.622655223796385,0.116257144954925,0.191344817525004,0.999998222324989,1,up,RP-associated,0,2,2,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD6,-0.172980952500472,1.08199363144719,0.169217289295139,0.0345433225219132,0.570877286734788,1,up,RP 19S lid,4,31,35,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD7,0.308160923808355,0.994244695950551,0.452498030832929,0.000936139373224072,0.149084450364903,1,up,RP 19S lid,4,30,34,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD8,0.0399064471318347,0.312707210071738,0.0810501767436496,0.686554183311717,0.999998222324989,1,up,RP 19S lid,4,29,33,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMD9,0.0704403523285006,-0.929325177136691,-0.127775166009264,0.176161442459334,0.999998222324989,-1,dn,RP 19S lid,4,28,32,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSME1,-0.122367083656077,-0.0770595078256844,-0.0460738435026509,0.52507937526006,0.999998222324989,-1,dn,PA28 11S,3,23,26,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSME2,-0.00287663620420832,-0.198995525253908,-0.0396187301451385,0.89859041759659,0.999998222324989,-1,dn,PA28 11S,3,22,25,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSME3,0.0270884945925005,-0.00853182084619934,0.000935801154890559,0.992263136657141,0.999998222324989,1,up,PA28 11S,3,21,24,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSME4,0.100051219551466,0.719987586418663,0.376417065820656,0.0516290993944131,0.671945440706782,1,up,PA200,2,20,22,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMF1,0.0606784526176036,0.223636617693608,0.0685040562897442,0.76498872375965,0.999998222324989,1,up,RP-associated,0,4,4,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMG2,-0.0770554162493584,0.403771159752039,0.0642465543949409,0.591914423962938,0.999998222324989,1,up,CP-associated,1,18,19,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMG3,0.104134734442799,-0.276781375954084,-0.0116427892459309,0.881991049644223,0.999998222324989,-1,dn,CP-associated,1,17,18,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,PSMG4,-0.050157327311411,-0.154083409881258,-0.0237200406843627,0.904009390104456,0.999998222324989,-1,dn,CP-associated,1,16,17,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RAD23A,-0.0697252276044657,0.627382084312525,0.123729974922059,0.269002408023575,0.999998222324989,1,up,RP-associated,0,14,14,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,RAD23B,0.136317780544306,1.26413617485832,0.450615920087383,0.000476433424825038,0.0970483806521514,1,up,RP-associated,0,13,13,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,UBE3C,0.104230343003051,0.166467120045678,0.125354220699898,0.351299245104385,0.999998222324989,1,up,RP-associated,0,7,7,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,UBQLN1,0.235633460945882,0.831192996367634,0.413424861812565,0.00545200321636477,0.318859857747649,1,up,RP-associated,0,12,12,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,UBQLN2,-0.0771536468715515,0.0863710793195228,0.00617326107423277,0.860123560397265,0.999998222324989,1,up,RP-associated,0,11,11,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,UCHL5,0.0128604096469142,-0.0106504144160709,-7.39408742028713e-05,0.992942748945741,0.999998222324989,-1,dn,RP-associated,0,8,8,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,USP14,0.296935026977737,1.63180143551503,0.632098556956394,4.75605500673111e-06,0.00378711689126889,1,up,RP-associated,0,9,9,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd4_treg,24,bortezomib,dmso,78,ZFAND5,0.224228249192028,1.06909855847761,0.265101238093282,0.0119876853978463,0.447530505556035,1,up,RP-associated,0,10,10,Bor/DMSO,CD4 Treg,#E57A93,4,4
t_cd8_memory,24,bortezomib,dmso,163,ADRM1,0.0740388412025634,1.31208692763845,0.208035730523354,0.000643723265923149,0.0174289126084094,1,up,RP 19S base,5,33,38,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ECPAS,0.36633064136857,2.27109103011255,1.15968745915935,6.90898688971127e-24,1.14481912762516e-20,1,up,RP-associated,0,5,5,Bor/DMSO,CD8 Memory,#009444,6,2
