gene,n_cells,n_nonzero,frac_nonzero,sum,mean,mean_nonzero,seurat_clusters,feature,feature_name,xpos,aifi_cell_type,n_type,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,ypos,color,scaled_mean
UBE2E2,268,129,0.48134328358209,281.368341388503,1.04988187085262,2.18114993324421,6,rna_UBE2E2,UBE2E2,5.5,t_cd8_naive,254,CD8 Naive,#8DC63F,5,3,11,#BE9C00,0.830880117708531
NIBAN1,268,15,0.0559701492537313,27.0825030088581,0.101054115704694,1.80550020059054,6,rna_NIBAN1,NIBAN1,6.5,t_cd8_naive,254,CD8 Naive,#8DC63F,5,3,11,#BE9C00,0.0740608950416108
CCL5,268,6,0.0223880597014925,7.39570867355015,0.0275959278863812,1.23261811225836,6,rna_CCL5,CCL5,7.5,t_cd8_naive,254,CD8 Naive,#8DC63F,5,3,11,#BE9C00,0.196440733548512
UBE2E2,267,45,0.168539325842697,103.305683298481,0.386912671529891,2.29568185107735,7,rna_UBE2E2,UBE2E2,5.5,t_cd8_memory,191,CD8 Memory,#009444,6,2,5,#00ACFC,1
NIBAN1,267,50,0.187265917602996,113.441525629701,0.424874627826595,2.26883051259402,7,rna_NIBAN1,NIBAN1,6.5,t_cd8_memory,191,CD8 Memory,#009444,6,2,5,#00ACFC,0.570099912909758
CCL5,267,89,0.333333333333333,234.8369545808,0.879539155733332,2.6386174672,7,rna_CCL5,CCL5,7.5,t_cd8_memory,191,CD8 Memory,#009444,6,2,5,#00ACFC,1
UBE2E2,182,7,0.0384615384615385,11.5826434103437,0.0636408978590314,1.65466334433482,8,rna_UBE2E2,UBE2E2,5.5,t_cd8_memory,182,CD8 Memory,#009444,6,2,4,#8B93FF,0.0534605858526846
NIBAN1,182,139,0.763736263736264,371.183248210608,2.03946839676158,2.67038308065186,8,rna_NIBAN1,NIBAN1,6.5,t_cd8_memory,182,CD8 Memory,#009444,6,2,4,#8B93FF,1
CCL5,182,128,0.703296703296703,270.990804226102,1.48896046278078,2.11711565801642,8,rna_CCL5,CCL5,7.5,t_cd8_memory,182,CD8 Memory,#009444,6,2,4,#8B93FF,0.701950353129379
UBE2E2,171,1,0.00584795321637427,1.61845859216003,0.00946467012959083,1.61845859216003,9,rna_UBE2E2,UBE2E2,5.5,t_cd8_memory,171,CD8 Memory,#009444,6,2,3,#D575FE,0
NIBAN1,171,138,0.807017543859649,343.617777333341,2.00946068615989,2.48998389371986,9,rna_NIBAN1,NIBAN1,6.5,t_cd8_memory,171,CD8 Memory,#009444,6,2,3,#D575FE,0.806865570432857
CCL5,171,78,0.456140350877193,145.676967348367,0.851912089756534,1.86765342754317,9,rna_CCL5,CCL5,7.5,t_cd8_memory,171,CD8 Memory,#009444,6,2,3,#D575FE,0.559377252919984
UBE2E2,92,44,0.478260869565217,94.5848960053204,1.02809669571,2.14965672739365,10,rna_UBE2E2,UBE2E2,5.5,t_cd8_memory,69,CD8 Memory,#009444,6,2,2,#F962DD,0.784376685589389
NIBAN1,92,38,0.41304347826087,71.9965278379562,0.782570954760393,1.8946454694199,10,rna_NIBAN1,NIBAN1,6.5,t_cd8_memory,69,CD8 Memory,#009444,6,2,2,#F962DD,0.169499355362713
CCL5,92,22,0.239130434782609,41.833550399963,0.454712504347424,1.90152501818014,10,rna_CCL5,CCL5,7.5,t_cd8_memory,69,CD8 Memory,#009444,6,2,2,#F962DD,0.578735604991857
UBE2E2,55,1,0.0181818181818182,2.03572337994962,0.0370131523627203,2.03572337994962,11,rna_UBE2E2,UBE2E2,5.5,t_cd8_memory,55,CD8 Memory,#009444,6,2,1,#FF65AC,0.616140663060908
NIBAN1,55,30,0.545454545454545,69.9617758786768,1.27203228870321,2.33205919595589,11,rna_NIBAN1,NIBAN1,6.5,t_cd8_memory,55,CD8 Memory,#009444,6,2,1,#FF65AC,0.637792211866632
CCL5,55,43,0.781818181818182,107.717274123335,1.95849589315154,2.50505288658918,11,rna_CCL5,CCL5,7.5,t_cd8_memory,55,CD8 Memory,#009444,6,2,1,#FF65AC,0.923664931962943
UBE2E2,31,14,0.451612903225806,27.3107283644107,0.880991237561637,1.95076631174362,12,rna_UBE2E2,UBE2E2,5.5,t_cd8_naive,29,CD8 Naive,#8DC63F,5,3,10,#8CAB00,0.490691533712018
NIBAN1,31,18,0.580645161290323,34.5436035969556,1.11430979345018,1.91908908871976,12,rna_NIBAN1,NIBAN1,6.5,t_cd8_naive,29,CD8 Naive,#8DC63F,5,3,10,#8CAB00,0.19566856682271
CCL5,31,1,0.032258064516129,0.8889028989759,0.0286742870637387,0.8889028989759,12,rna_CCL5,CCL5,7.5,t_cd8_naive,29,CD8 Naive,#8DC63F,5,3,10,#8CAB00,0
