barcodes,treatment,timepoint,seurat_clusters,aifi_cell_type,cell_type_label,cell_type_color,UMAP_1,UMAP_2,treatment_color,timepoint_color
2a97e5e4fb8311ed9fae72654f839162,dmso,24,4,t_cd8_memory,CD8 Memory,#009444,-2.29690948832054,-8.2936946116173,#000000,#F29727
44bf1c1afb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.08328964602928,4.93967390435102,#000000,#F29727
ceb0decafb8711edbbcffe1e90e63656,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.44212987315636,4.47133016960981,#000000,#F29727
748863d4fb8011eda0a9e2763843e521,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-4.06572089302559,-8.24588283521769,#000000,#F29727
47a3ef46fb7b11ed933dc6f18f77c1a7,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-0.234528041959,-7.80080125851271,#000000,#F29727
bc58fa2efb8111edb32712c42668f295,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-2.09479442942162,5.19427347557905,#000000,#F29727
ba36d278fb7e11ed84ffaefa3cccb57a,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.4293819438221,5.39138460533979,#000000,#F29727
4385738afb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.51598527324181,5.38409376519086,#000000,#F29727
c520a89cfb7b11ed8d7c62b1232be981,dmso,24,4,t_cd8_memory,CD8 Memory,#009444,-1.66016481030006,-7.86331818623183,#000000,#F29727
9ea26228fb8011edb519365d129239e0,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.01196410548668,4.07555532830121,#000000,#F29727
484072d0fb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.74266459834557,5.61129331963422,#000000,#F29727
c662668afb8711edbbcffe1e90e63656,dmso,24,0,t_cd8_memory,CD8 Memory,#009444,1.32101251971703,4.1741290129936,#000000,#F29727
fa5efba4ff2111edaa5fda2b1e723be2,dmso,24,7,t_cd8_memory,CD8 Memory,#009444,0.445051692843246,-3.66625642401812,#000000,#F29727
79ddf308fb8011eda0a9e2763843e521,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.958709024309921,5.20747328179242,#000000,#F29727
cefa3f92fb7e11edb9e426a51887eecf,dmso,24,7,t_cd8_memory,CD8 Memory,#009444,-0.278106428265763,-3.9631967507088,#000000,#F29727
8ebd12b2fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.584331058382797,4.60822630303266,#000000,#F29727
2e8673b6fb8111eda35df29f570c0793,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.67468955409508,4.58602857964399,#000000,#F29727
945e7a4efb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.93828275096397,5.43947935479047,#000000,#F29727
86f58546fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.61406495463829,2.12639856713178,#000000,#F29727
7c9aba2cfb8011eda0a9e2763843e521,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.45362160313149,5.18197584526899,#000000,#F29727
1a06b528fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,4.1946404207943,4.70925093071821,#000000,#F29727
78347e0afb8011eda0a9e2763843e521,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.308213495135116,-8.64354633910296,#000000,#F29727
c9db45e2fb7e11edb9e426a51887eecf,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-0.681518412709427,-8.19317350906966,#000000,#F29727
c44ee9d8fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.21792485606651,3.91435671227338,#000000,#F29727
171af81afb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.03414323222618,4.05787325280073,#000000,#F29727
957fd102fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.876978181719589,6.43388700859906,#000000,#F29727
35e1bad0fb8111eda35df29f570c0793,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,0.918568633913803,-11.7316927872383,#000000,#F29727
429aab84fb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.59745862376671,4.51802397148969,#000000,#F29727
40e71258fb8211ed9d09f6494964bb81,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.04357936274986,-11.3274331055367,#000000,#F29727
9581131afb8011edb519365d129239e0,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.41001155269127,3.24610567467573,#000000,#F29727
21c3198cfb8011ed8e8a7625f34dfd6b,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.13390614879112,-10.3176341019356,#000000,#F29727
c3029518fb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.94000842463951,4.4074578322685,#000000,#F29727
ca2031a0fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,4.36161639583092,4.10558748619916,#000000,#F29727
d15989dcfb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.789032005190658,4.54612779991987,#000000,#F29727
47093572fb8111eda35df29f570c0793,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.80672957789879,-11.153375383445,#000000,#F29727
458ac44efb8211ed9d09f6494964bb81,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.761316083788681,5.14828443901899,#000000,#F29727
0a6f4b48fb8011ed8e8a7625f34dfd6b,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.470592759966659,-8.59513753277896,#000000,#F29727
744bddb0fb8011eda0a9e2763843e521,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.29356601130943,3.11319685356977,#000000,#F29727
02207a02fb8011ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.140686534762192,4.98259783165815,#000000,#F29727
bd5438d8fb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.65572574031334,5.63778353112104,#000000,#F29727
87a1c5a4fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.82679631602745,5.56461763756635,#000000,#F29727
44686120fb8211ed9d09f6494964bb81,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-1.07318363297005,-7.36968230826495,#000000,#F29727
4aaa4d10fb8111eda35df29f570c0793,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,-0.594581104397965,-11.5497488938057,#000000,#F29727
f7cff910fb7f11ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.50412919414024,5.37913561241987,#000000,#F29727
979f385cfb8011edb519365d129239e0,dmso,24,9,t_cd8_memory,CD8 Memory,#009444,-11.9277970563175,-8.03705505093274,#000000,#F29727
9aaed916fb8111ed99031af2246d8fa2,dmso,24,6,t_cd8_memory,CD8 Memory,#009444,1.29051711451988,1.63705587761762,#000000,#F29727
2d76fce6fb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.1300013293026,4.25628328698041,#000000,#F29727
21df5a5cfb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.57387854945641,3.82938051598432,#000000,#F29727
79fcc2a6fb8011eda0a9e2763843e521,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.46890332591515,5.68357611077192,#000000,#F29727
cd63a8c6fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.90478351008873,3.52344847100141,#000000,#F29727
12cc07a4fb8011ed8e8a7625f34dfd6b,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-0.846911526799393,5.79666185753705,#000000,#F29727
cf8c75b0fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.69795777690392,5.34203672783735,#000000,#F29727
48a9ea88fb8211ed9d09f6494964bb81,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.58850123774986,4.56864118950727,#000000,#F29727
0eda552efb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.635797761797714,4.73268366234662,#000000,#F29727
2f30f6ecfb8111eda35df29f570c0793,dmso,24,0,t_cd8_memory,CD8 Memory,#009444,2.29176547420006,4.18181085961225,#000000,#F29727
3a4210d2fb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.92017390620689,4.78441858666303,#000000,#F29727
447dd3eafb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.19862558734398,6.33289671318891,#000000,#F29727
7e520ecefb8011eda0a9e2763843e521,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.332061075091171,-9.52675211054919,#000000,#F29727
9479b5f8fb8011edb519365d129239e0,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.07503964793663,4.05496740715864,#000000,#F29727
c9b77304fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.322201513171,5.88909292595746,#000000,#F29727
bd3e1bcafb7e11ed84ffaefa3cccb57a,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-0.44291255581398,-9.42869650942919,#000000,#F29727
451a9202fb7b11ed8a1abe9d4c5fcb23,dmso,24,7,t_cd8_naive,CD8 Naive,#8DC63F,0.585223220705795,-2.77107810599444,#000000,#F29727
c1f57e2efb7e11edb9e426a51887eecf,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-0.434279895901871,-6.32105624301074,#000000,#F29727
c775729cfb8711edbbcffe1e90e63656,dmso,24,7,t_cd8_memory,CD8 Memory,#009444,0.0621578921077726,-3.60155629737017,#000000,#F29727
c141b60cfb8111edb32712c42668f295,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-3.92755732643623,-7.66859030348895,#000000,#F29727
c0c86ac0fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.308946155428695,4.60454798119428,#000000,#F29727
8f7d5e50fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.67835738551598,5.76661062615278,#000000,#F29727
c13c94b8fb7e11edb9e426a51887eecf,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.31083705317955,-9.1504263840401,#000000,#F29727
cadb2910fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.122049831270981,4.77935839074018,#000000,#F29727
c75f1328fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.84819581401329,4.80829286949994,#000000,#F29727
415e674cfb7b11ed8a1abe9d4c5fcb23,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,-0.66818556892891,-11.5166764221871,#000000,#F29727
fa90a33eff2111edaa5fda2b1e723be2,dmso,24,7,t_cd8_memory,CD8 Memory,#009444,0.88318755519371,-2.7746071778023,#000000,#F29727
438189a0fb7b11ed933dc6f18f77c1a7,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,2.6298620928524,6.10505915062787,#000000,#F29727
f9221b54fb7f11ed898e2a71e2203848,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.12691304790993,5.68260908501508,#000000,#F29727
40ed72f2fb8111eda35df29f570c0793,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.42988040339928,6.07897711174848,#000000,#F29727
39b6ac24fb8111eda35df29f570c0793,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.00873591792564,4.67604780571821,#000000,#F29727
c3b663ecfb8111edb32712c42668f295,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,-0.757945514798355,-11.0376493893349,#000000,#F29727
cf219998fb7e11edb9e426a51887eecf,dmso,24,7,t_cd8_memory,CD8 Memory,#009444,0.778079532503891,-2.69830083472369,#000000,#F29727
b414c788fb7e11ed84ffaefa3cccb57a,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.70713899242897,5.50594282524946,#000000,#F29727
4256e19afb8211ed9d09f6494964bb81,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.71665217769127,6.14191294091108,#000000,#F29727
8117ad2afb8111ed99031af2246d8fa2,dmso,24,4,t_cd8_memory,CD8 Memory,#009444,-1.86607507574577,-8.00239253600774,#000000,#F29727
275ec0e6fb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.01695468318443,5.5338530577934,#000000,#F29727
8b4de4c2fb8011edb519365d129239e0,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.55492464411278,5.43616438286664,#000000,#F29727
48bc644efb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.02565886867027,5.82272863762739,#000000,#F29727
49e73b3cfb7b11ed8a1abe9d4c5fcb23,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.55953051936607,-10.4933922253334,#000000,#F29727
97e8ccc8fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.41462781321983,4.99630880730512,#000000,#F29727
91d364cefb8111ed99031af2246d8fa2,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-1.84071753132362,-7.5064443908417,#000000,#F29727
c69a79fafb7b11ed8d7c62b1232be981,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,0.497828744768905,5.33215380089643,#000000,#F29727
3c00df7afb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.69518258464317,5.23364973442914,#000000,#F29727
c4e60372fb7b11ed8d7c62b1232be981,dmso,24,8,t_cd8_memory,CD8 Memory,#009444,-4.22836337196846,-9.97821557147143,#000000,#F29727
ba7b3f82fb8111edb32712c42668f295,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.93522659647484,4.55327844994428,#000000,#F29727
44d1524efb8111eda35df29f570c0793,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-2.7714197705986,5.13790274041059,#000000,#F29727
c6883404fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_memory,CD8 Memory,#009444,2.63608624827843,5.65629148857953,#000000,#F29727
029f6ab0fb8011ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.26901700389366,5.99106169121625,#000000,#F29727
b3ea2a8cfb7e11ed84ffaefa3cccb57a,dmso,24,7,t_cd8_naive,CD8 Naive,#8DC63F,0.945101522326278,-2.50424480063555,#000000,#F29727
14ee23e6fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.46409251582603,6.29999113457563,#000000,#F29727
7796acacfb8011eda0a9e2763843e521,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.18453719508629,4.82883501427533,#000000,#F29727
fe081fe2fb7f11ed898e2a71e2203848,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-4.45062515842934,-7.33396809918521,#000000,#F29727
d5bac5b4fb8711edbbcffe1e90e63656,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-0.982823945164871,5.56695032494428,#000000,#F29727
f369c1e4fb7f11ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.85277202022057,4.91656351464155,#000000,#F29727
4570e858fb8211ed9d09f6494964bb81,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-2.57834008294363,5.21275377648237,#000000,#F29727
f77e9a48fb7f11ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.44321467769127,4.77063608544233,#000000,#F29727
cd577e0cfb7e11edb9e426a51887eecf,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.076401256441879,-10.1493058167183,#000000,#F29727
3e87b4ccfb8211ed9d09f6494964bb81,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-0.810448981404496,5.12164068596723,#000000,#F29727
f8dbaf84ff2111edaa5fda2b1e723be2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.40031268489342,3.57528353112104,#000000,#F29727
c69c4034fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.5134880770443,3.78624582665326,#000000,#F29727
c690e360fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.243243955492782,5.51720285790326,#000000,#F29727
878ead0cfb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.38813807857017,6.3909611739433,#000000,#F29727
c6b15f8efb8111edb32712c42668f295,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.57970549952965,3.61455774681928,#000000,#F29727
c52bfa8efb8111edb32712c42668f295,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.68587663066368,4.29155111687543,#000000,#F29727
34afccf4fb8311ed9fae72654f839162,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.29216744792442,-10.2234356365883,#000000,#F29727
33346d1cfb8311ed9fae72654f839162,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.38745810878258,-10.30525183303,#000000,#F29727
0a4b0710fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.83908059489708,5.46686506646039,#000000,#F29727
96a38c82fb8011edb519365d129239e0,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.0439949263332364,-8.22076673431037,#000000,#F29727
990830bcfb8111ed99031af2246d8fa2,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.69406751501579,5.33284712212446,#000000,#F29727
d31e056efb8711edbbcffe1e90e63656,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-4.20168504822273,-8.01100317293493,#000000,#F29727
2e266df2fb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,0.236846231341171,4.8942103423393,#000000,#F29727
cd7b5c32fb7e11edb9e426a51887eecf,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,0.0345916975734708,-10.4655225239479,#000000,#F29727
488acfc4fb7b11ed933dc6f18f77c1a7,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-3.00543505656738,-8.5753034911835,#000000,#F29727
fc2353eafb7f11ed898e2a71e2203848,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.9072492350338,3.97178697960737,#000000,#F29727
1310a5a8fb8011ed8e8a7625f34dfd6b,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.0759651888607022,-7.62570815903781,#000000,#F29727
1a2f7940fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.41659333598595,2.80927610772016,#000000,#F29727
762c40acfb8011eda0a9e2763843e521,dmso,24,0,t_cd8_memory,CD8 Memory,#009444,3.92073609721642,2.85019731896283,#000000,#F29727
45907ed6fb7b11ed933dc6f18f77c1a7,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,-0.663819647908402,-8.4300486109936,#000000,#F29727
7e70319cfb8011eda0a9e2763843e521,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-4.61935541737099,-7.81725565714476,#000000,#F29727
a1d763c6fb8011edb519365d129239e0,dmso,24,2,t_cd8_naive,CD8 Naive,#8DC63F,-0.915018535733414,-8.05949383226869,#000000,#F29727
d318eeeefb8711edbbcffe1e90e63656,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,3.9587080706356,4.01915121453168,#000000,#F29727
c59aa8c6fb8111edb32712c42668f295,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.18094327342491,3.9442124404228,#000000,#F29727
4a1a6b82fb8111eda35df29f570c0793,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-0.690539575696183,5.49849081414106,#000000,#F29727
fc074d8aff2111edaa5fda2b1e723be2,dmso,24,4,t_cd8_memory,CD8 Memory,#009444,-2.3740564059021,-8.14202706141112,#000000,#F29727
b653bfe2fb8111edb32712c42668f295,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.247262500643539,-9.30908381564257,#000000,#F29727
c7b0b1bcfb7e11edb9e426a51887eecf,dmso,24,3,t_cd8_memory,CD8 Memory,#009444,1.45440962207298,-10.8860747776711,#000000,#F29727
fb7a3378ff2111edaa5fda2b1e723be2,dmso,24,2,t_cd8_memory,CD8 Memory,#009444,0.413720630526352,-9.21315848452685,#000000,#F29727
44dbc5fcfb8211ed9d09f6494964bb81,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.77775123012047,3.0970797576225,#000000,#F29727
45df471efb7b11ed933dc6f18f77c1a7,dmso,24,4,t_cd8_memory,CD8 Memory,#009444,-2.82458472955246,-7.63630613309977,#000000,#F29727
ca74e990fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.76639392268639,5.23806143181684,#000000,#F29727
3c8fe6acfb8311ed9fae72654f839162,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.82717063319664,5.44540167229535,#000000,#F29727
cba4b1c2fb7b11ed8d7c62b1232be981,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.42754866969566,6.72797441857221,#000000,#F29727
7e5609a2fb8011eda0a9e2763843e521,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-1.92886040318031,4.90189695732953,#000000,#F29727
7c9571f2fb8011eda0a9e2763843e521,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.52382542979698,5.13318014519574,#000000,#F29727
4cf5fee8fb8111eda35df29f570c0793,dmso,24,5,t_cd8_memory,CD8 Memory,#009444,-4.59145662891884,-7.84568503124354,#000000,#F29727
4313e20efb8211ed9d09f6494964bb81,dmso,24,1,t_cd8_naive,CD8 Naive,#8DC63F,-3.36271396982689,4.99910021202924,#000000,#F29727
7fa090d8fb8111ed99031af2246d8fa2,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,2.45483758342247,3.382677558831,#000000,#F29727
44ddb8a0fb7b11ed8a1abe9d4c5fcb23,dmso,24,7,t_cd8_naive,CD8 Naive,#8DC63F,0.909312509417343,-2.30102014166949,#000000,#F29727
cad92694fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.78362777125816,5.27368402855756,#000000,#F29727
baded37efb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.8175218333004,5.9213213958061,#000000,#F29727
c849e382fb7e11edb9e426a51887eecf,dmso,24,0,t_cd8_naive,CD8 Naive,#8DC63F,1.29811146152,5.61105299370649,#000000,#F29727
