barcodes,treatment,timepoint,seurat_clusters,aifi_cell_type,cell_type_label,cell_type_color,UMAP_1,UMAP_2,treatment_color,timepoint_color
ca760206fb7b11ed8d7c62b1232be981,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-4.09779107436688,1.56746213408201,#000000,#F29727
3891daa6fb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.93276154861004,2.84892194243162,#000000,#F29727
faa1892eff2111edaa5fda2b1e723be2,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-2.69134032592327,1.75741426916807,#000000,#F29727
98cd4e8afb8011edb519365d129239e0,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,10.0553199066207,-2.49551208047182,#000000,#F29727
95bcf88efb8111ed99031af2246d8fa2,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,10.4904509796187,-3.75163395432742,#000000,#F29727
0c07596efb8011ed8e8a7625f34dfd6b,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.29323089256733,-4.39213902978213,#000000,#F29727
43b4482afb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.24367463454754,0.477342533785987,#000000,#F29727
4cbf03d8fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.42291724547894,2.35436217756956,#000000,#F29727
1c374e98fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.61274802550823,1.53775875540464,#000000,#F29727
15b0f024fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.47945868835003,0.0595789429733043,#000000,#F29727
de540014fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.37346446380169,0.792903589923072,#000000,#F29727
94e910bafb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.34919154510052,2.36641042204588,#000000,#F29727
439f84f4fb8111eda35df29f570c0793,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.6959079490617,3.2865373370239,#000000,#F29727
7df4dce0fb8011eda0a9e2763843e521,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,6.19416344299763,-0.00841031698496286,#000000,#F29727
4b8873c8fb8211ed9d09f6494964bb81,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,5.92354786529987,-0.576687363069367,#000000,#F29727
fe4930aeff2111edaa5fda2b1e723be2,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-2.100746749492,1.55286090346067,#000000,#F29727
4541d0d8fb7b11ed8a1abe9d4c5fcb23,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.04851901397259,-4.11256058244021,#000000,#F29727
b1aeb816fb8111edb32712c42668f295,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.59193813934772,-4.18266875771792,#000000,#F29727
d723c126fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.61524522170574,1.78131954642026,#000000,#F29727
87b66022fb8111ed99031af2246d8fa2,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.55043971672504,-4.42855985192568,#000000,#F29727
d02639f2fb7e11edb9e426a51887eecf,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.30262172088177,0.737884330470253,#000000,#F29727
c786cbeafb7e11edb9e426a51887eecf,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.05908286437542,0.308825182635475,#000000,#F29727
c209ce80fb8111edb32712c42668f295,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,9.65029919281452,-1.20575208691866,#000000,#F29727
2a8f6d06fb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.90006434783489,3.35710351439207,#000000,#F29727
47299214fb7b11ed933dc6f18f77c1a7,dmso,24,10,t_cd4_treg,CD4 Treg,#E57A93,6.5735708488509,2.75601761313169,#000000,#F29727
c873a968fb7b11ed8d7c62b1232be981,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,6.15610373154133,0.218522774893928,#000000,#F29727
7dec33d8fb8011eda0a9e2763843e521,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-4.57505929336102,1.39180891485899,#000000,#F29727
c0d3aa52fb7e11edb9e426a51887eecf,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,6.08718550339191,-0.861027074139428,#000000,#F29727
fb2abe74ff2111edaa5fda2b1e723be2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.78255355224163,2.4832314726898,#000000,#F29727
dcd6db30fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.21064936980755,3.58159916372984,#000000,#F29727
bae27f60fb7e11ed84ffaefa3cccb57a,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.30091512069256,-3.87115342644961,#000000,#F29727
74fd34c0fb8011eda0a9e2763843e521,dmso,24,0,t_cd4_cm,CD4 CM,#00AEEF,-8.02868449553997,0.481296586711097,#000000,#F29727
160af164fb8011ed8e8a7625f34dfd6b,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.83439839020222,-4.28122670678408,#000000,#F29727
ba3c4348fb7e11ed84ffaefa3cccb57a,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.77114236488788,-3.8711660626343,#000000,#F29727
3a269b72fb8311ed9fae72654f839162,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,2.33397150173633,4.43270199270933,#000000,#F29727
1435898afb8011ed8e8a7625f34dfd6b,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,5.96254694595783,0.112817752082038,#000000,#F29727
8fc416f2fb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.30756509170086,3.38220040770261,#000000,#F29727
47ad2cb4fb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.2296198593095,0.280608343798805,#000000,#F29727
d20dd816fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.46944987639935,2.77666943045347,#000000,#F29727
431df3fefb7b11ed933dc6f18f77c1a7,dmso,24,5,t_cd4_em,CD4 EM,#1C75BC,6.23692238464802,-2.79298503426821,#000000,#F29727
8ffbde74fb8111ed99031af2246d8fa2,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.3746303306535,-4.08577640084536,#000000,#F29727
d084c590fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.04178988799603,-0.364431073050808,#000000,#F29727
43e31634fb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.41878688201458,1.12649612398832,#000000,#F29727
f867414eff2111edaa5fda2b1e723be2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.97135245666058,0.986506390292335,#000000,#F29727
9e24464afb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.19273888930828,3.66830723257749,#000000,#F29727
16e8fb4efb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.43853843078167,0.439166831690956,#000000,#F29727
98fc6508fb8011edb519365d129239e0,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,6.62582981720417,-0.110971716325592,#000000,#F29727
7d0b02befb8011eda0a9e2763843e521,dmso,24,11,t_cd4_cm,CD4 CM,#00AEEF,9.93848335876911,0.558004069049049,#000000,#F29727
c0fb0716fb8111edb32712c42668f295,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.28996121749432,1.24450700255125,#000000,#F29727
d939c956fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.78506362304241,2.82090036841123,#000000,#F29727
4335e882fb8111eda35df29f570c0793,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-6.77134024962933,-1.02290309695513,#000000,#F29727
19e3f9f2fb8011ed8e8a7625f34dfd6b,dmso,24,8,t_cd4_cm,CD4 CM,#00AEEF,2.2376823438689,4.08376066656797,#000000,#F29727
431c9de2fb7b11ed8a1abe9d4c5fcb23,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.64045083388836,-3.5493624928406,#000000,#F29727
ccc350e8fb8711edbbcffe1e90e63656,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.24435544147938,-2.9812210324219,#000000,#F29727
40f28610fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.2513073669389,1.62385086985319,#000000,#F29727
b7e4e47efb7e11ed84ffaefa3cccb57a,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.24660622939617,-3.79557616738589,#000000,#F29727
4013df9cfb8111eda35df29f570c0793,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.90749228134601,-4.21330125359805,#000000,#F29727
0f249c6afb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.99392115935833,-0.0223417106083149,#000000,#F29727
bb939388fb8111edb32712c42668f295,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,8.3286749137923,0.730948853213478,#000000,#F29727
7b62b5d8fb8011eda0a9e2763843e521,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.30423962935955,1.62281112642973,#000000,#F29727
cc0bc4cafb7b11ed8d7c62b1232be981,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.32768094405682,1.09066741438596,#000000,#F29727
cd9e7382fb7b11ed8d7c62b1232be981,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,6.94829809799641,-2.41845948724062,#000000,#F29727
f1c6e600fb7f11ed898e2a71e2203848,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,5.80152952805012,-0.0134751620701069,#000000,#F29727
d176d768fb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.40914332732708,3.51464025946348,#000000,#F29727
7c9cf242fb8011eda0a9e2763843e521,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.23779475554974,1.0043792006561,#000000,#F29727
94108fdcfb8111ed99031af2246d8fa2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.02899300918133,3.73838083716123,#000000,#F29727
cb53276efb7e11edb9e426a51887eecf,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.50396907195599,0.835706639010597,#000000,#F29727
3ae00e6afb8111eda35df29f570c0793,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.23226249084026,3.15279238196104,#000000,#F29727
48796e44fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.55192458495648,0.297915506083656,#000000,#F29727
41bc97e0fb7b11ed8a1abe9d4c5fcb23,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,7.34928143158405,-2.10605223206789,#000000,#F29727
4233853afb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.78989589080364,0.541385221202064,#000000,#F29727
bb55ae9afb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.00090873107464,1.63851790400236,#000000,#F29727
bc7ee28efb8111edb32712c42668f295,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,8.23709499969929,-1.78279275922091,#000000,#F29727
42e83f6efb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.16953074798138,0.678012537676979,#000000,#F29727
48c4b752fb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.78176867827923,3.76914160223692,#000000,#F29727
43e8db46fb7b11ed8a1abe9d4c5fcb23,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.55021965637653,-4.15449459580691,#000000,#F29727
4851a9c4fb7b11ed8a1abe9d4c5fcb23,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,8.80809319153278,-4.3342004540375,#000000,#F29727
8da35648fb8111ed99031af2246d8fa2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.78189360961468,3.78096144171445,#000000,#F29727
2e4574a6fb8111eda35df29f570c0793,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,7.2133766426131,-0.585295450966668,#000000,#F29727
4705b4fafb8211ed9d09f6494964bb81,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-6.52283370360882,-2.79029710320742,#000000,#F29727
d00d45d2fb7e11edb9e426a51887eecf,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,3.13986480370014,4.38856976004331,#000000,#F29727
cc34aef8fb7b11ed8d7c62b1232be981,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.99435222014935,-3.02333147553713,#000000,#F29727
162aafe0fb8011ed8e8a7625f34dfd6b,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.9990235580489,-2.46425969628603,#000000,#F29727
9aa43826fb8111ed99031af2246d8fa2,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,7.88254702225178,0.00264402003972586,#000000,#F29727
b1b0a68afb8111edb32712c42668f295,dmso,24,9,t_cd4_cm,CD4 CM,#00AEEF,8.12549889221638,-1.30078090457232,#000000,#F29727
9ac1d4ccfb8011edb519365d129239e0,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,2.43957948818653,4.38394920798032,#000000,#F29727
d3abd592fb8711edbbcffe1e90e63656,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,9.42443478241413,-1.35158760575564,#000000,#F29727
445eb500fb7b11ed933dc6f18f77c1a7,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.10629165038616,3.18337457152097,#000000,#F29727
4407670afb7b11ed8a1abe9d4c5fcb23,dmso,24,12,t_cd4_naive,CD4 Naive,#93A7D1,-5.92329203948528,3.3655704733917,#000000,#F29727
289dfa62fb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.92760169372112,-0.373877910058808,#000000,#F29727
33a4d5f4fb8111eda35df29f570c0793,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,10.5110570205733,-3.9913459542206,#000000,#F29727
25ae5a7cfb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.78011786803753,2.18939654799192,#000000,#F29727
bb006e44fb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.53291690215618,3.22278325529783,#000000,#F29727
b3726986fb8111edb32712c42668f295,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,6.43958294525593,-2.3598557236603,#000000,#F29727
7e84608afb8111ed99031af2246d8fa2,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.85468065872639,-3.85733039407046,#000000,#F29727
14f0c6f0fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.88227927550823,-0.188493025582146,#000000,#F29727
416a87d4fb7b11ed8a1abe9d4c5fcb23,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,6.91948855057209,-2.72245748070986,#000000,#F29727
78d55938fb8011eda0a9e2763843e521,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.44969260558636,3.61381642790525,#000000,#F29727
46706744fb7b11ed8a1abe9d4c5fcb23,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,9.26873934402912,0.0075809833595043,#000000,#F29727
1d65d154fb8011ed8e8a7625f34dfd6b,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,9.10432255402057,-0.731990528385949,#000000,#F29727
4abf9e0efb8111eda35df29f570c0793,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.32514703139813,1.71465127440183,#000000,#F29727
4776f188fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.81934535369427,1.16456429930418,#000000,#F29727
c0c22318fb7e11edb9e426a51887eecf,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.25508391723187,-0.13184945015223,#000000,#F29727
98ec4640fb8111ed99031af2246d8fa2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.15380084380657,4.11230938406675,#000000,#F29727
98d3de44fb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.76675975188763,0.133189010340858,#000000,#F29727
b96f11d4fb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.79965102538616,3.93922178717344,#000000,#F29727
1c726df2fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.79320609435589,-0.35579306362183,#000000,#F29727
7e4c7f9afb8011eda0a9e2763843e521,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.78878772124798,0.119595187623191,#000000,#F29727
c1071874fb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.19181334838421,1.97840230437009,#000000,#F29727
db1bd750fb8711edbbcffe1e90e63656,dmso,24,1,t_cd4_cm,CD4 CM,#00AEEF,8.93497669830768,-3.52238233117373,#000000,#F29727
c01b199cfb7e11ed84ffaefa3cccb57a,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,2.20984113350361,4.59289829703062,#000000,#F29727
fcb86c96ff2111edaa5fda2b1e723be2,dmso,24,9,t_cd4_em,CD4 EM,#1C75BC,9.3503509773299,-2.80259234933169,#000000,#F29727
3ed17932fb8111eda35df29f570c0793,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.60272014007122,1.10014765234678,#000000,#F29727
3fea0c76fb8111eda35df29f570c0793,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.65159404411762,-3.97348458794863,#000000,#F29727
bab11fd8fb7e11ed84ffaefa3cccb57a,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-4.60829865798504,-3.8321948769501,#000000,#F29727
028f3654fb8011ed898e2a71e2203848,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,8.51576101913898,-0.514484432618927,#000000,#F29727
9bc99c6afb8011edb519365d129239e0,dmso,24,5,t_cd4_cm,CD4 CM,#00AEEF,7.00783598556965,-2.15740938214571,#000000,#F29727
9bc0e1b0fb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.88868081435711,1.2773181674072,#000000,#F29727
26164a74fb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.5390008674577,4.37258045645444,#000000,#F29727
25e8d29cfb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.18085467681439,1.20339457960813,#000000,#F29727
8a456a0efb8111ed99031af2246d8fa2,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,3.16967833176105,-3.8378146412781,#000000,#F29727
ceaf95d0fb7b11ed8d7c62b1232be981,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.99502384796589,-3.40513188866885,#000000,#F29727
d0f4437afb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.4743355499223,-0.327288196515154,#000000,#F29727
141c36cefb8011ed8e8a7625f34dfd6b,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,5.87117111816852,-0.444371414463829,#000000,#F29727
9d8e719cfb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.3304613815263,2.79013388128965,#000000,#F29727
bfbdb982fb7e11ed84ffaefa3cccb57a,dmso,24,10,t_cd4_treg,CD4 Treg,#E57A93,6.62475741043537,4.29345362158506,#000000,#F29727
433779dcfb7b11ed8a1abe9d4c5fcb23,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,6.01050007477253,-0.462938894610714,#000000,#F29727
45a7967afb7b11ed8a1abe9d4c5fcb23,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,10.0362912429854,-4.00252873925478,#000000,#F29727
49eb5c44fb7b11ed933dc6f18f77c1a7,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,2.43649906053989,4.48935883017271,#000000,#F29727
c8283a84fb7e11edb9e426a51887eecf,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-4.45423304900677,0.579512703139473,#000000,#F29727
39f3481cfb8311ed9fae72654f839162,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.06167209014446,1.62453477354734,#000000,#F29727
fc84d7faff2111edaa5fda2b1e723be2,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-0.580552695842096,0.795292067248512,#000000,#F29727
9c433bc8fb8111ed99031af2246d8fa2,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,8.91187489166706,-2.22486562756808,#000000,#F29727
b7c7cfecfb7e11ed84ffaefa3cccb57a,dmso,24,9,t_cd4_cm,CD4 CM,#00AEEF,7.03992951050251,0.819274711329628,#000000,#F29727
8dbdaac6fb8011edb519365d129239e0,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,4.12209761276691,-3.89642031220705,#000000,#F29727
3d6d94bcfb8211ed9d09f6494964bb81,dmso,24,2,t_cd4_naive,CD4 Naive,#93A7D1,8.18734896316974,-0.884508145134758,#000000,#F29727
97d48e98fb8111ed99031af2246d8fa2,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.6657417999223,3.5827290293762,#000000,#F29727
45e54b28fb7b11ed8a1abe9d4c5fcb23,dmso,24,0,t_cd4_cm,CD4 CM,#00AEEF,-7.43348681792767,3.65709679098814,#000000,#F29727
3d38af72fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.97672736510784,-0.419322011154007,#000000,#F29727
29bd5046fb8311ed9fae72654f839162,dmso,24,3,t_cd4_naive,CD4 Naive,#93A7D1,-5.57285630569012,-4.31329734353335,#000000,#F29727
ba4426eefb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.73936354980023,1.79021065207212,#000000,#F29727
477eb378fb8211ed9d09f6494964bb81,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,4.128088356404,4.15944950552671,#000000,#F29727
cda60e3cfb7e11edb9e426a51887eecf,dmso,24,9,t_cd4_cm,CD4 CM,#00AEEF,7.10263741150349,0.68657832117765,#000000,#F29727
cd30c474fb7e11edb9e426a51887eecf,dmso,24,6,t_cd4_naive,CD4 Naive,#93A7D1,-1.63910686835797,1.40970067949979,#000000,#F29727
7f021160fb8111ed99031af2246d8fa2,dmso,24,12,t_cd4_cm,CD4 CM,#00AEEF,-8.58087146148235,-0.169591975491356,#000000,#F29727
cae485bcfb8711edbbcffe1e90e63656,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,3.3601530803725,4.30450861426084,#000000,#F29727
f8828954ff2111edaa5fda2b1e723be2,dmso,24,8,t_cd4_treg,CD4 Treg,#E57A93,2.03831213846653,4.58299534292905,#000000,#F29727
9cc4b690fb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.54497992858441,2.76609151335447,#000000,#F29727
22506882fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-8.56794535979778,0.747152971942115,#000000,#F29727
b73ab550fb8111edb32712c42668f295,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.37132441863568,3.32428019018858,#000000,#F29727
c196643efb7e11ed84ffaefa3cccb57a,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.51337468490154,2.25123255224912,#000000,#F29727
39cbd428fb8111eda35df29f570c0793,dmso,24,4,t_cd4_naive,CD4 Naive,#93A7D1,3.30983519688099,-3.48398668793948,#000000,#F29727
47917832fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.51971518859417,-0.636128706019234,#000000,#F29727
7d4268a8fb8011eda0a9e2763843e521,dmso,24,12,t_cd4_cm,CD4 CM,#00AEEF,-7.43558776244671,2.48589460821836,#000000,#F29727
8bd12936fb8011edb519365d129239e0,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.32869708404095,3.29139440031736,#000000,#F29727
83d72d38fb8111ed99031af2246d8fa2,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,4.79407870903461,0.338557946402717,#000000,#F29727
4196e4e4fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.37586772307903,0.309917378146339,#000000,#F29727
7afb2d6efb8011eda0a9e2763843e521,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.12393772736042,-3.19906098870547,#000000,#F29727
43a6f92cfb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.071689485164,2.90130155058591,#000000,#F29727
c6c0100cfb7b11ed8d7c62b1232be981,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.71391951903851,3.52381103010862,#000000,#F29727
ce98bcaafb8711edbbcffe1e90e63656,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.04418170318157,3.10710899801939,#000000,#F29727
2b567892fb8311ed9fae72654f839162,dmso,24,4,t_cd4_cm,CD4 CM,#00AEEF,4.66674339905231,-4.06924755601199,#000000,#F29727
1fcda7e6fb8011ed8e8a7625f34dfd6b,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-5.66913449630291,3.31907861204832,#000000,#F29727
745644f8fb8011eda0a9e2763843e521,dmso,24,9,t_cd4_cm,CD4 CM,#00AEEF,5.67702639236896,0.218919145781684,#000000,#F29727
93bb180afb8011edb519365d129239e0,dmso,24,9,t_cd4_cm,CD4 CM,#00AEEF,7.42443478241413,-0.383302745502304,#000000,#F29727
fc57e1d2ff2111edaa5fda2b1e723be2,dmso,24,7,t_cd4_cm,CD4 CM,#00AEEF,9.04149878159016,-1.08469517258913,#000000,#F29727
bfd78b5afb7e11ed84ffaefa3cccb57a,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.45230400696247,-3.23303086785586,#000000,#F29727
cda9c0acfb7b11ed8d7c62b1232be981,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.29228913650067,3.15484778853147,#000000,#F29727
f945f362ff2111edaa5fda2b1e723be2,dmso,24,2,t_cd4_cm,CD4 CM,#00AEEF,5.40064919128864,-0.283100918959689,#000000,#F29727
d22af10afb7b11ed8d7c62b1232be981,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.83329856261761,-0.0968628945759052,#000000,#F29727
43aa1a58fb8211ed9d09f6494964bb81,dmso,24,1,t_cd4_em,CD4 EM,#1C75BC,9.50802433624714,-3.90640361336977,#000000,#F29727
fb360bd0fb7f11ed898e2a71e2203848,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-7.81088626250775,-0.524870527069878,#000000,#F29727
4393a764fb8211ed9d09f6494964bb81,dmso,24,0,t_cd4_naive,CD4 Naive,#93A7D1,-6.97205817565472,2.77970664473264,#000000,#F29727
