barcodes,treatment,timepoint,UMAP_1,UMAP_2,treatment_color,timepoint_color
3053effcfb8111eda35df29f570c0793,dmso,24,-0.45313236198749,3.95387262768123,#000000,#F29727
305781eefb8111eda35df29f570c0793,dmso,24,0.134214638849836,7.68635219997738,#000000,#F29727
30659554fb8111eda35df29f570c0793,dmso,24,0.308418541332822,2.07638687557552,#000000,#F29727
306b000cfb8111eda35df29f570c0793,dmso,24,-1.39954707107868,7.56185860103939,#000000,#F29727
308034fefb8111eda35df29f570c0793,dmso,24,-1.75616082630481,10.9145373768267,#000000,#F29727
30851190fb8111eda35df29f570c0793,dmso,24,0.0395911923852974,2.65223998493526,#000000,#F29727
308aaa2efb8111eda35df29f570c0793,dmso,24,-1.89939758262958,2.77623409695003,#000000,#F29727
308c5a4afb8111eda35df29f570c0793,dmso,24,-1.61742898903217,6.71291965908382,#000000,#F29727
309f2940fb8111eda35df29f570c0793,dmso,24,-0.636343688586611,7.42201084560726,#000000,#F29727
30a2a08efb8111eda35df29f570c0793,dmso,24,-1.21288660250034,9.60792440838192,#000000,#F29727
30e04aa6fb8111eda35df29f570c0793,dmso,24,0.136035769363981,2.47197908825252,#000000,#F29727
320cc0bcfb8111eda35df29f570c0793,dmso,24,-0.245334529200453,8.21719641155575,#000000,#F29727
32131d04fb8111eda35df29f570c0793,dmso,24,-0.404384967753548,4.9868936008868,#000000,#F29727
3253bc60fb8111eda35df29f570c0793,dmso,24,-0.786615730145831,9.45054907268856,#000000,#F29727
325bf4a2fb8111eda35df29f570c0793,dmso,24,-0.159159422734637,3.04618138737056,#000000,#F29727
327ba3cefb8111eda35df29f570c0793,dmso,24,-0.733905137399096,7.94982904857967,#000000,#F29727
327ffdb6fb8111eda35df29f570c0793,dmso,24,1.36843183555279,8.54257101482723,#000000,#F29727
32a1b460fb8111eda35df29f570c0793,dmso,24,0.0277940622774178,7.56325287288997,#000000,#F29727
32a44716fb8111eda35df29f570c0793,dmso,24,-0.230227620223421,7.68474001354549,#000000,#F29727
32b0d490fb8111eda35df29f570c0793,dmso,24,-0.276672326842207,2.33001942104671,#000000,#F29727
3347ebaafb8111eda35df29f570c0793,dmso,24,-0.186931938746828,8.15181726879451,#000000,#F29727
334b844afb8111eda35df29f570c0793,dmso,24,-0.834699184516329,7.21942467159603,#000000,#F29727
3369b456fb8111eda35df29f570c0793,dmso,24,1.44766178645764,8.91527361339901,#000000,#F29727
336be866fb8111eda35df29f570c0793,dmso,24,-2.13276168785419,7.53990311092708,#000000,#F29727
3371b066fb8111eda35df29f570c0793,dmso,24,-0.790134251931567,7.97986931270931,#000000,#F29727
337cafe8fb8111eda35df29f570c0793,dmso,24,1.75996020354901,2.0748595661578,#000000,#F29727
339e3b5efb8111eda35df29f570c0793,dmso,24,-0.668162972548861,7.15233511394832,#000000,#F29727
33a684f8fb8111eda35df29f570c0793,dmso,24,-0.696213991263766,3.68916816181514,#000000,#F29727
33acf054fb8111eda35df29f570c0793,dmso,24,-1.98618325672473,3.3955108589587,#000000,#F29727
33b2d668fb8111eda35df29f570c0793,dmso,24,1.75853922881756,1.672633237308,#000000,#F29727
33c94ab0fb8111eda35df29f570c0793,dmso,24,-0.148696691611666,8.04380316204403,#000000,#F29727
33cfe88efb8111eda35df29f570c0793,dmso,24,1.79737117805157,1.82712656921718,#000000,#F29727
33d0a53afb8111eda35df29f570c0793,dmso,24,-0.199375123599429,8.35492701000545,#000000,#F29727
33d71d5cfb8111eda35df29f570c0793,dmso,24,0.726214557072263,8.47805399364803,#000000,#F29727
345649d8fb8111eda35df29f570c0793,dmso,24,1.14003851928387,8.97977537578914,#000000,#F29727
3456db6efb8111eda35df29f570c0793,dmso,24,0.0318901530710274,7.91518921322201,#000000,#F29727
3462a3aefb8111eda35df29f570c0793,dmso,24,0.860265880009275,7.81300396389339,#000000,#F29727
34687b44fb8111eda35df29f570c0793,dmso,24,1.08284106769238,8.4775695270953,#000000,#F29727
3480d2acfb8111eda35df29f570c0793,dmso,24,0.0993583194223457,7.3021168178973,#000000,#F29727
348c1c02fb8111eda35df29f570c0793,dmso,24,1.12070491828595,8.84528250164364,#000000,#F29727
34a054b0fb8111eda35df29f570c0793,dmso,24,1.3765602401701,9.17643637127254,#000000,#F29727
34ac182cfb8111eda35df29f570c0793,dmso,24,0.0831245175806099,1.76952499813411,#000000,#F29727
34bc5cbefb8111eda35df29f570c0793,dmso,24,-0.665646226027865,7.00195354885433,#000000,#F29727
34c1e882fb8111eda35df29f570c0793,dmso,24,0.0709022573438698,2.90460986561153,#000000,#F29727
34cd465afb8111eda35df29f570c0793,dmso,24,0.908085017582517,7.84671873516414,#000000,#F29727
34d11730fb8111eda35df29f570c0793,dmso,24,0.516603379627805,8.53714746898983,#000000,#F29727
34d98410fb8111eda35df29f570c0793,dmso,24,-0.829049409249682,3.90897912449215,#000000,#F29727
34db6276fb8111eda35df29f570c0793,dmso,24,0.474179237267118,1.51235408253048,#000000,#F29727
34e45fd4fb8111eda35df29f570c0793,dmso,24,0.992119818111997,9.49308962292049,#000000,#F29727
358fe02afb8111eda35df29f570c0793,dmso,24,-1.49267396412219,7.53622335857723,#000000,#F29727
35e1bad0fb8111eda35df29f570c0793,dmso,24,-1.89652761898364,2.67980331844661,#000000,#F29727
35f1da5afb8111eda35df29f570c0793,dmso,24,-0.588407666304964,8.0982274479327,#000000,#F29727
35ffe690fb8111eda35df29f570c0793,dmso,24,-0.547918260911364,3.96829289860103,#000000,#F29727
36096080fb8111eda35df29f570c0793,dmso,24,-0.616577715495486,8.09990877575252,#000000,#F29727
3624a886fb8111eda35df29f570c0793,dmso,24,0.908625035664182,8.2449502415118,#000000,#F29727
3632a9f4fb8111eda35df29f570c0793,dmso,24,-0.0213492222818321,8.39335817760799,#000000,#F29727
364366ccfb8111eda35df29f570c0793,dmso,24,0.223235814949613,7.84985870785091,#000000,#F29727
36454aaafb8111eda35df29f570c0793,dmso,24,1.52803161658917,0.447237468427159,#000000,#F29727
36c5694cfb8111eda35df29f570c0793,dmso,24,0.342472641846281,8.6815318531451,#000000,#F29727
36c6a190fb8111eda35df29f570c0793,dmso,24,-0.0110958524736351,3.43611926502559,#000000,#F29727
36cf9ff2fb8111eda35df29f570c0793,dmso,24,0.777120142361265,8.77270979351375,#000000,#F29727
36d15cfcfb8111eda35df29f570c0793,dmso,24,0.878850131413084,8.5276011890826,#000000,#F29727
36d63a1afb8111eda35df29f570c0793,dmso,24,-0.629952133515734,8.04883808559749,#000000,#F29727
36d95d1cfb8111eda35df29f570c0793,dmso,24,-0.863687486270327,7.52458996242855,#000000,#F29727
36de9944fb8111eda35df29f570c0793,dmso,24,-0.318498154053349,4.53963322109554,#000000,#F29727
36dfd9c6fb8111eda35df29f570c0793,dmso,24,0.167516081711393,7.94432491726253,#000000,#F29727
36e39160fb8111eda35df29f570c0793,dmso,24,-1.1872476645502,7.43900150722835,#000000,#F29727
36e9ddf4fb8111eda35df29f570c0793,dmso,24,0.738134532353025,10.1714038319049,#000000,#F29727
36ea2a66fb8111eda35df29f570c0793,dmso,24,1.72311189689313,-0.319223456913493,#000000,#F29727
3704b2aafb8111eda35df29f570c0793,dmso,24,0.206910341164213,8.60998815960262,#000000,#F29727
37086f44fb8111eda35df29f570c0793,dmso,24,-0.655123592236895,4.06263393825863,#000000,#F29727
3709cf88fb8111eda35df29f570c0793,dmso,24,-0.103175104478259,7.52216190761898,#000000,#F29727
3712f52cfb8111eda35df29f570c0793,dmso,24,-0.292230726102251,7.35954756206844,#000000,#F29727
37148086fb8111eda35df29f570c0793,dmso,24,1.94014838256512,5.21333069271419,#000000,#F29727
3716f83efb8111eda35df29f570c0793,dmso,24,0.416872291943174,8.9467439121661,#000000,#F29727
37208f98fb8111eda35df29f570c0793,dmso,24,-0.560648427227396,8.18699449962948,#000000,#F29727
372bd830fb8111eda35df29f570c0793,dmso,24,0.152530758759122,7.84668344921444,#000000,#F29727
373e66eefb8111eda35df29f570c0793,dmso,24,-0.599695713141817,3.59774655765865,#000000,#F29727
373ea3f2fb8111eda35df29f570c0793,dmso,24,0.00421741523418961,8.56200880474422,#000000,#F29727
374ba4e4fb8111eda35df29f570c0793,dmso,24,-0.344266139784712,8.22668833202694,#000000,#F29727
37ead776fb8111eda35df29f570c0793,dmso,24,0.154746084591489,7.61100191540096,#000000,#F29727
38045b42fb8111eda35df29f570c0793,dmso,24,0.417289822479826,8.38339132732723,#000000,#F29727
380501e6fb8111eda35df29f570c0793,dmso,24,-0.553237960556406,8.36449427074764,#000000,#F29727
3806364cfb8111eda35df29f570c0793,dmso,24,-0.0913431354555077,3.82842440075252,#000000,#F29727
3820a284fb8111eda35df29f570c0793,dmso,24,1.32556989707623,8.58225244945858,#000000,#F29727
382c34b4fb8111eda35df29f570c0793,dmso,24,0.307664304157835,-0.978815489346049,#000000,#F29727
385107f8fb8111eda35df29f570c0793,dmso,24,1.61515679874096,0.267900860970952,#000000,#F29727
3851168afb8111eda35df29f570c0793,dmso,24,1.24465301551495,8.81851763195369,#000000,#F29727
38548676fb8111eda35df29f570c0793,dmso,24,0.0877740971056038,7.93396896786068,#000000,#F29727
3858ca56fb8111eda35df29f570c0793,dmso,24,0.0757423035112434,4.48710722393368,#000000,#F29727
3880a6cafb8111eda35df29f570c0793,dmso,24,-0.00698712549533309,7.77160210079525,#000000,#F29727
39364cdcfb8111eda35df29f570c0793,dmso,24,-0.236276605049033,3.27448768085811,#000000,#F29727
39453666fb8111eda35df29f570c0793,dmso,24,3.94850614585553,3.20180839962337,#000000,#F29727
3954feacfb8111eda35df29f570c0793,dmso,24,1.6200814537016,2.33262199825618,#000000,#F29727
3955ce04fb8111eda35df29f570c0793,dmso,24,0.375047593494993,7.98408789104793,#000000,#F29727
39737f62fb8111eda35df29f570c0793,dmso,24,-0.646561206200976,3.71639627880428,#000000,#F29727
397ac718fb8111eda35df29f570c0793,dmso,24,0.667694597622495,9.49691290325496,#000000,#F29727
397e72f0fb8111eda35df29f570c0793,dmso,24,-0.479359560528654,3.68384737438533,#000000,#F29727
3993301efb8111eda35df29f570c0793,dmso,24,-0.247494422713179,8.1096791691241,#000000,#F29727
3997e460fb8111eda35df29f570c0793,dmso,24,1.23296371020947,9.13824076122616,#000000,#F29727
39b25fb6fb8111eda35df29f570c0793,dmso,24,-2.11161395988788,6.36637491649959,#000000,#F29727
39b6ac24fb8111eda35df29f570c0793,dmso,24,-0.708396465400118,7.64795202679012,#000000,#F29727
39b9f14afb8111eda35df29f570c0793,dmso,24,1.87301543273602,0.153838335638978,#000000,#F29727
39d83d6cfb8111eda35df29f570c0793,dmso,24,0.865976958653074,7.48005718654964,#000000,#F29727
3a43802cfb8111eda35df29f570c0793,dmso,24,0.394140928169828,2.28569645351741,#000000,#F29727
3a488fb8fb8111eda35df29f570c0793,dmso,24,0.786414175411802,7.5448975033221,#000000,#F29727
3a52f6bafb8111eda35df29f570c0793,dmso,24,0.975179701229673,1.30202311939571,#000000,#F29727
3a579724fb8111eda35df29f570c0793,dmso,24,1.24694660224591,9.42155641979549,#000000,#F29727
3a6ef108fb8111eda35df29f570c0793,dmso,24,-1.58608231029834,8.045955128139,#000000,#F29727
3a77965afb8111eda35df29f570c0793,dmso,24,-0.767230928758044,3.57860512203548,#000000,#F29727
3a8259fafb8111eda35df29f570c0793,dmso,24,-0.22846357605781,7.46384996837948,#000000,#F29727
3a91596efb8111eda35df29f570c0793,dmso,24,-1.27585986337985,7.4299244350848,#000000,#F29727
3a9aaa64fb8111eda35df29f570c0793,dmso,24,-0.541270763495821,8.11228746837948,#000000,#F29727
3aa42ce2fb8111eda35df29f570c0793,dmso,24,0.467271714588743,8.19067186779354,#000000,#F29727
3aa51026fb8111eda35df29f570c0793,dmso,24,0.18035826005612,7.43802732891414,#000000,#F29727
3aa631b8fb8111eda35df29f570c0793,dmso,24,0.923240213772398,6.93976301617,#000000,#F29727
3abc0abafb8111eda35df29f570c0793,dmso,24,-0.639450044253725,7.99202341503475,#000000,#F29727
3ae183e4fb8111eda35df29f570c0793,dmso,24,-1.26690504036273,7.5569824642596,#000000,#F29727
3aeccc68fb8111eda35df29f570c0793,dmso,24,-4.21060487709369,6.16309971279476,#000000,#F29727
3afc1c4afb8111eda35df29f570c0793,dmso,24,4.09582164802228,3.19109839863155,#000000,#F29727
3b7466dcfb8111eda35df29f570c0793,dmso,24,0.281421928783994,7.62127537197445,#000000,#F29727
3b94a866fb8111eda35df29f570c0793,dmso,24,1.03666904487286,6.93375677532528,#000000,#F29727
3b9cc8d4fb8111eda35df29f570c0793,dmso,24,2.7175300411192,-2.34620099597599,#000000,#F29727
3ba2083afb8111eda35df29f570c0793,dmso,24,0.192781000515562,2.75817865795467,#000000,#F29727
3baf85f0fb8111eda35df29f570c0793,dmso,24,0.230705767056089,8.79143614239071,#000000,#F29727
3bbe1b2efb8111eda35df29f570c0793,dmso,24,-0.391765520790476,3.43840355343197,#000000,#F29727
3be1c452fb8111eda35df29f570c0793,dmso,24,0.0732412330118233,1.72038132614467,#000000,#F29727
3befb134fb8111eda35df29f570c0793,dmso,24,1.64097812690411,2.41287488407467,#000000,#F29727
3bfd7080fb8111eda35df29f570c0793,dmso,24,0.0520804814306313,3.88847822613094,#000000,#F29727
3c0ad126fb8111eda35df29f570c0793,dmso,24,1.69115474738751,2.30263847774837,#000000,#F29727
3c898a5cfb8111eda35df29f570c0793,dmso,24,0.674480109593015,8.14946073955868,#000000,#F29727
3c8ea8cafb8111eda35df29f570c0793,dmso,24,-0.685097426989931,8.20785421795223,#000000,#F29727
3c928d32fb8111eda35df29f570c0793,dmso,24,-0.974837512591738,7.79180521435116,#000000,#F29727
3ca03b8afb8111eda35df29f570c0793,dmso,24,1.21703568019543,8.7799901432452,#000000,#F29727
3cbf90a2fb8111eda35df29f570c0793,dmso,24,-1.10066834173526,7.31213516659115,#000000,#F29727
3cc8aa2afb8111eda35df29f570c0793,dmso,24,-0.584676966884989,7.23837799496029,#000000,#F29727
3cc97072fb8111eda35df29f570c0793,dmso,24,-1.7033376403841,7.90121454662655,#000000,#F29727
3ce3b428fb8111eda35df29f570c0793,dmso,24,-0.306611155042309,8.2163972324786,#000000,#F29727
3cf86ef4fb8111eda35df29f570c0793,dmso,24,1.46198156394635,8.71507353252743,#000000,#F29727
3d115702fb8111eda35df29f570c0793,dmso,24,-1.88064345798816,3.15701598591182,#000000,#F29727
3d1ff3a2fb8111eda35df29f570c0793,dmso,24,0.581301777741056,9.03726953930233,#000000,#F29727
3d25773cfb8111eda35df29f570c0793,dmso,24,0.0261694482770973,2.18090624279354,#000000,#F29727
3da92d02fb8111eda35df29f570c0793,dmso,24,1.44533196010266,8.40500063366268,#000000,#F29727
3dafbb04fb8111eda35df29f570c0793,dmso,24,1.44208958663617,6.50362820095394,#000000,#F29727
3db0e88afb8111eda35df29f570c0793,dmso,24,3.50235918082867,2.94605845875118,#000000,#F29727
3db5fcc6fb8111eda35df29f570c0793,dmso,24,-0.245973826268572,7.46281523174618,#000000,#F29727
3dbee6b0fb8111eda35df29f570c0793,dmso,24,0.0230590394941383,3.58244747585628,#000000,#F29727
3dcc9c06fb8111eda35df29f570c0793,dmso,24,-0.962227136710543,7.15150064892147,#000000,#F29727
3dcf42d0fb8111eda35df29f570c0793,dmso,24,0.217352240463834,8.32259554333065,#000000,#F29727
3de2ed26fb8111eda35df29f570c0793,dmso,24,-0.628557742455859,3.40177602238033,#000000,#F29727
3dea2af0fb8111eda35df29f570c0793,dmso,24,0.908630757710081,7.56198543972347,#000000,#F29727
3df26788fb8111eda35df29f570c0793,dmso,24,1.78192213096295,1.9452219671664,#000000,#F29727
3dfd100cfb8111eda35df29f570c0793,dmso,24,0.990547447582822,7.01588053173397,#000000,#F29727
3e0294e6fb8111eda35df29f570c0793,dmso,24,0.144330351730924,8.80166906780575,#000000,#F29727
3e1778cafb8111eda35df29f570c0793,dmso,24,-0.977423758128542,7.46510834163997,#000000,#F29727
3e199fcefb8111eda35df29f570c0793,dmso,24,-1.16494909010257,9.06676001018856,#000000,#F29727
3e35b934fb8111eda35df29f570c0793,dmso,24,1.20414391078625,9.36812300152157,#000000,#F29727
3ec73120fb8111eda35df29f570c0793,dmso,24,0.710145860096555,8.55662817425106,#000000,#F29727
3ece9b54fb8111eda35df29f570c0793,dmso,24,1.10091593780194,9.1275186008868,#000000,#F29727
3ed60344fb8111eda35df29f570c0793,dmso,24,-0.39858640439238,8.23153776592586,#000000,#F29727
3ee9cd5cfb8111eda35df29f570c0793,dmso,24,-0.836959005216021,7.00447315639827,#000000,#F29727
3eed6c28fb8111eda35df29f570c0793,dmso,24,0.207074909588438,2.06903559631679,#000000,#F29727
3efbca70fb8111eda35df29f570c0793,dmso,24,1.23940876044903,9.22832006878231,#000000,#F29727
3efc8ba4fb8111eda35df29f570c0793,dmso,24,-0.133037970283884,7.5877384609637,#000000,#F29727
3effe358fb8111eda35df29f570c0793,dmso,24,-1.60116049728717,9.92805952495907,#000000,#F29727
3f0510b2fb8111eda35df29f570c0793,dmso,24,-0.0284786828550285,3.18302220768306,#000000,#F29727
3f206c18fb8111eda35df29f570c0793,dmso,24,-0.254179575363058,7.44763702816341,#000000,#F29727
3f2f26b8fb8111eda35df29f570c0793,dmso,24,0.0981392256227547,8.15148825115535,#000000,#F29727
3f318656fb8111eda35df29f570c0793,dmso,24,0.540983825108152,1.35702545112941,#000000,#F29727
3f34b204fb8111eda35df29f570c0793,dmso,24,-1.65438076935138,2.32073015636776,#000000,#F29727
3f361b30fb8111eda35df29f570c0793,dmso,24,0.0135816327539497,7.71551460689876,#000000,#F29727
3f4b25f2fb8111eda35df29f570c0793,dmso,24,0.0479744664636665,7.25845713085506,#000000,#F29727
3f4f90f6fb8111eda35df29f570c0793,dmso,24,1.40985587157879,8.93773645824764,#000000,#F29727
3f5b6b38fb8111eda35df29f570c0793,dmso,24,-2.16920551739063,6.47098726696346,#000000,#F29727
3fbcaf74fb8111eda35df29f570c0793,dmso,24,-0.311420154640335,7.2596044010577,#000000,#F29727
3fc236b0fb8111eda35df29f570c0793,dmso,24,-1.08266845426883,7.91771454281185,#000000,#F29727
3fd00394fb8111eda35df29f570c0793,dmso,24,-0.210383788565058,3.55045980877254,#000000,#F29727
3ffac8d6fb8111eda35df29f570c0793,dmso,24,-1.46323260746326,3.32888287968013,#000000,#F29727
4000b20afb8111eda35df29f570c0793,dmso,24,0.220066457172971,7.94934458202694,#000000,#F29727
4000e766fb8111eda35df29f570c0793,dmso,24,0.394825249096494,7.60788626140926,#000000,#F29727
40025786fb8111eda35df29f570c0793,dmso,24,1.75965979613934,5.85294002956722,#000000,#F29727
4007916afb8111eda35df29f570c0793,dmso,24,-1.77314397774066,2.9856945938525,#000000,#F29727
4034368efb8111eda35df29f570c0793,dmso,24,1.10717740573559,9.29213137096737,#000000,#F29727
40d82046fb8111eda35df29f570c0793,dmso,24,-0.457439989665408,6.97817081875179,#000000,#F29727
40db1062fb8111eda35df29f570c0793,dmso,24,-0.0261781819852775,3.63334316677425,#000000,#F29727
40ed72f2fb8111eda35df29f570c0793,dmso,24,-1.36463233909931,7.40170616573665,#000000,#F29727
40fefe5afb8111eda35df29f570c0793,dmso,24,-2.05110916576709,6.75487322277401,#000000,#F29727
40ffbca0fb8111eda35df29f570c0793,dmso,24,0.264509408852201,3.11235303348873,#000000,#F29727
41037f66fb8111eda35df29f570c0793,dmso,24,1.11234167136822,9.01009077495907,#000000,#F29727
410a7f82fb8111eda35df29f570c0793,dmso,24,0.43594029464398,8.28422636455868,#000000,#F29727
4110d88cfb8111eda35df29f570c0793,dmso,24,-1.20514187298145,7.20062632030819,#000000,#F29727
411fb47efb8111eda35df29f570c0793,dmso,24,0.108405470034223,2.59539431995723,#000000,#F29727
41233a86fb8111eda35df29f570c0793,dmso,24,1.09557488479291,8.8168439335284,#000000,#F29727
412abe96fb8111eda35df29f570c0793,dmso,24,0.0861093989816719,7.89749330944393,#000000,#F29727
41304baefb8111eda35df29f570c0793,dmso,24,-3.77462861023273,5.90264601177547,#000000,#F29727
413601defb8111eda35df29f570c0793,dmso,24,-0.58491987071361,4.45312256283138,#000000,#F29727
4147236afb8111eda35df29f570c0793,dmso,24,0.739935784718137,9.21305460399959,#000000,#F29727
414b0b60fb8111eda35df29f570c0793,dmso,24,-1.41224238357868,7.36170954174373,#000000,#F29727
414b364efb8111eda35df29f570c0793,dmso,24,-1.94766280136432,2.73498601383541,#000000,#F29727
415ff70afb8111eda35df29f570c0793,dmso,24,-0.62780773721065,4.49116987652157,#000000,#F29727
4166c652fb8111eda35df29f570c0793,dmso,24,0.862955599209409,9.35500044292782,#000000,#F29727
41677e8afb8111eda35df29f570c0793,dmso,24,0.0986285797563606,7.96389812893245,#000000,#F29727
4173cbaefb8111eda35df29f570c0793,dmso,24,-2.00821396789874,2.99747485584591,#000000,#F29727
41debd56fb8111eda35df29f570c0793,dmso,24,0.833875446697813,9.14590830273006,#000000,#F29727
41e074a2fb8111eda35df29f570c0793,dmso,24,1.02121642150555,8.57903856701229,#000000,#F29727
41ed0992fb8111eda35df29f570c0793,dmso,24,0.498799114605528,9.53742975658748,#000000,#F29727
41efd5d2fb8111eda35df29f570c0793,dmso,24,-0.0779657670053429,7.36330170101497,#000000,#F29727
420c4668fb8111eda35df29f570c0793,dmso,24,-0.75662174902286,7.93698830074642,#000000,#F29727
420df5e4fb8111eda35df29f570c0793,dmso,24,0.182959764381986,7.6374382442889,#000000,#F29727
42229f3afb8111eda35df29f570c0793,dmso,24,-1.12426039657916,7.532198852962,#000000,#F29727
42391134fb8111eda35df29f570c0793,dmso,24,-0.563046053865809,9.17304319805477,#000000,#F29727
423bd496fb8111eda35df29f570c0793,dmso,24,1.24973729171429,8.45267862743709,#000000,#F29727
42495ca6fb8111eda35df29f570c0793,dmso,24,0.351662128349882,1.37966198391292,#000000,#F29727
4265137efb8111eda35df29f570c0793,dmso,24,-0.531181246856112,8.74672407574032,#000000,#F29727
4272f674fb8111eda35df29f570c0793,dmso,24,-1.24091801128711,7.52772993511532,#000000,#F29727
428944ecfb8111eda35df29f570c0793,dmso,24,1.19593480147992,8.48565382427547,#000000,#F29727
428e0784fb8111eda35df29f570c0793,dmso,24,-0.267119937458891,7.64501470989559,#000000,#F29727
428fb8e0fb8111eda35df29f570c0793,dmso,24,0.563715367695432,3.1731409496722,#000000,#F29727
4305b82efb8111eda35df29f570c0793,dmso,24,-1.01679137430515,7.37970442242,#000000,#F29727
431b657afb8111eda35df29f570c0793,dmso,24,1.6631346038786,5.2425670093951,#000000,#F29727
432744e4fb8111eda35df29f570c0793,dmso,24,-0.300249182501692,7.63171095318172,#000000,#F29727
432abe30fb8111eda35df29f570c0793,dmso,24,-1.21665367565479,7.51320023006771,#000000,#F29727
4333dda8fb8111eda35df29f570c0793,dmso,24,-1.46578452072467,7.33027309841488,#000000,#F29727
43342f10fb8111eda35df29f570c0793,dmso,24,-1.64929315529193,7.10573334163997,#000000,#F29727
433f2ad2fb8111eda35df29f570c0793,dmso,24,-0.243702568927664,8.12218183941219,#000000,#F29727
434164d2fb8111eda35df29f570c0793,dmso,24,1.55146816291485,1.98499674267147,#000000,#F29727
43500096fb8111eda35df29f570c0793,dmso,24,-0.702537746051211,8.01743311352108,#000000,#F29727
4363cf22fb8111eda35df29f570c0793,dmso,24,4.13973119773541,3.31799644893978,#000000,#F29727
4372a0bafb8111eda35df29f570c0793,dmso,24,2.31464126624737,0.675561911529042,#000000,#F29727
4383f9b4fb8111eda35df29f570c0793,dmso,24,1.92495325126324,0.0980056841951985,#000000,#F29727
4385f9f8fb8111eda35df29f570c0793,dmso,24,-1.96059081039752,7.70752520031307,#000000,#F29727
4387636afb8111eda35df29f570c0793,dmso,24,0.489956527134519,7.70998520321224,#000000,#F29727
4397bfc6fb8111eda35df29f570c0793,dmso,24,1.01395156898175,8.87370485729549,#000000,#F29727
44892492fb8111eda35df29f570c0793,dmso,24,0.233216791531187,7.92301554149959,#000000,#F29727
449d8680fb8111eda35df29f570c0793,dmso,24,1.22978678264294,8.99094957775448,#000000,#F29727
44a2bfd8fb8111eda35df29f570c0793,dmso,24,4.20700767554913,3.26371783680294,#000000,#F29727
