aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,n_up,n_dn,max_logFC,y,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,experiment,x,fill
t_cd8_naive,4,dexamethasone,dmso,601,VMP1,-0.0358501554016114,0.0687353234685163,0.0117725757817748,0.468550869273396,0.853139354383016,1,up,NA,NA,NA,NA,CD8 Naive,#8DC63F,5,3,CD8 Naive 4 hr,5,#FEFCFC
t_cd8_naive,4,dexamethasone,dmso,601,ZFP36L2,-0.00292998497890673,-0.0450812545956073,-0.0119164321122275,0.949730110035617,0.988832701077721,-1,dn,NA,NA,NA,NA,CD8 Naive,#8DC63F,5,3,CD8 Naive 4 hr,5,#FCFCFE
t_cd8_naive,4,dexamethasone,dmso,601,ZNF589,0.0189503254718341,0.0268605189171389,0.00688419305086088,0.85218333649595,0.967074563049524,1,up,NA,NA,NA,NA,CD8 Naive,#8DC63F,5,3,CD8 Naive 4 hr,5,#FEFDFD
t_cd4_cm,24,dexamethasone,dmso,981,ABCC1,0.230885471371997,0.696025964840147,0.412858633537286,1.01539098815283e-24,1.34901945568877e-22,1,up,1,0,0.600880231732503,58,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#DEB8B8
t_cd4_cm,24,dexamethasone,dmso,981,ABLIM1,-0.0751873581687546,-0.624933328167529,-0.274777651501413,5.99240752133131e-12,3.25607005360758e-10,-1,dn,0,1,-0.36591125930808,37,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D0D0E9
t_cd4_cm,24,dexamethasone,dmso,981,AC079793.1,-0.211455354458324,-0.984503914785376,-0.501177139303881,1.13661565717973e-31,2.16215296604417e-29,-1,dn,0,2,-0.510175004525625,16,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#A9A9D8
t_cd4_cm,24,dexamethasone,dmso,981,ACTB,-0.254004236700055,-0.836382606564662,-0.476974655251025,9.97177973015788e-31,1.81443035524829e-28,-1,dn,0,4,-0.476974655251025,21,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#ADADDA
t_cd4_cm,24,dexamethasone,dmso,981,ADK,-0.0227130085368182,-0.0331861689585309,-0.0291299953430397,0.71476342076697,0.898014084632173,-1,dn,0,3,-0.541411369529066,12,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F9F9FC
t_cd4_cm,24,dexamethasone,dmso,981,AHR,0.104101371466004,0.065989663251482,0.0830563307004342,0.00145990768341333,0.0190037749769355,1,up,NA,NA,NA,NA,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F8F0F0
t_cd4_cm,24,dexamethasone,dmso,981,ANKRD33B,0.133575885278341,2.39113266331242,0.284265330721845,2.02169895319543e-39,6.26726675490584e-37,1,up,1,0,0.420835469637229,52,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E8CECE
t_cd4_cm,24,dexamethasone,dmso,981,APOBEC3G,-0.0462953253195671,0.226077050925727,0.0117777816727433,0.279067824182224,0.630955615452516,1,up,NA,NA,NA,NA,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#FEFCFC
t_cd4_cm,24,dexamethasone,dmso,981,ARHGAP15,-0.535231604591968,-2.67208047379723,-0.569706296423917,4.35038576220634e-81,5.20181840423815e-78,-1,dn,0,6,-0.585609324480229,8,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#9E9ED2
t_cd4_cm,24,dexamethasone,dmso,981,ARHGAP25,-0.0851572902262232,-0.700451633880033,-0.359207622485315,2.02018667978048e-14,1.34198115156846e-12,-1,dn,0,5,-0.656768157723624,4,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C1C1E3
t_cd4_cm,24,dexamethasone,dmso,981,ARID5B,0.280240828407353,1.14774992784312,0.542128212252415,7.0646563038285e-35,1.68946209322984e-32,1,up,1,0,0.872375451657551,78,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D5A2A2
t_cd4_cm,24,dexamethasone,dmso,981,B2M,-0.323713121061885,0.868102593633522,-0.321162716753575,6.7176281778636e-38,1.93884647754201e-35,-1,dn,0,6,-0.443376143707891,25,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C8C8E6
t_cd4_cm,24,dexamethasone,dmso,981,BCL2,0.448678219594668,0.249616360840513,0.459994911765278,5.70184495129884e-45,2.27259248773197e-42,1,up,7,0,0.622003783714723,61,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#DBB0B0
t_cd4_cm,24,dexamethasone,dmso,981,CCND3,0.343075266708732,1.25304216672491,0.695864698134187,1.14945748454592e-56,6.87211367546381e-54,1,up,7,0,0.922233348366441,79,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C98888
t_cd4_cm,24,dexamethasone,dmso,981,CD3D,-0.0862893047243536,-0.472461431975433,-0.230048467909137,7.20175833684335e-09,2.66719987961853e-07,-1,dn,0,2,-0.335753707738634,42,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7D7ED
t_cd4_cm,24,dexamethasone,dmso,981,CD44,-0.1610869679014,-0.610554177146943,-0.339560990469947,6.46647180139302e-17,5.10607254506223e-15,-1,dn,0,2,-0.37747846889517,34,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C5C5E4
t_cd4_cm,24,dexamethasone,dmso,981,CD52,-0.194370617917931,-0.611549488967873,-0.333476582391121,3.6359998856169e-21,3.66666494489319e-19,-1,dn,0,3,-0.493559633782833,18,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C6C6E5
t_cd4_cm,24,dexamethasone,dmso,981,CDK6,-0.106043100934992,-0.551935811653451,-0.308840458072788,1.23891542232914e-10,5.76095671383049e-09,-1,dn,0,2,-0.565035089947413,9,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CACAE7
t_cd4_cm,24,dexamethasone,dmso,981,CELF2,0.502059420021758,0.825702560079984,0.624340288591928,1.81697829221912e-61,1.26734235882284e-58,1,up,1,0,0.624340288591928,62,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CE9494
t_cd4_cm,24,dexamethasone,dmso,981,CEMIP2,0.657769994795349,1.74461595101435,1.11621167371827,1.14389193646105e-138,4.78718775408948e-135,1,up,11,0,1.37669052707503,86,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#A84141
t_cd4_cm,24,dexamethasone,dmso,981,CHKA,0.0733029698824021,0.372307315476865,0.0301464407030258,0.0837172559137797,0.348094104321081,1,up,1,0,0.682844716381767,66,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#FCF9F9
t_cd4_cm,24,dexamethasone,dmso,981,CMTM6,-0.118165439571543,-0.343347382532366,-0.206060677304896,1.23825096547765e-06,3.3869805820418e-05,-1,dn,0,1,-0.427159564267675,27,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#DBDBEE
t_cd4_cm,24,dexamethasone,dmso,981,CXCR4,0.441139862239499,1.88273331612821,0.898092246512361,1.88964908198131e-115,3.95409070404589e-112,1,up,8,0,1.20839003612638,84,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#B96666
t_cd4_cm,24,dexamethasone,dmso,981,CYTH1,0.150114116220933,0.397648334669528,0.239358453035356,4.98786099147354e-10,2.14897555370609e-08,1,up,2,0,0.663067507910492,64,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#ECD6D6
t_cd4_cm,24,dexamethasone,dmso,981,DPYD,-0.222028563958434,-0.892938569842182,-0.413818528767791,1.4653768804221e-22,1.70350062349069e-20,-1,dn,0,1,-0.413424941435351,30,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#B8B8DE
t_cd4_cm,24,dexamethasone,dmso,981,EMP3,-0.188364900105519,-0.556215892712421,-0.304546679310059,2.16757067207583e-19,1.99368862915106e-17,-1,dn,0,1,-0.326489645798958,44,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CACAE7
t_cd4_cm,24,dexamethasone,dmso,981,ERBIN,-0.011839655170607,-0.0670212976153442,-0.0350793972437922,0.705963955855757,0.893125500379789,-1,dn,0,1,-0.36454897311418,39,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F8F8FC
t_cd4_cm,24,dexamethasone,dmso,981,ETS1,0.254521770259424,0.957227062835703,0.506044774989004,2.57225585086914e-32,5.12613844566064e-30,1,up,1,0,0.650544180753631,63,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7A8A8
t_cd4_cm,24,dexamethasone,dmso,981,FAM102B,0.0285309917156314,-0.220976696606518,-0.0416146860887681,0.144525076962774,0.464414229756062,-1,dn,0,1,-0.43378741515776,26,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F7F7FB
t_cd4_cm,24,dexamethasone,dmso,981,FBXL8,0.255600035496614,1.41938342536945,0.614343585686583,4.416911212251e-59,2.84381129588776e-56,1,up,1,0,0.614343585686583,59,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CF9696
t_cd4_cm,24,dexamethasone,dmso,981,FKBP5,0.50032173115536,2.44305645933509,1.25227133782827,9.64325732039209e-133,2.69046879238939e-129,1,up,10,0,1.57624202349701,87,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#9E2A2A
t_cd4_cm,24,dexamethasone,dmso,981,GBP2,-0.112754917558487,-0.867708184996287,-0.307568133089761,1.1948001123903e-19,1.11116410452297e-17,-1,dn,0,2,-0.521743372156035,13,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CACAE7
t_cd4_cm,24,dexamethasone,dmso,981,GPR171,0.497705454347918,1.01673075035489,0.766172723459447,8.6454747835196e-66,6.57842035800537e-63,1,up,2,0,0.766172723459447,73,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C37C7C
t_cd4_cm,24,dexamethasone,dmso,981,GRAP2,-0.161165061585464,-1.14401761968049,-0.563492957540533,1.35181488140399e-37,3.77156351911712e-35,-1,dn,0,8,-0.615305683475202,5,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#9F9FD3
t_cd4_cm,24,dexamethasone,dmso,981,GSTK1,-0.16247444426939,-0.916795134478877,-0.449781912132981,1.40428285419328e-30,2.50081861480803e-28,-1,dn,0,1,-0.449781912132981,23,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#B2B2DC
t_cd4_cm,24,dexamethasone,dmso,981,HLA-A,-0.215098143761272,-0.312956696457385,-0.233798275198315,1.90106887353098e-15,1.35999542491063e-13,-1,dn,0,2,-0.361516298042463,41,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7D7EC
t_cd4_cm,24,dexamethasone,dmso,981,HLA-B,-0.275056781163676,-0.0700255058394381,-0.274247609565572,2.70066278953124e-26,4.03652634792438e-24,-1,dn,0,3,-0.377207561361681,35,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D0D0E9
t_cd4_cm,24,dexamethasone,dmso,981,IFNGR2,0.12051548464116,0.778075055609441,0.333760285168149,4.97538931647961e-18,4.16440085789343e-16,1,up,1,0,0.692624986116928,67,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E5C6C6
t_cd4_cm,24,dexamethasone,dmso,981,IGF1R,-0.140648817590718,-0.265423535251928,-0.124724645754152,0.000358994857815091,0.0058790120835438,-1,dn,0,2,-0.551603558247237,11,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E9E9F5
t_cd4_cm,24,dexamethasone,dmso,981,IKZF3,0.0138843109458236,-0.212902911331849,-0.0688059644021855,0.0918102184262689,0.362617125528367,-1,dn,0,1,-0.37678201165918,36,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F3F3F9
t_cd4_cm,24,dexamethasone,dmso,981,IL7R,0.368631219618664,1.13716316047972,0.695857711192635,1.78774465053906e-52,8.80201336765408e-50,1,up,4,0,1.14906238637352,81,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C98888
t_cd4_cm,24,dexamethasone,dmso,981,IPCEF1,0.165886486210704,0.322331705127138,0.148915522556153,6.16476458370316e-08,2.03145982541714e-06,1,up,3,0,0.734476200458659,71,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F3E5E5
t_cd4_cm,24,dexamethasone,dmso,981,ITGA4,-0.129050164944219,-0.0538575448945287,-0.118979988016765,0.00622125973655115,0.0609741732961746,-1,dn,0,1,-0.606116261961892,7,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#EAEAF5
t_cd4_cm,24,dexamethasone,dmso,981,LCP2,0.00931326825221547,-0.0831665796781525,-0.0269198199244252,0.648621879406693,0.866416394930422,-1,dn,0,4,-0.473717894926762,22,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#FAFAFC
t_cd4_cm,24,dexamethasone,dmso,981,LDLRAD4,0.379919323656627,1.4456262490479,0.879428287759108,1.20338653928703e-70,1.11914948153694e-67,1,up,5,0,1.27849798959855,85,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#BB6969
t_cd4_cm,24,dexamethasone,dmso,981,LRRN3,-0.130205904540588,-0.321664517480081,-0.0302422075045782,0.0543945670768567,0.267813250843112,-1,dn,0,1,-0.613206162240751,6,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F9F9FC
t_cd4_cm,24,dexamethasone,dmso,981,LTB,-0.545968270714712,-1.47549951781755,-0.97125900285767,1.71049602412477e-87,2.38614195365406e-84,-1,dn,0,6,-1.10055086748786,1,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#5959B3
t_cd4_cm,24,dexamethasone,dmso,981,MACF1,-0.0420377197920766,-0.393283621242167,-0.164346280263053,0.000309466104604706,0.00519677276276398,-1,dn,0,1,-0.41605802884862,28,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E2E2F2
t_cd4_cm,24,dexamethasone,dmso,981,MALAT1,-0.105568994253578,-6.39324036321781e-17,-0.105563670161003,7.94972043506034e-19,6.85970722076856e-17,-1,dn,0,1,-0.13125225993686,51,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#EDEDF6
t_cd4_cm,24,dexamethasone,dmso,981,MBNL1,0.363980056356522,-0.350232000843219,0.363570792823017,6.9742166692453e-33,1.42376081759959e-30,1,up,4,0,0.764583033765821,72,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E2C1C1
t_cd4_cm,24,dexamethasone,dmso,981,MIAT,-0.106777874699553,-0.725952636616595,-0.189560224640634,3.73390740950409e-11,1.83840029514995e-09,-1,dn,0,1,-0.288070659230574,48,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#DEDEF0
t_cd4_cm,24,dexamethasone,dmso,981,NAP1L4,0.265959831491883,0.824813178040919,0.506357118897648,7.91493920736806e-34,1.79048759907218e-31,1,up,1,0,0.556638737206721,54,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7A8A8
t_cd4_cm,24,dexamethasone,dmso,981,NFAT5,-0.0410873595809551,-0.079852658666765,-0.0526466452525191,0.253785557509563,0.608998026477938,-1,dn,0,1,-0.448069955099617,24,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F5F5FA
t_cd4_cm,24,dexamethasone,dmso,981,PARP8,0.155183967487541,0.113020450378001,0.145193118246765,1.05161449384147e-05,0.000243149539045665,1,up,2,0,0.666242731972523,65,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F3E6E6
t_cd4_cm,24,dexamethasone,dmso,981,PIK3IP1,0.257140496183176,1.57012772171956,0.686338841029201,1.20294349697294e-76,1.25857963370794e-73,1,up,4,0,0.719600352767246,69,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C98A8A
t_cd4_cm,24,dexamethasone,dmso,981,PRKX,-0.196186620223664,-1.24347691992975,-0.555595050193625,5.38286978433506e-44,1.95889652586454e-41,-1,dn,0,2,-0.555595050193625,10,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#A0A0D4
t_cd4_cm,24,dexamethasone,dmso,981,PTP4A2,0.124197001387546,0.502202169493914,0.255520576239716,3.97597816563216e-12,2.17509393766936e-10,1,up,1,0,0.5396938712271,53,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#EBD3D3
t_cd4_cm,24,dexamethasone,dmso,981,PTPRC,-0.234906021079271,-1.12050417110179,-0.304055128995642,6.87120142266719e-22,7.37332768047748e-20,-1,dn,0,2,-0.362242432771102,40,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CBCBE7
t_cd4_cm,24,dexamethasone,dmso,981,RAB27A,0.037821915701925,0.0495936344219934,0.0206051914994274,0.437268712384468,0.76065454726557,1,up,NA,NA,NA,NA,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#FDFBFB
t_cd4_cm,24,dexamethasone,dmso,981,RBMS1,0.322306360883469,0.684820142703646,0.505969482993176,1.362235421425e-29,2.32692050557699e-27,1,up,1,0,0.557047609787004,55,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7A8A8
t_cd4_cm,24,dexamethasone,dmso,981,SAMHD1,0.0908619853759864,0.23173929207886,0.154010679314095,0.000373324669183126,0.00606743200206362,1,up,1,0,0.7155150051157,68,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F3E4E4
t_cd4_cm,24,dexamethasone,dmso,981,SLC4A7,0.270840969812749,0.481603405803459,0.366654780806116,2.28808471662461e-21,2.36338265046179e-19,1,up,1,0,0.585242400575187,56,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E2C0C0
t_cd4_cm,24,dexamethasone,dmso,981,SLCO3A1,-0.0193926358060561,-0.408929169550488,-0.186500082767018,5.14135021683504e-05,0.00101733100035246,-1,dn,0,2,-0.493231840161306,19,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#DFDFF0
t_cd4_cm,24,dexamethasone,dmso,981,SMAP2,0.232057609861165,1.53272956452112,0.697940505922927,1.27169651014714e-69,1.06440997899316e-66,1,up,6,0,0.819260474657097,75,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C88888
t_cd4_cm,24,dexamethasone,dmso,981,SNX9,0.081300319401676,0.941669198195784,0.303045746180495,2.54900537435692e-18,2.17705867177219e-16,1,up,1,0,0.771239359073471,74,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E7CBCB
t_cd4_cm,24,dexamethasone,dmso,981,SOS1,-0.585378067871608,-1.73867970545563,-0.856181790851129,6.47710715294191e-93,1.08426773740248e-89,-1,dn,0,7,-0.856181790851129,2,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#6D6DBC
t_cd4_cm,24,dexamethasone,dmso,981,SRD5A1,0.317693407243585,1.34700306768788,0.519610506000396,3.78215853588798e-48,1.66614036554644e-45,1,up,2,0,0.83204441137656,77,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D6A6A6
t_cd4_cm,24,dexamethasone,dmso,981,STAT1,-0.32500304445032,-0.582408146972622,-0.321581423023883,1.06214812603185e-22,1.27002568784094e-20,-1,dn,0,4,-0.833351739994824,3,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C8C8E6
t_cd4_cm,24,dexamethasone,dmso,981,STAT5B,-0.0397852881460121,-0.269122426608746,-0.126072128988797,0.00456060040820323,0.0475533786678377,-1,dn,0,1,-0.329293955145895,43,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E9E9F5
t_cd4_cm,24,dexamethasone,dmso,981,SYTL3,0.135518704664519,1.16218359553199,0.383964022910202,1.91646429502424e-28,3.20816122987058e-26,1,up,1,0,0.588855996854122,57,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E1BDBD
t_cd4_cm,24,dexamethasone,dmso,981,TAF4B,0.199336800092573,0.437011486418611,0.247727394523181,8.77275618208683e-12,4.56074343130849e-10,1,up,4,0,1.19559764242652,83,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#EBD4D4
t_cd4_cm,24,dexamethasone,dmso,981,TMEM131L,-0.00458337341007234,-0.175179754578815,-0.0710869581359959,0.209242404787813,0.556173899791264,-1,dn,0,1,-0.513453561669521,15,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F2F2F9
t_cd4_cm,24,dexamethasone,dmso,981,TNFRSF4,-0.12852198641894,-1.38120615278348,-0.235021275253026,2.39512874994234e-22,2.70908481581316e-20,-1,dn,0,1,-0.323236303263094,45,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D7D7EC
t_cd4_cm,24,dexamethasone,dmso,981,TNFSF8,0.215724046027769,1.34448530127094,0.610368538509759,2.80411341624766e-54,1.46690183087456e-51,1,up,7,0,0.727820098775824,70,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CF9797
t_cd4_cm,24,dexamethasone,dmso,981,TRAC,-0.164876003578023,-0.795992621875318,-0.369728325981988,5.35566184434766e-24,6.89644455956767e-22,-1,dn,0,4,-0.490173744495978,20,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#C0C0E2
t_cd4_cm,24,dexamethasone,dmso,981,TRBC1,-0.204377733529085,-1.02372224177843,-0.299434236914696,1.2134764104078e-22,1.43053486691737e-20,-1,dn,0,1,-0.364693355452773,38,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#CCCCE7
t_cd4_cm,24,dexamethasone,dmso,981,TRBC2,-0.242638823110035,-0.796308380150982,-0.403310987065994,3.23174029738226e-27,5.20185890174799e-25,-1,dn,0,2,-0.500693346707963,17,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#BABADF
t_cd4_cm,24,dexamethasone,dmso,981,TSC22D3,0.191685438358378,1.52312115784567,0.48320195050358,1.90136236409186e-50,8.84133499302713e-48,1,up,1,0,0.617969431136,60,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D9ACAC
t_cd4_cm,24,dexamethasone,dmso,981,TXNIP,0.768453194344979,2.11714279901454,1.17309713911895,1.09075657579175e-151,9.12963253937699e-148,1,up,9,0,1.17309713911895,82,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#A43737
t_cd4_cm,24,dexamethasone,dmso,981,UGCG,0.260553651108511,0.962722323749658,0.527776366254614,3.44493027279919e-41,1.10900255320497e-38,1,up,5,0,0.925677037501072,80,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D6A5A5
t_cd4_cm,24,dexamethasone,dmso,981,UTRN,-0.0633261388045919,-0.241666097207649,-0.132887878439037,0.00509739024328769,0.0517769026924806,-1,dn,0,2,-0.394693675835673,32,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#E8E8F4
t_cd4_cm,24,dexamethasone,dmso,981,VIM,-0.127615182773622,-0.402761998736138,-0.237655443095017,4.43582550799917e-09,1.69533605031749e-07,-1,dn,0,4,-0.415409446631875,29,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D6D6EC
t_cd4_cm,24,dexamethasone,dmso,981,VMP1,-0.160684521566938,-1.0337801209623,-0.517880739191384,5.13753153207105e-32,1.0000264865915e-29,-1,dn,0,1,-0.517880739191384,14,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#A6A6D6
t_cd4_cm,24,dexamethasone,dmso,981,ZFP36L2,0.29687900277888,0.720513611897113,0.489786198859984,5.9964718083006e-33,1.2547617258869e-30,1,up,2,0,0.828786576906648,76,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#D9ABAB
t_cd4_cm,24,dexamethasone,dmso,981,ZNF589,0.0552481090663215,-0.366477702715479,-0.0533795130522895,0.00243820449074437,0.0291615893897481,-1,dn,0,1,-0.203047770383752,49,CD4 CM,#00AEEF,2,6,CD4 CM 24 hr,9,#F5F5FA
t_cd4_em,24,dexamethasone,dmso,401,ABCC1,0.116956724146474,0.166070423328053,0.0881236731592987,0.0388345821053233,0.374132455701816,1,up,1,0,0.600880231732503,58,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#F8F0F0
t_cd4_em,24,dexamethasone,dmso,401,ABLIM1,-0.0324946659299401,-0.291130547508361,-0.122004927213027,0.116957943572193,0.575866119898511,-1,dn,0,1,-0.36591125930808,37,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#EAEAF5
t_cd4_em,24,dexamethasone,dmso,401,AC079793.1,-0.2503627823354,-0.907604283460517,-0.510175004525625,3.46735265964308e-14,8.08388505791072e-12,-1,dn,0,2,-0.510175004525625,16,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#A8A8D7
t_cd4_em,24,dexamethasone,dmso,401,ACTB,-0.245871960951549,-0.758469905817553,-0.45453799693672,5.83519676431635e-14,1.32264459991171e-11,-1,dn,0,4,-0.476974655251025,21,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#B1B1DB
t_cd4_em,24,dexamethasone,dmso,401,ADK,-0.0400927905341014,0.0760521711620342,0.0036875351650032,0.60776761189665,0.913162164072301,1,up,NA,NA,NA,NA,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#FEFEFE
t_cd4_em,24,dexamethasone,dmso,401,AHR,0.0378426146637896,-0.061553220629665,-0.0105312829934747,0.69070557495908,0.935819939621445,-1,dn,0,1,-0.39618438948002,31,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#FCFCFE
t_cd4_em,24,dexamethasone,dmso,401,ANKRD33B,0.27616318509826,3.94695818637787,0.420835469637229,4.53258994610491e-31,2.84507184309354e-28,1,up,1,0,0.420835469637229,52,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#DEB7B7
t_cd4_em,24,dexamethasone,dmso,401,APOBEC3G,0.0421109080597284,-0.409729077506976,-0.0412534924143503,0.183524835799988,0.680957360247641,-1,dn,0,1,-0.303377201629933,46,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#F7F7FB
t_cd4_em,24,dexamethasone,dmso,401,ARHGAP15,-0.512552957964481,-2.70836723108466,-0.553126549174305,6.00885277752067e-32,4.45747624223352e-29,-1,dn,0,6,-0.585609324480229,8,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#A1A1D4
t_cd4_em,24,dexamethasone,dmso,401,ARHGAP25,-0.0820079207002036,-0.623142747362835,-0.312992028434112,1.73734837207716e-05,0.00117475481220785,-1,dn,0,5,-0.656768157723624,4,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#C9C9E6
t_cd4_em,24,dexamethasone,dmso,401,ARID5B,0.256670800834613,0.710153549883258,0.480427499940244,9.32983210107348e-11,1.55370265193387e-08,1,up,1,0,0.872375451657551,78,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#D9ADAD
t_cd4_em,24,dexamethasone,dmso,401,B2M,-0.334159447348549,-0.051512326598113,-0.333828972315456,1.39279962128507e-16,3.9190499688573e-14,-1,dn,0,6,-0.443376143707891,25,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#C6C6E5
t_cd4_em,24,dexamethasone,dmso,401,BCL2,0.27389616443537,-0.310577700739175,0.218820527205182,9.6340655550382e-08,1.10723908350862e-05,1,up,7,0,0.622003783714723,61,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#EED9D9
t_cd4_em,24,dexamethasone,dmso,401,CCND3,0.471914810541776,1.23992664443751,0.806518715780519,5.17556226274348e-33,4.22325880639868e-30,1,up,7,0,0.922233348366441,79,CD4 EM,#1C75BC,3,5,CD4 EM 24 hr,10,#C07575
