aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,n_up,n_dn,max_logFC,y,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,experiment,x,fill
t_cd4_cm,4,dexamethasone,dmso,981,ABCC1,0.263204417216574,1.07618343563458,0.559370446696053,3.9118648511414e-41,1.70926761412373e-38,1,up,1,0,0.600880231732503,58,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D3A0A0
t_cd4_cm,4,dexamethasone,dmso,981,ABLIM1,-0.0795048042102224,-0.520321038328421,-0.246756007373202,1.64592771153157e-08,7.31368443570386e-07,-1,dn,0,1,-0.36591125930808,37,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D5D5EB
t_cd4_cm,4,dexamethasone,dmso,981,AC079793.1,-0.158179808624412,-0.539751893458266,-0.322505077061767,4.77649168147444e-13,3.44652358484371e-11,-1,dn,0,2,-0.510175004525625,16,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C7C7E5
t_cd4_cm,4,dexamethasone,dmso,981,ACTB,-0.0588966464906001,-0.297387565819737,-0.152480494994657,0.000380252603754701,0.00733011453071255,-1,dn,0,4,-0.476974655251025,21,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E4E4F3
t_cd4_cm,4,dexamethasone,dmso,981,ADK,-0.357342234085773,-0.881980358038271,-0.541411369529066,8.67058652346942e-29,2.19981170990603e-26,-1,dn,0,3,-0.541411369529066,12,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#A3A3D5
t_cd4_cm,4,dexamethasone,dmso,981,AHR,-0.0653077570599483,-0.188450290936678,-0.116774669552896,0.0252624907572785,0.187797249344041,-1,dn,0,1,-0.39618438948002,31,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EBEBF5
t_cd4_cm,4,dexamethasone,dmso,981,ANKRD33B,-0.0227796199377504,1.72155048208759,0.108475941051306,2.28902510577959e-12,1.57922653131197e-10,1,up,1,0,0.420835469637229,52,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F6ECEC
t_cd4_cm,4,dexamethasone,dmso,981,ARHGAP15,-0.379212750750979,-0.803661956508,-0.48870580340266,6.56230338323296e-31,2.06450064436509e-28,-1,dn,0,6,-0.585609324480229,8,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#ABABD9
t_cd4_cm,4,dexamethasone,dmso,981,ARHGAP25,-0.302466300209927,-1.16323830769983,-0.656768157723624,3.00853372863774e-44,1.69015126969542e-41,-1,dn,0,5,-0.656768157723624,4,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#8F8FCC
t_cd4_cm,4,dexamethasone,dmso,981,ARID5B,0.135173728391117,0.581161922575317,0.190115686919037,6.1213791805265e-07,2.1784908260109e-05,1,up,1,0,0.872375451657551,78,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F0DEDE
t_cd4_cm,4,dexamethasone,dmso,981,B2M,-0.165446951490356,-0.20311397844091,-0.167468270493536,3.69103771273391e-11,2.28582768587813e-09,-1,dn,0,6,-0.443376143707891,25,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E2E2F2
t_cd4_cm,4,dexamethasone,dmso,981,BCL2,0.52577220976039,2.08068034046103,0.602108443896115,1.13912825980434e-77,1.49320729389352e-74,1,up,7,0,0.622003783714723,61,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D09898
t_cd4_cm,4,dexamethasone,dmso,981,CCND3,0.256317312106259,1.42106009457989,0.591488432380002,2.65848142428238e-53,2.09089564019809e-50,1,up,7,0,0.922233348366441,79,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D19A9A
t_cd4_cm,4,dexamethasone,dmso,981,CD3D,-0.0512224901752597,-0.502341938324203,-0.177976132068603,1.31042403727835e-07,5.20529548141124e-06,-1,dn,0,2,-0.335753707738634,42,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E0E0F1
t_cd4_cm,4,dexamethasone,dmso,981,CD44,-0.140647267159642,-0.0922419601352319,-0.142506823880001,1.43608018854134e-06,4.80628539696922e-05,-1,dn,0,2,-0.37747846889517,34,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E6E6F3
t_cd4_cm,4,dexamethasone,dmso,981,CD52,-0.0453734096871385,-0.10042522344417,-0.0270457822261032,0.180768307005575,0.526417677354823,-1,dn,0,3,-0.493559633782833,18,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FAFAFC
t_cd4_cm,4,dexamethasone,dmso,981,CDK6,-0.0752684157529229,-0.718423715912743,-0.386249861170319,2.34319481919965e-14,1.91971117218804e-12,-1,dn,0,2,-0.565035089947413,9,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#BDBDE1
t_cd4_cm,4,dexamethasone,dmso,981,CELF2,0.241539476541313,1.24074638920973,0.321678100108123,4.36857408767768e-22,6.871767039917e-20,1,up,1,0,0.624340288591928,62,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E6C8C8
t_cd4_cm,4,dexamethasone,dmso,981,CEMIP2,0.796558861026994,2.62139264739769,1.37669052707503,5.67946368909021e-208,4.46689819146945e-204,1,up,11,0,1.37669052707503,86,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#941414
t_cd4_cm,4,dexamethasone,dmso,981,CHKA,0.0719519082152685,0.574060168814508,0.113991892875464,2.11664434283165e-05,0.000564318906995626,1,up,1,0,0.682844716381767,66,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F6EBEB
t_cd4_cm,4,dexamethasone,dmso,981,CMTM6,-0.0146330173042839,-0.0821471841969186,-0.0440178076430076,0.625466073966199,0.852787165872263,-1,dn,0,1,-0.427159564267675,27,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F7F7FB
t_cd4_cm,4,dexamethasone,dmso,981,CXCR4,0.228303106565451,0.727283251103876,0.425356558049363,4.65850508916153e-26,9.64187961217248e-24,1,up,8,0,1.20839003612638,84,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#DEB6B6
t_cd4_cm,4,dexamethasone,dmso,981,CYTH1,0.368394662659964,1.09925695833964,0.59428208274401,7.71491798679655e-54,7.58472874576936e-51,1,up,2,0,0.663067507910492,64,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D19A9A
t_cd4_cm,4,dexamethasone,dmso,981,DPYD,-0.090797280335194,-0.322676855703015,-0.202316871520075,6.71331993148678e-05,0.0016246234234198,-1,dn,0,1,-0.413424941435351,30,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#DCDCEF
t_cd4_cm,4,dexamethasone,dmso,981,EMP3,-0.142152501181363,-0.583405107128432,-0.286788210717595,3.40389257665259e-15,2.94193572696403e-13,-1,dn,0,1,-0.326489645798958,44,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#CECEE8
t_cd4_cm,4,dexamethasone,dmso,981,ERBIN,-0.0670490918252847,-0.138999689602511,-0.102478968628168,0.0234929932730861,0.18061817408878,-1,dn,0,1,-0.36454897311418,39,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EDEDF7
t_cd4_cm,4,dexamethasone,dmso,981,ETS1,0.15478353293895,0.39470665939847,0.218556257237774,3.18960413994475e-09,1.61846687488164e-07,1,up,1,0,0.650544180753631,63,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EED9D9
t_cd4_cm,4,dexamethasone,dmso,981,FAM102B,0.0410675277459529,-0.077269888353845,-0.0139683281777573,0.275483316015537,0.636201941116801,-1,dn,0,1,-0.43378741515776,26,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FCFCFD
t_cd4_cm,4,dexamethasone,dmso,981,FBXL8,0.0604730715191038,0.526509231421366,0.142482838600781,1.08294956727351e-06,3.68718543143124e-05,1,up,1,0,0.614343585686583,59,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F4E7E7
t_cd4_cm,4,dexamethasone,dmso,981,FKBP5,0.410116563751816,1.9890229199358,0.978923045348897,5.10169365866864e-78,8.02496412508577e-75,1,up,10,0,1.57624202349701,87,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#B35858
t_cd4_cm,4,dexamethasone,dmso,981,GBP2,-0.0526719036530971,-0.556056628681532,-0.232253577323698,4.49416625969172e-09,2.20916360202971e-07,-1,dn,0,2,-0.521743372156035,13,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D7D7ED
t_cd4_cm,4,dexamethasone,dmso,981,GPR171,0.175615338618716,0.974055953441037,0.332538435790517,4.03819792066994e-20,5.4759356286326e-18,1,up,2,0,0.766172723459447,73,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E5C6C6
t_cd4_cm,4,dexamethasone,dmso,981,GRAP2,-0.266663012297297,-1.05752860734612,-0.611882787087086,7.08004402272368e-44,3.71230308258145e-41,-1,dn,0,8,-0.615305683475202,5,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#9696CF
t_cd4_cm,4,dexamethasone,dmso,981,GSTK1,-0.0850878338254859,-0.546672115833426,-0.230308142069194,1.16029782366032e-10,6.75980917265808e-09,-1,dn,0,1,-0.449781912132981,23,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D7D7ED
t_cd4_cm,4,dexamethasone,dmso,981,HLA-A,-0.246761558078433,-0.309103258420462,-0.268650706468683,2.59046963462179e-18,2.99618289357359e-16,-1,dn,0,2,-0.361516298042463,41,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D1D1EA
t_cd4_cm,4,dexamethasone,dmso,981,HLA-B,-0.212995196339173,-0.385043890766211,-0.227448015530892,4.18366617726695e-14,3.35760555961271e-12,-1,dn,0,3,-0.377207561361681,35,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D8D8ED
t_cd4_cm,4,dexamethasone,dmso,981,IFNGR2,0.18687457692302,0.461019707563802,0.274533454722399,1.12226978933278e-15,1.06345203531354e-13,1,up,1,0,0.692624986116928,67,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E9D0D0
t_cd4_cm,4,dexamethasone,dmso,981,IGF1R,-0.0399970284293962,-0.257525779763654,-0.0938985477108,0.039725277652644,0.247936501874166,-1,dn,0,2,-0.551603558247237,11,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EFEFF7
t_cd4_cm,4,dexamethasone,dmso,981,IKZF3,-0.0479165377401425,-0.52326570178133,-0.170114169696192,2.37720134039437e-06,7.82288223523084e-05,-1,dn,0,1,-0.37678201165918,36,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E1E1F1
t_cd4_cm,4,dexamethasone,dmso,981,IL7R,0.012519931362933,-0.0220627524266759,-0.00322703197209506,0.892078274326077,0.962187435977584,-1,dn,NA,NA,NA,NA,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FEFEFE
t_cd4_cm,4,dexamethasone,dmso,981,IPCEF1,0.260443650440934,1.31173162157808,0.734476200458659,2.19699007186339e-53,1.91992521280061e-50,1,up,3,0,0.734476200458659,71,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C68282
t_cd4_cm,4,dexamethasone,dmso,981,ITGA4,-0.0406592865256936,0.0974517202932832,0.0348218271802607,0.360464497256945,0.702963865838302,1,up,NA,NA,NA,NA,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FCF8F8
t_cd4_cm,4,dexamethasone,dmso,981,LCP2,-0.184895740601849,-0.724719685707953,-0.397238476153584,1.16124351269208e-21,1.72324155232514e-19,-1,dn,0,4,-0.473717894926762,22,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#BBBBE0
t_cd4_cm,4,dexamethasone,dmso,981,LDLRAD4,0.273805440294024,0.58002393164599,0.4884007467233,1.16374695241769e-17,1.30755282582359e-15,1,up,5,0,1.27849798959855,85,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D9ABAB
t_cd4_cm,4,dexamethasone,dmso,981,LTB,-0.121843939791358,-0.56773650721037,-0.251849461839106,2.99689148467638e-13,2.2028552828953e-11,-1,dn,0,6,-1.10055086748786,1,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D4D4EB
t_cd4_cm,4,dexamethasone,dmso,981,MACF1,-0.148196290378976,-0.784785067889111,-0.41605802884862,5.18108115146579e-21,7.14898302741727e-19,-1,dn,0,1,-0.41605802884862,28,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#B8B8DE
t_cd4_cm,4,dexamethasone,dmso,981,MALAT1,-0.0298130811790158,-6.37766919655701e-17,-0.0298115776352406,0.0307960827749277,0.210985358035545,-1,dn,0,1,-0.13125225993686,51,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F9F9FC
t_cd4_cm,4,dexamethasone,dmso,981,MBNL1,0.365464184426313,1.82893359563575,0.370314570539938,2.1049634776265e-34,8.27776887576622e-32,1,up,4,0,0.764583033765821,72,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E2C0C0
t_cd4_cm,4,dexamethasone,dmso,981,MIAT,-0.0800537692993825,-0.406537583308131,-0.0856897142476739,0.000252430820623073,0.00501909620123496,-1,dn,0,1,-0.288070659230574,48,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F0F0F8
t_cd4_cm,4,dexamethasone,dmso,981,NAP1L4,0.363599874506746,1.10994301963275,0.573124366279954,1.05965558232325e-52,7.57653741361124e-50,1,up,1,0,0.556638737206721,54,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D29D9D
t_cd4_cm,4,dexamethasone,dmso,981,NFAT5,-0.18459971179476,-0.661667827403142,-0.393626709577749,2.55314542358907e-18,2.99618289357359e-16,-1,dn,0,1,-0.448069955099617,24,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#BCBCE0
t_cd4_cm,4,dexamethasone,dmso,981,PARP8,0.279133880600108,0.224899740672507,0.231030279549435,8.04940792373549e-12,5.36513502713387e-10,1,up,2,0,0.666242731972523,65,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EDD7D7
t_cd4_cm,4,dexamethasone,dmso,981,PIK3IP1,0.0854577852500792,0.531396474473877,0.23175521142631,1.15993986790629e-10,6.75980917265808e-09,1,up,4,0,0.719600352767246,69,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EDD7D7
t_cd4_cm,4,dexamethasone,dmso,981,PRKX,-0.121513300389932,-0.446004833690296,-0.25556460099048,4.22430179556806e-08,1.76724115011398e-06,-1,dn,0,2,-0.555595050193625,10,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D3D3EB
t_cd4_cm,4,dexamethasone,dmso,981,PTP4A2,0.117486918720973,0.795623542830206,0.37845092961653,2.98596157362377e-21,4.26992505028199e-19,1,up,1,0,0.5396938712271,53,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E1BEBE
t_cd4_cm,4,dexamethasone,dmso,981,PTPRC,-0.0421574663744415,-0.11140517238572,-0.0514434264518444,0.290818323969974,0.649136167246288,-1,dn,0,2,-0.362242432771102,40,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F6F6FB
t_cd4_cm,4,dexamethasone,dmso,981,RAB27A,-0.0417791673238625,-0.0679563030796079,-0.0221387214855533,0.341195818145791,0.687901848171403,-1,dn,0,1,-0.293874970296526,47,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FBFBFD
t_cd4_cm,4,dexamethasone,dmso,981,RBMS1,0.396660904039701,0.499992344552922,0.485153111084206,4.75936611850768e-33,1.78249592962204e-30,1,up,1,0,0.557047609787004,55,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D9ACAC
t_cd4_cm,4,dexamethasone,dmso,981,SAMHD1,0.254241197231574,1.19746466418667,0.649024938573808,1.28704771438678e-48,7.78663867204002e-46,1,up,1,0,0.7155150051157,68,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#CC9090
t_cd4_cm,4,dexamethasone,dmso,981,SLC4A7,0.225533446610838,0.942820456760104,0.528103521179337,8.07375725317729e-32,2.88636821801088e-29,1,up,1,0,0.585242400575187,56,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D6A5A5
t_cd4_cm,4,dexamethasone,dmso,981,SLCO3A1,-0.0798890819076647,-0.538527764759745,-0.22284270482635,7.82076197599659e-07,2.73379079738725e-05,-1,dn,0,2,-0.493231840161306,19,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#D9D9ED
t_cd4_cm,4,dexamethasone,dmso,981,SMAP2,0.119265986308059,0.84837338134357,0.395887278773657,9.10876912358455e-23,1.49250977410401e-20,1,up,6,0,0.819260474657097,75,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E0BBBB
t_cd4_cm,4,dexamethasone,dmso,981,SNX9,0.143035678414046,0.958214061647965,0.476735972539279,8.64132696438612e-28,2.05951625984536e-25,1,up,1,0,0.771239359073471,74,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#DAADAD
t_cd4_cm,4,dexamethasone,dmso,981,SOS1,-0.448600520771515,-0.880798443503939,-0.555565050041015,6.24208227903266e-49,4.09116476038266e-46,-1,dn,0,7,-0.856181790851129,2,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#A0A0D4
t_cd4_cm,4,dexamethasone,dmso,981,SRD5A1,0.129884688724987,0.757753746511106,0.256300848910535,1.13656247248778e-13,8.8505582634816e-12,1,up,2,0,0.83204441137656,77,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EBD3D3
t_cd4_cm,4,dexamethasone,dmso,981,STAT1,-0.0242484210924641,-0.0276722116990146,-0.0174608941425646,0.704081059353273,0.884925720299445,-1,dn,0,4,-0.833351739994824,3,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FBFBFD
t_cd4_cm,4,dexamethasone,dmso,981,STAT5B,-0.133538882527537,-0.657423362256227,-0.35925592115337,1.22375271228064e-15,1.1458113192961e-13,-1,dn,0,1,-0.329293955145895,43,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C1C1E3
t_cd4_cm,4,dexamethasone,dmso,981,SYTL3,0.121120807462217,0.979522608688524,0.307511434982878,9.51901150748725e-20,1.24778375843979e-17,1,up,1,0,0.588855996854122,57,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E7CACA
t_cd4_cm,4,dexamethasone,dmso,981,TAF4B,0.759642645905319,1.32158075969698,1.07453386563359,3.09963843612075e-117,1.21893281500448e-113,1,up,4,0,1.19559764242652,83,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#AB4848
t_cd4_cm,4,dexamethasone,dmso,981,TMEM131L,-0.175833078580893,-0.666846453798078,-0.365565331754862,7.59030949045616e-16,7.46222301780471e-14,-1,dn,0,1,-0.513453561669521,15,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C0C0E2
t_cd4_cm,4,dexamethasone,dmso,981,TNFRSF4,-0.14985995505698,-0.898920872367722,-0.323236303263094,3.61775791124108e-19,4.51645491617636e-17,-1,dn,0,1,-0.323236303263094,45,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C7C7E5
t_cd4_cm,4,dexamethasone,dmso,981,TNFSF8,0.210313856901186,1.91017005448552,0.727820098775824,3.14117233815103e-84,6.17633010988946e-81,1,up,7,0,0.727820098775824,70,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#C68383
t_cd4_cm,4,dexamethasone,dmso,981,TRAC,-0.100365752982599,-0.665769242478004,-0.280289137359801,1.10681168129011e-14,9.26071688653909e-13,-1,dn,0,4,-0.490173744495978,20,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#CFCFE9
t_cd4_cm,4,dexamethasone,dmso,981,TRBC1,-0.0408698366207155,-0.380519718230124,-0.0743587033265485,0.00592033311982935,0.0696015246449295,-1,dn,0,1,-0.364693355452773,38,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F2F2F9
t_cd4_cm,4,dexamethasone,dmso,981,TRBC2,-0.0552323910519786,-0.291715461093788,-0.0965314504730997,0.00398331699447447,0.0513586691172815,-1,dn,0,2,-0.500693346707963,17,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#EEEEF7
t_cd4_cm,4,dexamethasone,dmso,981,TSC22D3,0.087544955028131,1.70338459126382,0.372733957973936,1.70127547292894e-42,7.87090093799184e-40,1,up,1,0,0.617969431136,60,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#E2BFBF
t_cd4_cm,4,dexamethasone,dmso,981,TXNIP,0.344290427498952,1.39016796865215,0.685356998725719,1.81319354801785e-69,2.03725246502291e-66,1,up,9,0,1.17309713911895,82,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#CA8A8A
t_cd4_cm,4,dexamethasone,dmso,981,UGCG,0.398458514152253,1.71297515057719,0.915788699186326,2.23341519897145e-93,5.85527017997014e-90,1,up,5,0,0.925677037501072,80,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#B86363
t_cd4_cm,4,dexamethasone,dmso,981,UTRN,-0.0622855686179496,-0.828008478399066,-0.394693675835673,5.78538863728852e-19,7.00032025111911e-17,-1,dn,0,2,-0.394693675835673,32,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#BBBBE0
t_cd4_cm,4,dexamethasone,dmso,981,VIM,-0.176779398196996,-0.774464454305307,-0.398824970488623,1.49468492322648e-19,1.92716342970103e-17,-1,dn,0,4,-0.415409446631875,29,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#BBBBE0
t_cd4_cm,4,dexamethasone,dmso,981,VMP1,0.0208545964998245,-0.136451310782269,-0.0322212343264714,0.312591869776539,0.667173692209628,-1,dn,0,1,-0.517880739191384,14,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F9F9FC
t_cd4_cm,4,dexamethasone,dmso,981,ZFP36L2,0.145146582966166,0.289839086401671,0.170760793006414,6.71999329628265e-07,2.37007835315081e-05,1,up,2,0,0.828786576906648,76,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#F1E1E1
t_cd4_cm,4,dexamethasone,dmso,981,ZNF589,0.0102173438788606,-0.0584949789105475,-0.00811622715461746,0.856667985621265,0.94841527437046,-1,dn,0,1,-0.203047770383752,49,CD4 CM,#00AEEF,2,6,CD4 CM 4 hr,2,#FDFDFE
t_cd4_em,4,dexamethasone,dmso,401,ABCC1,0.190659260554767,0.850182717934866,0.474135208000002,2.00371409390211e-11,4.12386022299043e-09,1,up,1,0,0.600880231732503,58,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#DAAEAE
t_cd4_em,4,dexamethasone,dmso,401,ABLIM1,-0.129248239909248,-0.529836524388557,-0.284405025584324,2.40365151809599e-05,0.00163426842056259,-1,dn,0,1,-0.36591125930808,37,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#CECEE8
t_cd4_em,4,dexamethasone,dmso,401,AC079793.1,-0.0999169119896289,-0.495643027524934,-0.267050068445632,0.000285971042808289,0.01237312210787,-1,dn,0,2,-0.510175004525625,16,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#D1D1EA
t_cd4_em,4,dexamethasone,dmso,401,ACTB,-0.0234061146983979,0.115785791564256,0.0359503244384397,0.592994549332691,0.917489809304985,1,up,NA,NA,NA,NA,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#FCF8F8
t_cd4_em,4,dexamethasone,dmso,401,ADK,-0.299882210827367,-1.10589191157431,-0.472478294509403,4.18455960667124e-10,7.4105631173957e-08,-1,dn,0,3,-0.541411369529066,12,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#AEAEDA
t_cd4_em,4,dexamethasone,dmso,401,AHR,-0.215051591044877,-0.759688239473479,-0.39618438948002,1.86441914847447e-09,2.89745955421083e-07,-1,dn,0,1,-0.39618438948002,31,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#BBBBE0
t_cd4_em,4,dexamethasone,dmso,401,ANKRD33B,0.0961796566051379,1.85805127603908,0.104834520148048,9.07528796301527e-06,0.000693262412654037,1,up,1,0,0.420835469637229,52,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#F6EDED
t_cd4_em,4,dexamethasone,dmso,401,APOBEC3G,-0.105280726976785,-0.741067530165305,-0.0778738608768481,0.00716065632361895,0.160377640895172,-1,dn,0,1,-0.303377201629933,46,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#F1F1F8
t_cd4_em,4,dexamethasone,dmso,401,ARHGAP15,-0.247375379208529,-1.16770595567835,-0.51767339353337,2.92875498456654e-11,5.86907084407217e-09,-1,dn,0,6,-0.585609324480229,8,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#A6A6D6
t_cd4_em,4,dexamethasone,dmso,401,ARHGAP25,-0.171851049150239,-1.05523962056351,-0.568325243934522,3.68657195030038e-13,9.75184743230651e-11,-1,dn,0,5,-0.656768157723624,4,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#9E9ED3
t_cd4_em,4,dexamethasone,dmso,401,ARID5B,0.211365903974114,0.550705082516839,0.300365809288419,2.76007260870944e-06,0.000238840374037754,1,up,1,0,0.872375451657551,78,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#E7CCCC
t_cd4_em,4,dexamethasone,dmso,401,B2M,-0.143067616550305,-1.73497909197972,-0.155303121712647,0.000104447365460247,0.00552337977763736,-1,dn,0,6,-0.443376143707891,25,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#E4E4F2
t_cd4_em,4,dexamethasone,dmso,401,BCL2,0.401931317130314,1.50777165148251,0.470095048290501,3.30555339570414e-20,2.28834446438973e-17,1,up,7,0,0.622003783714723,61,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#DAAEAE
t_cd4_em,4,dexamethasone,dmso,401,CCND3,0.227674333630339,1.41752797363279,0.541329317296668,2.20669627309714e-20,1.86711023551497e-17,1,up,7,0,0.922233348366441,79,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#D5A3A3
t_cd4_em,4,dexamethasone,dmso,401,CD3D,-0.076038192205361,-0.521928275932104,-0.197248959672954,0.00042627493869321,0.0176417590116782,-1,dn,0,2,-0.335753707738634,42,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#DDDDEF
t_cd4_em,4,dexamethasone,dmso,401,CD44,-0.112030297870826,-0.00293944540704496,-0.111452228742506,0.0305378564597315,0.367370895641162,-1,dn,0,2,-0.37747846889517,34,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#ECECF6
t_cd4_em,4,dexamethasone,dmso,401,CD52,-0.0335007587761856,0.0563008020762375,0.00576229850969404,0.670057340495404,0.931589901441068,1,up,NA,NA,NA,NA,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#FEFDFD
t_cd4_em,4,dexamethasone,dmso,401,CDK6,-0.0615507697165971,-0.701699183770483,-0.328785272099301,4.22155901154056e-05,0.00259251386071624,-1,dn,0,2,-0.565035089947413,9,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#C6C6E5
t_cd4_em,4,dexamethasone,dmso,401,CELF2,0.27289522304552,0.160347971010083,0.279548246443889,1.11785756827928e-08,1.49341848814855e-06,1,up,1,0,0.624340288591928,62,CD4 EM,#1C75BC,3,5,CD4 EM 4 hr,3,#E9CFCF
