aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd4_cm,dexamethasone,dmso,up,KLF12_191,KLF12,0.788981570869174,0.774640144753754,1,0,0.1109,0.115223338878425,72737,8381,0.0909090909090909,55,5,4,0.0011137404902252,-0.20751500424918,dn,CD4 CM,#00AEEF,2,6,dodgerblue
t_cd4_cm,dexamethasone,dmso,up,KLF9_192,KLF9,0,1,1,0,0,0.00709405117065592,72737,516,0,55,0,4,1.83108084969614e-24,0.3146059787202,up,CD4 CM,#00AEEF,2,6,orangered
t_cd4_cm,dexamethasone,dmso,up,ZNF410_193,ZNF410,1.47216056670602,0.333733651305149,1,0,0.4766,0.0370512943893754,72737,2695,0.0545454545454545,55,3,4,0.467050991212742,-0.0153961921347577,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,IKZF4_197,IKZF4,3.34490271031529,0.00248943046484176,0.0224048741835759,1.64965749056068,2.6039,0.0434854338232261,72737,3163,0.145454545454545,55,8,4,0.445333729713683,-0.0289090795637187,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,RREB1_200,RREB1,0.411350205004948,0.996781571151295,1,0,0.0014,0.221001691023826,72737,16075,0.0909090909090909,55,5,4,0.168156972702402,-0.0728667946115719,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF384_202,ZNF384,0.475203344984157,0.930250688232128,1,0,0.0314,0.0765222651470366,72737,5566,0.0363636363636364,55,2,4,0.370170127847432,0.0190255544337087,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZBTB1_203,ZBTB1,0,1,1,0,0,0.045286442938257,72737,3294,0,55,0,4,0.967018193359945,0.00602714776723073,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF333_217,ZNF333,0,1,1,0,0,0.0277575374293688,72737,2019,0,55,0,4,0.380092913152151,0.00828442901713512,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF75A_219,ZNF75A,1.18555886068212,0.39509360478943,1,0,0.4033,0.0920164428007754,72737,6693,0.109090909090909,55,6,4,0.992736460227255,-0.00365237976898422,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF281_221,ZNF281,0.708920347944738,0.869160537856856,1,0,0.0609,0.153883168126263,72737,11193,0.109090909090909,55,6,4,0.746850620700573,0.0084180472456057,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF148_222,ZNF148,0.378039707760387,1,1,0,0,0.336664971060121,72737,24488,0.127272727272727,55,7,4,0.650717643731169,-0.0572650074859165,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF589_225,ZNF589,0,1,1,0,0,0.0359651896558835,72737,2616,0,55,0,4,0.94841527437046,-0.00811622715461746,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZNF143_231,ZNF143,0.784550667841156,0.74541821337899,1,0,0.1276,0.0695244511046648,72737,5057,0.0545454545454545,55,3,4,0.779921624455805,0.0210874196631691,up,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,SP2_232,SP2,0.220958340769543,1,1,0,0,0.329144726892778,72737,23941,0.0727272727272727,55,4,4,0.467401770689986,-0.0194935958974836,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,E4F1_234,E4F1,0,1,1,0,0,0.0173501794135034,72737,1262,0,55,0,4,0.611118906244751,-0.00115506025665311,dn,CD4 CM,#00AEEF,2,6,gray60
t_cd4_cm,dexamethasone,dmso,up,ZBTB49_235,ZBTB49,0.532189500640205,0.852314741508368,1,0,0.0694,0.0341641805408527,72737,2485,0.0181818181818182,55,1,4,0.255435996322262,0.0068606055115247,up,CD4 CM,#00AEEF,2,6,gray60
