treatment,timepoint,aifi_cell_type,direction,motif_id,tf_gene,tf_logFC,tf_adjP,n_all_genes,n_motif_genes,n_deg,n_ol,nomP,ol_genes,adjP,frac_deg,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,mean_logFC,sum_sig_logFC,ypos,xmin,xmax,plot_adjP
lenalidomide,4,t_cd4_treg,dn,STAT1_773,STAT1,-0.0179389170923921,1,6823,2412,0,0,1,,1,NA,CD4 Treg,#E57A93,4,4,0.286460694561351,0.859382083684054,1,NA,NA,NA
lenalidomide,4,t_cd4_treg,dn,CBFB_801,CBFB,0.030357804613938,1,6823,2180,0,0,1,,1,NA,CD4 Treg,#E57A93,4,4,-0.147339385377116,-0.294678770754232,-1.5,NA,NA,NA
lenalidomide,4,t_cd4_treg,dn,ENO1_803,ENO1,0.0511300464842047,1,6823,1411,0,0,1,,1,NA,CD4 Treg,#E57A93,4,4,-0.147328332954094,-0.294656665908187,-0.5,NA,NA,NA
lenalidomide,4,t_cd4_treg,dn,BCL11B_825,BCL11B,-0.0601057387346604,1,6823,3844,0,0,1,,1,NA,CD4 Treg,#E57A93,4,4,0.221955636978378,1.10977818489189,3,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,XBP1_109,XBP1,0.110086821118726,0.998581919488079,6991,606,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.293619358392898,1.46809679196449,4,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,KLF6_165,KLF6,0.127067709281223,0.998581919488079,6991,2616,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.253085166326658,-0.759255498979973,-3.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,IKZF1_270,IKZF1,0.588808347629331,0.0312331172693535,6991,1035,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.428216442976578,5.13859731571893,5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,ETS1_332,ETS1,-0.136688603477635,0.964710485500999,6991,1084,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.269793465349626,-1.34896732674813,-4.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,MYB_648,MYB,-0.0195483586347679,0.998581919488079,6991,804,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.17791737932474,-0.533752137974221,-2.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,MYBL1_653,MYBL1,0.115378144509714,0.998581919488079,6991,304,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.350498442992345,1.05149532897704,2,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,STAT1_773,STAT1,-0.11713842598342,0.998581919488079,6991,2271,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.286460694561351,0.859382083684054,1,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,CBFB_801,CBFB,-0.0283492974117852,0.998581919488079,6991,2278,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.147339385377116,-0.294678770754232,-1.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,ENO1_803,ENO1,0.0176658778951749,0.998581919488079,6991,1360,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.147328332954094,-0.294656665908187,-0.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,up,BCL11B_825,BCL11B,0.329501036672078,0.695857612960891,6991,3679,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.221955636978378,1.10977818489189,3,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,XBP1_109,XBP1,0.110086821118726,0.998581919488079,6991,606,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.293619358392898,1.46809679196449,4,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,KLF6_165,KLF6,0.127067709281223,0.998581919488079,6991,2616,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.253085166326658,-0.759255498979973,-3.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,IKZF1_270,IKZF1,0.588808347629331,0.0312331172693535,6991,1035,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.428216442976578,5.13859731571893,5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,ETS1_332,ETS1,-0.136688603477635,0.964710485500999,6991,1084,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.269793465349626,-1.34896732674813,-4.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,MYB_648,MYB,-0.0195483586347679,0.998581919488079,6991,804,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.17791737932474,-0.533752137974221,-2.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,MYBL1_653,MYBL1,0.115378144509714,0.998581919488079,6991,304,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.350498442992345,1.05149532897704,2,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,STAT1_773,STAT1,-0.11713842598342,0.998581919488079,6991,2271,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.286460694561351,0.859382083684054,1,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,CBFB_801,CBFB,-0.0283492974117852,0.998581919488079,6991,2278,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.147339385377116,-0.294678770754232,-1.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,ENO1_803,ENO1,0.0176658778951749,0.998581919488079,6991,1360,0,0,1,,1,NA,CD8 Memory,#009444,6,2,-0.147328332954094,-0.294656665908187,-0.5,NA,NA,NA
lenalidomide,4,t_cd8_memory,dn,BCL11B_825,BCL11B,0.329501036672078,0.695857612960891,6991,3679,0,0,1,,1,NA,CD8 Memory,#009444,6,2,0.221955636978378,1.10977818489189,3,NA,NA,NA
lenalidomide,4,t_cd8_naive,up,XBP1_109,XBP1,0.292638491799207,0.00177472733298126,6953,645,71,9,0.209222465947628,ATP10A;CYTH1;DHRS3;EEF2K;IKZF1;LAPTM5;LPP;PECAM1;RIC8B,0.397703682056164,0.126760563380282,CD8 Naive,#8DC63F,5,3,0.293619358392898,1.46809679196449,4,4.93661971830986,5.06338028169014,NA
lenalidomide,4,t_cd8_naive,up,KLF6_165,KLF6,-0.15042080171547,0.592533309573944,6953,2658,71,39,0.00300206632870242,ABI2;ARHGAP31;ATP11A;CARMIL1;CCND3;CFLAR;CYTH1;DHRS3;DOCK8;EEF2K;ELK3;ETV6;HIVEP2;IKZF1;ITGA5;LAPTM5;LEF1-AS1;LPP;LRCH1;LRRN3;MFHAS1;NELL2;NF1;PCNX2;PECAM1;PLCL1;PPFIBP1;PRAG1;PTGER4;SLA;SLAMF1;SLFN5;STAMBPL1;TAF4B;TNFAIP8;XBP1;ZFP36L1;ZHX2;ZNF609,0.00983748458377696,0.549295774647887,CD8 Naive,#8DC63F,5,3,-0.253085166326658,-0.759255498979973,-3.5,4.72535211267606,5.27464788732394,2.00711593521086
lenalidomide,4,t_cd8_naive,up,IKZF1_270,IKZF1,0.543385245853189,4.93588937268575e-17,6953,1165,71,26,4.15154288549987e-05,ARHGAP31;CAST;CCND3;CFLAR;ETV6;GBP4;HIVEP2;IKZF1;ITK;LAPTM5;LPP;MAN1C1;MPZL1;MSI2;NBEAL1;PCNX2;PECAM1;PTGER4;SLA;SLAMF1;SLFN5;STAMBPL1;TNFAIP8;XBP1;ZFP36L1;ZHX2,0.000236028277336461,0.366197183098592,CD8 Naive,#8DC63F,5,3,0.428216442976578,5.13859731571893,5,4.8169014084507,5.1830985915493,3.62703596332008
lenalidomide,4,t_cd8_naive,up,ETS1_332,ETS1,-0.105308596326021,0.677661106474291,6953,1048,71,26,6.00472135188454e-06,ABI2;AFF1;CAST;CCND3;CD63;CYTH1;ELK3;ETV6;HIVEP2;IKZF1;ITGA5;LEF1-AS1;LPP;MAN1C1;MFHAS1;MPZL1;MSI2;NF1;PECAM1;PLCL1;PLSCR1;PRAG1;SLAMF1;STAMBPL1;TNFAIP8;ZFP36L1,4.36462982483874e-05,0.366197183098592,CD8 Naive,#8DC63F,5,3,-0.269793465349626,-1.34896732674813,-4.5,4.8169014084507,5.1830985915493,4.3600525839967
lenalidomide,4,t_cd8_naive,up,MYB_648,MYB,-0.275102408103196,0.0276382121837259,6953,884,71,14,0.0606861791444591,ACTN1;CFLAR;CYTH1;DHRS3;HIVEP2;LPP;LRRN3;MSI2;NELL2;PLCL1;PRAG1;TAF4B;TNFAIP8;XBP1,0.135926341055018,0.197183098591549,CD8 Naive,#8DC63F,5,3,-0.17791737932474,-0.533752137974221,-2.5,4.90140845070423,5.09859154929577,NA
lenalidomide,4,t_cd8_naive,up,MYBL1_653,MYBL1,0.0496207255268164,0.148507947745922,6953,329,71,6,0.118344902962276,CAST;CD63;GBP4;IKZF1;LEF1-AS1;LRCH1,0.24356535942872,0.0845070422535211,CD8 Naive,#8DC63F,5,3,0.350498442992345,1.05149532897704,2,4.95774647887324,5.04225352112676,NA
lenalidomide,4,t_cd8_naive,up,STAT1_773,STAT1,0.0664176985305741,0.892770700242316,6953,2377,71,31,0.0604712526191368,ATP10D;CAST;CCND3;CD63;CFLAR;CLEC2D;CYTH1;ELK3;ETV6;HIVEP2;HRH2;IKZF1;ITGA5;LAPTM5;LEF1-AS1;LPP;LRRN3;MAN1C1;MFHAS1;NEDD4;NELL2;PLCL1;PRAG1;PTGER4;RIC8B;SLA;STAMBPL1;TNFAIP8;XBP1;ZFP36L1;ZNF609,0.135475857828202,0.436619718309859,CD8 Naive,#8DC63F,5,3,0.286460694561351,0.859382083684054,1,4.78169014084507,5.21830985915493,NA
lenalidomide,4,t_cd8_naive,up,CBFB_801,CBFB,-0.1019245938785,0.596656407616475,6953,2286,71,34,0.00586898436184265,ACTN1;ATP11A;CARMIL1;CAST;CFLAR;CYTH1;DHRS3;EEF2K;ELK3;ERCC6L2;HIVEP2;IKZF1;LAPTM5;LEF1-AS1;LPP;LRRN3;MAN1C1;MFHAS1;MSI2;NF1;PECAM1;PRAG1;PTGER4;PTPN22;SLA;SLAMF1;STIM2;TAF4B;TNFAIP8;TNFRSF10D;XBP1;ZFP36L1;ZHX2;ZNF609,0.01769182160244,0.47887323943662,CD8 Naive,#8DC63F,5,3,-0.147339385377116,-0.294678770754232,-1.5,4.76056338028169,5.23943661971831,1.75222744853975
lenalidomide,4,t_cd8_naive,up,ENO1_803,ENO1,-0.131422446313816,0.133047473731546,6953,1468,71,25,0.00414807200663429,CAST;CFLAR;CYTH1;DHRS3;EEF2K;ELK3;HIVEP2;HRH2;IKZF1;ITGA5;LAPTM5;LEF1-AS1;LPP;MAN1C1;MFHAS1;NELL2;PECAM1;PLCL1;PTGER4;SLA;SLFN5;STAMBPL1;TNFAIP8;XBP1;ZFP36L1,0.0130769213204589,0.352112676056338,CD8 Naive,#8DC63F,5,3,-0.147328332954094,-0.294656665908187,-0.5,4.82394366197183,5.17605633802817,1.88349448926207
lenalidomide,4,t_cd8_naive,up,BCL11B_825,BCL11B,0.16982767091055,0.392332372228705,6953,3889,71,53,0.000821567565627979,ACTN1;AFF1;ARHGAP31;ATP10A;ATP10D;CARMIL1;CAST;CCND3;CD63;CFLAR;CHKA;CLEC2D;CYTH1;DGKH;DHRS3;EEF2K;ELK3;ERCC6L2;ETV6;HIVEP2;HRH2;IKZF1;ITGA5;ITK;LAPTM5;LEF1-AS1;LPP;LRCH1;MAN1C1;MAP4K3;MFHAS1;MPZL1;MSI2;NBEAL1;NEDD4;NELL2;NF1;PLSCR1;PRAG1;PTGER4;PTPN22;RIC8B;SLA;SLAMF1;SLFN5;STIM2;TAF4B;TNFAIP8;TNFRSF10D;UNC13B;XBP1;ZFP36L1;ZHX2,0.0031807814558112,0.746478873239437,CD8 Naive,#8DC63F,5,3,0.221955636978378,1.10977818489189,3,4.62676056338028,5.37323943661972,2.49746616924403
lenalidomide,4,t_cd8_naive,dn,XBP1_109,XBP1,0.292638491799207,0.00177472733298126,6953,645,17,5,0.0162866139446513,CCSER2;CD247;EML4;MDFIC;SMCHD1,0.0432112821636665,0.294117647058824,CD8 Naive,#8DC63F,5,3,0.293619358392898,1.46809679196449,4,4.85294117647059,5.14705882352941,1.36440284712677
lenalidomide,4,t_cd8_naive,dn,KLF6_165,KLF6,-0.15042080171547,0.592533309573944,6953,2658,17,10,0.068736501334506,CCSER2;CD247;CRTC3;FKBP5;HBS1L;LINC01934;LRRC75A;MDFIC;SLCO3A1;SMCHD1,0.151680194299935,0.588235294117647,CD8 Naive,#8DC63F,5,3,-0.253085166326658,-0.759255498979973,-3.5,4.70588235294118,5.29411764705882,NA
lenalidomide,4,t_cd8_naive,dn,IKZF1_270,IKZF1,0.543385245853189,4.93588937268575e-17,6953,1165,17,2,0.80462568521416,LINC01934;ORAI2,1,0.117647058823529,CD8 Naive,#8DC63F,5,3,0.428216442976578,5.13859731571893,5,4.94117647058824,5.05882352941176,NA
lenalidomide,4,t_cd8_naive,dn,ETS1_332,ETS1,-0.105308596326021,0.677661106474291,6953,1048,17,4,0.247046967690987,CD247;FKBP5;LINC01934;SMCHD1,0.458455112377932,0.235294117647059,CD8 Naive,#8DC63F,5,3,-0.269793465349626,-1.34896732674813,-4.5,4.88235294117647,5.11764705882353,NA
lenalidomide,4,t_cd8_naive,dn,MYB_648,MYB,-0.275102408103196,0.0276382121837259,6953,884,17,5,0.0549440180094272,ANKRD12;CD247;MDFIC;PDE3B;SMCHD1,0.124748967790726,0.294117647058824,CD8 Naive,#8DC63F,5,3,-0.17791737932474,-0.533752137974221,-2.5,4.85294117647059,5.14705882352941,NA
lenalidomide,4,t_cd8_naive,dn,MYBL1_653,MYBL1,0.0496207255268164,0.148507947745922,6953,329,17,3,0.0436016707070217,ANKRD12;CRTC3;FKBP5,0.101730975132181,0.176470588235294,CD8 Naive,#8DC63F,5,3,0.350498442992345,1.05149532897704,2,4.91176470588235,5.08823529411765,NA
lenalidomide,4,t_cd8_naive,dn,STAT1_773,STAT1,0.0664176985305741,0.892770700242316,6953,2377,17,12,0.00237322070383411,ANKRD12;CCSER2;CD247;EIF4G3;EML4;HBS1L;LINC01934;LRRC75A;ORAI2;SLCO3A1;SMCHD1;SPCS1,0.00801174476161998,0.705882352941177,CD8 Naive,#8DC63F,5,3,0.286460694561351,0.859382083684054,1,4.64705882352941,5.35294117647059,2.09627289492336
lenalidomide,4,t_cd8_naive,dn,CBFB_801,CBFB,-0.1019245938785,0.596656407616475,6953,2286,17,7,0.311252160423098,CCSER2;CD247;EIF4G3;FKBP5;ORAI2;SLCO3A1;SMCHD1,0.55596617911453,0.411764705882353,CD8 Naive,#8DC63F,5,3,-0.147339385377116,-0.294678770754232,-1.5,4.79411764705882,5.20588235294118,NA
lenalidomide,4,t_cd8_naive,dn,ENO1_803,ENO1,-0.131422446313816,0.133047473731546,6953,1468,17,7,0.0489086523834014,CCSER2;CD247;EML4;HBS1L;LINC01934;SLCO3A1;SMCHD1,0.112514811510202,0.411764705882353,CD8 Naive,#8DC63F,5,3,-0.147328332954094,-0.294656665908187,-0.5,4.79411764705882,5.20588235294118,NA
lenalidomide,4,t_cd8_naive,dn,BCL11B_825,BCL11B,0.16982767091055,0.392332372228705,6953,3889,17,13,0.0689641054720118,CD247;CRTC3;EIF4G3;EML4;FAM172A;FKBP5;HBS1L;LINC01934;MDFIC;ORAI2;PDE3B;SLCO3A1;SMCHD1,0.152058628378183,0.764705882352941,CD8 Naive,#8DC63F,5,3,0.221955636978378,1.10977818489189,3,4.61764705882353,5.38235294117647,NA
lenalidomide,72,t_cd4_cm,up,XBP1_109,XBP1,0.126565953850371,0.401131633361802,7670,741,28,5,0.127339584151283,IKZF1;LPP;MSI2;PPFIBP1;TIMP1,0.258914797836671,0.178571428571429,CD4 CM,#00AEEF,2,6,0.293619358392898,1.46809679196449,4,1.91071428571429,2.08928571428571,NA
lenalidomide,72,t_cd4_cm,up,KLF6_165,KLF6,-0.0396255863922854,0.96281512112056,7670,3096,28,10,0.754185889651445,AFF1;CCDC88A;CD74;HLA-F;IFITM3;IKZF1;LPP;RPS19;SECTM1;TNFRSF4,1,0.357142857142857,CD4 CM,#00AEEF,2,6,-0.253085166326658,-0.759255498979973,-3.5,1.82142857142857,2.17857142857143,NA
lenalidomide,72,t_cd4_cm,up,IKZF1_270,IKZF1,0.311997588100198,1.5335176440888e-11,7670,1374,28,9,0.0497770064929654,CARMIL1;CLEC2D;HLA-F;IFITM3;IKZF1;LPP;MYBL1;RABIF;TIMP1,0.114278026907959,0.321428571428571,CD4 CM,#00AEEF,2,6,0.428216442976578,5.13859731571893,5,1.83928571428571,2.16071428571429,NA
lenalidomide,72,t_cd4_cm,up,ETS1_332,ETS1,0.0198988239120006,0.95780632590312,7670,1291,28,4,0.717532536926258,EZH2;IKZF1;TNF;WASF1,1,0.142857142857143,CD4 CM,#00AEEF,2,6,-0.269793465349626,-1.34896732674813,-4.5,1.92857142857143,2.07142857142857,NA
lenalidomide,72,t_cd4_cm,up,MYB_648,MYB,-0.00232478479289898,0.968155741363664,7670,1025,28,5,0.316650226807665,AFF1;EZH2;IFITM3;IKZF1;JAK2,0.564193684478818,0.178571428571429,CD4 CM,#00AEEF,2,6,-0.17791737932474,-0.533752137974221,-2.5,1.91071428571429,2.08928571428571,NA
lenalidomide,72,t_cd4_cm,up,MYBL1_653,MYBL1,0.191294086897615,0.000256571350253423,7670,387,28,0,1,,1,0,CD4 CM,#00AEEF,2,6,0.350498442992345,1.05149532897704,2,2,2,NA
lenalidomide,72,t_cd4_cm,up,STAT1_773,STAT1,0.145805666684125,0.293698677327764,7670,2774,28,7,0.927176598118363,ATP10D;CARMIL1;EZH2;HLA-DQB1;HLA-F;IKZF1;LPP,1,0.25,CD4 CM,#00AEEF,2,6,0.286460694561351,0.859382083684054,1,1.875,2.125,NA
lenalidomide,72,t_cd4_cm,up,CBFB_801,CBFB,-0.165050112833351,0.0785728160135259,7670,2643,28,10,0.515225865964547,CARMIL1;CLEC2D;EZH2;IKZF1;JAK2;LPP;MSI2;PPFIBP1;PTPN22;TNFRSF4,0.848447699066592,0.357142857142857,CD4 CM,#00AEEF,2,6,-0.147339385377116,-0.294678770754232,-1.5,1.82142857142857,2.17857142857143,NA
lenalidomide,72,t_cd4_cm,up,ENO1_803,ENO1,-0.126870628929587,0.38520514136816,7670,1691,28,7,0.424342129742038,AFF1;EZH2;HLA-F;IFITM3;JAK2;MSI2;RPS19,0.722114393469968,0.25,CD4 CM,#00AEEF,2,6,-0.147328332954094,-0.294656665908187,-0.5,1.875,2.125,NA
lenalidomide,72,t_cd4_cm,up,BCL11B_825,BCL11B,0.0897657689813967,0.488957131475846,7670,4355,28,20,0.0825072372175099,AFF1;CARMIL1;CLEC2D;EZH2;HLA-DQB1;HLA-F;IFITM3;IKZF1;JAK2;LPP;MSI2;MYBL1;NCOA1;NF1;PPFIBP1;PTPN22;RPS19;TIMP1;TNFRSF4;WASF1,0.177820621268038,0.714285714285714,CD4 CM,#00AEEF,2,6,0.221955636978378,1.10977818489189,3,1.64285714285714,2.35714285714286,NA
lenalidomide,72,t_cd4_cm,dn,XBP1_109,XBP1,0.126565953850371,0.401131633361802,7670,741,8,2,0.176803630343635,GPR171;STT3B,0.343981696606343,0.25,CD4 CM,#00AEEF,2,6,0.293619358392898,1.46809679196449,4,1.875,2.125,NA
lenalidomide,72,t_cd4_cm,dn,KLF6_165,KLF6,-0.0396255863922854,0.96281512112056,7670,3096,8,6,0.0520155225375741,BCL2;GPR171;RNF144A;SP4;STT3B;TXK,0.118821634793616,0.75,CD4 CM,#00AEEF,2,6,-0.253085166326658,-0.759255498979973,-3.5,1.625,2.375,NA
lenalidomide,72,t_cd4_cm,dn,IKZF1_270,IKZF1,0.311997588100198,1.5335176440888e-11,7670,1374,8,2,0.434026790814902,BCL2;GPR171,0.735861072796028,0.25,CD4 CM,#00AEEF,2,6,0.428216442976578,5.13859731571893,5,1.875,2.125,NA
lenalidomide,72,t_cd4_cm,dn,ETS1_332,ETS1,0.0198988239120006,0.95780632590312,7670,1291,8,2,0.400516111875472,BCL2;GPR171,0.687844645454919,0.25,CD4 CM,#00AEEF,2,6,-0.269793465349626,-1.34896732674813,-4.5,1.875,2.125,NA
lenalidomide,72,t_cd4_cm,dn,MYB_648,MYB,-0.00232478479289898,0.968155741363664,7670,1025,8,4,0.0142045300888046,BCL2;GPR171;RNF144A;STT3B,0.0383440954999524,0.5,CD4 CM,#00AEEF,2,6,-0.17791737932474,-0.533752137974221,-2.5,1.75,2.25,1.41630150235941
lenalidomide,72,t_cd4_cm,dn,MYBL1_653,MYBL1,0.191294086897615,0.000256571350253423,7670,387,8,0,1,,1,0,CD4 CM,#00AEEF,2,6,0.350498442992345,1.05149532897704,2,2,2,NA
lenalidomide,72,t_cd4_cm,dn,STAT1_773,STAT1,0.145805666684125,0.293698677327764,7670,2774,8,4,0.318875879048392,BCL2;GPR171;SP4;STT3B,0.567619660991501,0.5,CD4 CM,#00AEEF,2,6,0.286460694561351,0.859382083684054,1,1.75,2.25,NA
lenalidomide,72,t_cd4_cm,dn,CBFB_801,CBFB,-0.165050112833351,0.0785728160135259,7670,2643,8,4,0.282001963302616,BCL2;GPR171;SP4;TXK,0.51238707378484,0.5,CD4 CM,#00AEEF,2,6,-0.147339385377116,-0.294678770754232,-1.5,1.75,2.25,NA
lenalidomide,72,t_cd4_cm,dn,ENO1_803,ENO1,-0.126870628929587,0.38520514136816,7670,1691,8,3,0.249676575490748,BCL2;SP4;TXK,0.462701289888256,0.375,CD4 CM,#00AEEF,2,6,-0.147328332954094,-0.294656665908187,-0.5,1.8125,2.1875,NA
lenalidomide,72,t_cd4_cm,dn,BCL11B_825,BCL11B,0.0897657689813967,0.488957131475846,7670,4355,8,5,0.518666398625488,BCL2;GPR171;RALGAPA2;SP4;STT3B,0.85286096391267,0.625,CD4 CM,#00AEEF,2,6,0.221955636978378,1.10977818489189,3,1.6875,2.3125,NA
lenalidomide,72,t_cd4_em,up,XBP1_109,XBP1,-0.0390173135049585,0.968502204097963,7739,781,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.293619358392898,1.46809679196449,4,NA,NA,NA
lenalidomide,72,t_cd4_em,up,KLF6_165,KLF6,0.0826791296487615,0.936961615107633,7739,3179,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.253085166326658,-0.759255498979973,-3.5,NA,NA,NA
lenalidomide,72,t_cd4_em,up,IKZF1_270,IKZF1,0.297360669416481,0.156549753023366,7739,1385,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.428216442976578,5.13859731571893,5,NA,NA,NA
lenalidomide,72,t_cd4_em,up,ETS1_332,ETS1,-0.00687422273275984,0.999758560222472,7739,1306,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.269793465349626,-1.34896732674813,-4.5,NA,NA,NA
lenalidomide,72,t_cd4_em,up,MYBL1_653,MYBL1,0.202567916178603,0.777804164283629,7739,372,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.350498442992345,1.05149532897704,2,NA,NA,NA
lenalidomide,72,t_cd4_em,up,STAT1_773,STAT1,0.192936894507208,0.936029938627724,7739,2852,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.286460694561351,0.859382083684054,1,NA,NA,NA
lenalidomide,72,t_cd4_em,up,CBFB_801,CBFB,-0.201158546385325,0.875616065193301,7739,2694,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.147339385377116,-0.294678770754232,-1.5,NA,NA,NA
lenalidomide,72,t_cd4_em,up,ENO1_803,ENO1,-0.00338697315999981,0.999758560222472,7739,1745,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.147328332954094,-0.294656665908187,-0.5,NA,NA,NA
lenalidomide,72,t_cd4_em,up,BCL11B_825,BCL11B,0.04218523975198,0.777804164283629,7739,4452,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.221955636978378,1.10977818489189,3,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,XBP1_109,XBP1,-0.0390173135049585,0.968502204097963,7739,781,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.293619358392898,1.46809679196449,4,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,KLF6_165,KLF6,0.0826791296487615,0.936961615107633,7739,3179,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.253085166326658,-0.759255498979973,-3.5,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,IKZF1_270,IKZF1,0.297360669416481,0.156549753023366,7739,1385,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.428216442976578,5.13859731571893,5,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,ETS1_332,ETS1,-0.00687422273275984,0.999758560222472,7739,1306,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.269793465349626,-1.34896732674813,-4.5,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,MYBL1_653,MYBL1,0.202567916178603,0.777804164283629,7739,372,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.350498442992345,1.05149532897704,2,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,STAT1_773,STAT1,0.192936894507208,0.936029938627724,7739,2852,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.286460694561351,0.859382083684054,1,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,CBFB_801,CBFB,-0.201158546385325,0.875616065193301,7739,2694,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.147339385377116,-0.294678770754232,-1.5,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,ENO1_803,ENO1,-0.00338697315999981,0.999758560222472,7739,1745,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,-0.147328332954094,-0.294656665908187,-0.5,NA,NA,NA
lenalidomide,72,t_cd4_em,dn,BCL11B_825,BCL11B,0.04218523975198,0.777804164283629,7739,4452,0,0,1,,1,NA,CD4 EM,#1C75BC,3,5,0.221955636978378,1.10977818489189,3,NA,NA,NA
lenalidomide,72,t_cd4_naive,up,XBP1_109,XBP1,0.198225470795,4.69775657276256e-06,6852,662,171,24,0.0387684401924981,ANK3;BCL11B;CARMIL1;DIP2C;FOXP1;FYN;GOLGB1;ITGB1;ITM2B;JAK1;KDELR1;KLHL29;LRCH1;LRRN3;NUP50-DT;PGGHG;PTPN6;RASGRP1;SCAPER;TCP11L2;TIMP1;TPK1;TRAM1;ZFP36L1,0.0917482480657426,0.140350877192982,CD4 Naive,#93A7D1,1,7,0.293619358392898,1.46809679196449,4,0.929824561403509,1.07017543859649,NA
lenalidomide,72,t_cd4_naive,up,KLF6_165,KLF6,-0.0401970096498395,0.682317157064755,6852,3120,171,76,0.642621162602303,AMIGO2;ANK3;ATM;BCL11B;BCL6;BNIP3L;CAMSAP2;CARMIL1;CDC42SE2;CSGALNACT1;CTDSP2;CTSB;DENND4A;DENND4C;DHRS3;DISC1;EPB41L2;ERN1;ERO1B;FAAH2;FOXP1;FUT10;FYN;GRAMD1B;GRN;HCP5;HLA-E;HLA-F;HNRNPH3;IFITM3;IFT140;IGF1R;IKZF1;IL18R1;IL6ST;INPP4B;ITGB1;ITM2B;JAK1;JAK2;KDELR1;KLHL29;LAP3;LEF1-AS1;LRCH1;MALAT1;MAML2;MAP4K3;MAP4K4;MARCH3;MLXIP;MSI2;NEAT1;NEK7;NELL2;NEO1;NF1;NUCB2;PGGHG;PHF21A;POU2F2;PRKX;RTN3;SATB1;SATB1-AS1;SECTM1;SLC30A7;SLC44A1;SSBP2;STAT1;TCP11L2;TNIK;TPK1;TRAM1;TSPYL2;ZFP36L1,1,0.444444444444444,CD4 Naive,#93A7D1,1,7,-0.253085166326658,-0.759255498979973,-3.5,0.777777777777778,1.22222222222222,NA
